Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg
1996,CAM,0,0,0,0,0,0,0,0,0.0
2000,CAM,0,0,0,0,0,0,0,0,0.0
2004,CAM,0,0,0,0,0,0,0,0,0.0
2008,CAM,0,0,0,0,0,0,0,0,0.0
2012,CAM,0,0,0,0,0,0,0,0,0.0
2016,CAM,0,0,0,0,0,0,0,0,0.0
2020,CAM,0,0,0,0,0,0,0,0,0.0
2024,CAM,0,0,0,0,0,0,0,0,0.0
1900,CAN,1,0,1,2,0,0,0,0,0.0
1904,CAN,4,1,1,6,1,0,1,2,2.0
1906,CAN,1,1,0,2,5,1,2,8,4.0
1908,CAN,3,3,10,16,6,2,2,10,3.3333333333333335
1912,CAN,3,2,3,8,9,5,12,26,8.0
1920,CAN,3,3,3,9,12,7,15,34,8.666666666666666
1924,CAN,0,3,1,4,15,10,18,43,11.0
1928,CAN,4,4,7,15,15,13,19,47,7.0
1932,CAN,2,5,9,16,19,17,26,62,9.333333333333334
1936,CAN,1,3,5,9,21,22,35,78,11.666666666666666
1948,CAN,0,2,2,4,22,25,40,87,13.333333333333334
1952,CAN,1,2,0,3,22,27,42,91,9.666666666666666
1956,CAN,2,1,3,6,23,29,42,94,5.333333333333333
1960,CAN,0,1,0,1,25,30,45,100,4.333333333333333
1964,CAN,1,2,1,4,25,31,45,101,3.3333333333333335
1968,CAN,1,3,1,5,26,33,46,105,3.6666666666666665
1972,CAN,0,2,3,5,27,36,47,110,3.3333333333333335
1976,CAN,0,5,6,11,27,38,50,115,4.666666666666667
1984,CAN,10,18,16,44,27,43,56,126,7.0
1988,CAN,3,2,5,10,37,61,72,170,20.0
1992,CAN,7,4,7,18,40,63,77,180,21.666666666666668
1996,CAN,3,11,8,22,47,67,84,198,24.0
2000,CAN,3,3,8,14,50,78,92,220,16.666666666666668
2004,CAN,3,6,3,12,53,81,100,234,18.0
2008,CAN,3,9,7,19,56,87,103,246,16.0
2012,CAN,1,5,12,18,59,96,110,265,15.0
2016,CAN,4,3,15,22,60,101,122,283,16.333333333333332
2020,CAN,7,7,10,24,64,104,137,305,19.666666666666668
2024,CAN,9,7,11,27,71,111,147,329,21.333333333333332
1976,CAY,0,0,0,0,0,0,0,0,0.0
1984,CAY,0,0,0,0,0,0,0,0,0.0
1988,CAY,0,0,0,0,0,0,0,0,0.0
1992,CAY,0,0,0,0,0,0,0,0,0.0
1996,CAY,0,0,0,0,0,0,0,0,0.0
2000,CAY,0,0,0,0,0,0,0,0,0.0
2004,CAY,0,0,0,0,0,0,0,0,0.0
2008,CAY,0,0,0,0,0,0,0,0,0.0
2012,CAY,0,0,0,0,0,0,0,0,0.0
2016,CAY,0,0,0,0,0,0,0,0,0.0
2020,CAY,0,0,0,0,0,0,0,0,0.0
2024,CAY,0,0,0,0,0,0,0,0,0.0
1964,CGO,0,0,0,0,0,0,0,0,0.0
1972,CGO,0,0,0,0,0,0,0,0,0.0
1980,CGO,0,0,0,0,0,0,0,0,0.0
1984,CGO,0,0,0,0,0,0,0,0,0.0
1988,CGO,0,0,0,0,0,0,0,0,0.0
1992,CGO,0,0,0,0,0,0,0,0,0.0
1996,CGO,0,0,0,0,0,0,0,0,0.0
2000,CGO,0,0,0,0,0,0,0,0,0.0
2004,CGO,0,0,0,0,0,0,0,0,0.0
2008,CGO,0,0,0,0,0,0,0,0,0.0
2012,CGO,0,0,0,0,0,0,0,0,0.0
2016,CGO,0,0,0,0,0,0,0,0,0.0
2020,CGO,0,0,0,0,0,0,0,0,0.0
2024,CGO,0,0,0,0,0,0,0,0,0.0
1964,CHA,0,0,0,0,0,0,0,0,0.0
1968,CHA,0,0,0,0,0,0,0,0,0.0
1972,CHA,0,0,0,0,0,0,0,0,0.0
1984,CHA,0,0,0,0,0,0,0,0,0.0
1988,CHA,0,0,0,0,0,0,0,0,0.0
1992,CHA,0,0,0,0,0,0,0,0,0.0
1996,CHA,0,0,0,0,0,0,0,0,0.0
2000,CHA,0,0,0,0,0,0,0,0,0.0
2004,CHA,0,0,0,0,0,0,0,0,0.0
2008,CHA,0,0,0,0,0,0,0,0,0.0
2012,CHA,0,0,0,0,0,0,0,0,0.0
2016,CHA,0,0,0,0,0,0,0,0,0.0
2020,CHA,0,0,0,0,0,0,0,0,0.0
2024,CHA,0,0,0,0,0,0,0,0,0.0
1912,CHI,0,0,0,0,0,0,0,0,0.0
1920,CHI,0,0,0,0,0,0,0,0,0.0
1924,CHI,0,0,0,0,0,0,0,0,0.0
1928,CHI,0,1,0,1,0,0,0,0,0.0
1936,CHI,0,0,0,0,0,1,0,1,0.3333333333333333
1948,CHI,0,0,0,0,0,1,0,1,0.3333333333333333
1952,CHI,0,2,0,2,0,1,0,1,0.3333333333333333
1956,CHI,0,2,2,4,0,3,0,3,0.6666666666666666
1960,CHI,0,0,0,0,0,5,2,7,2.0
1964,CHI,0,0,0,0,0,5,2,7,2.0
1968,CHI,0,0,0,0,0,5,2,7,1.3333333333333333
1972,CHI,0,0,0,0,0,5,2,7,0.0
1976,CHI,0,0,0,0,0,5,2,7,0.0
1984,CHI,0,0,0,0,0,5,2,7,0.0
1988,CHI,0,1,0,1,0,5,2,7,0.0
1992,CHI,0,0,0,0,0,6,2,8,0.3333333333333333
1996,CHI,0,0,0,0,0,6,2,8,0.3333333333333333
2000,CHI,0,0,1,1,0,6,2,8,0.3333333333333333
2004,CHI,2,0,1,3,0,6,3,9,0.3333333333333333
2008,CHI,0,1,0,1,2,6,4,12,1.3333333333333333
2012,CHI,0,0,0,0,2,7,4,13,1.6666666666666667
2016,CHI,0,0,0,0,2,7,4,13,1.3333333333333333
2020,CHI,0,0,0,0,2,7,4,13,0.3333333333333333
2024,CHI,1,1,0,2,2,7,4,13,0.0
1932,CHN,0,0,0,0,0,0,0,0,0.0
1936,CHN,0,0,0,0,0,0,0,0,0.0
1948,CHN,0,0,0,0,0,0,0,0,0.0
1952,CHN,0,0,0,0,0,0,0,0,0.0
1984,CHN,15,8,9,32,0,0,0,0,0.0
1988,CHN,5,11,12,28,15,8,9,32,10.666666666666666
1992,CHN,16,22,15,53,20,19,21,60,20.0
1996,CHN,16,22,12,50,36,41,36,113,37.666666666666664
2000,CHN,28,16,14,58,52,63,48,163,43.666666666666664
2004,CHN,32,17,14,63,80,79,62,221,53.666666666666664
2008,CHN,51,21,28,100,112,96,76,284,57.0
2012,CHN,38,27,23,88,163,117,104,384,73.66666666666667
2016,CHN,26,18,26,70,201,144,127,472,83.66666666666667
2020,CHN,38,32,19,89,227,162,153,542,86.0
2024,CHN,40,27,24,91,265,194,172,631,82.33333333333333
1964,CIV,0,0,0,0,0,0,0,0,0.0
1968,CIV,0,0,0,0,0,0,0,0,0.0
1972,CIV,0,0,0,0,0,0,0,0,0.0
1976,CIV,0,0,0,0,0,0,0,0,0.0
1984,CIV,0,1,0,1,0,0,0,0,0.0
1988,CIV,0,0,0,0,0,1,0,1,0.3333333333333333
1992,CIV,0,0,0,0,0,1,0,1,0.3333333333333333
1996,CIV,0,0,0,0,0,1,0,1,0.3333333333333333
2000,CIV,0,0,0,0,0,1,0,1,0.0
2004,CIV,0,0,0,0,0,1,0,1,0.0
2008,CIV,0,0,0,0,0,1,0,1,0.0
2012,CIV,0,0,0,0,0,1,0,1,0.0
2016,CIV,1,0,1,2,0,1,0,1,0.0
2020,CIV,0,0,1,1,1,1,1,3,0.6666666666666666
2024,CIV,0,0,1,1,1,1,2,4,1.0
1964,CMR,0,0,0,0,0,0,0,0,0.0
1968,CMR,0,1,0,1,0,0,0,0,0.0
1972,CMR,0,0,0,0,0,1,0,1,0.5
1976,CMR,0,0,0,0,0,1,0,1,0.3333333333333333
1980,CMR,0,0,0,0,0,1,0,1,0.3333333333333333
1984,CMR,0,0,1,1,0,1,0,1,0.0
1988,CMR,0,0,0,0,0,1,1,2,0.3333333333333333
1992,CMR,0,0,0,0,0,1,1,2,0.3333333333333333
1996,CMR,0,0,0,0,0,1,1,2,0.3333333333333333
2000,CMR,1,0,0,1,0,1,1,2,0.0
2004,CMR,1,0,0,1,1,1,1,3,0.3333333333333333
2008,CMR,1,0,0,1,2,1,1,4,0.6666666666666666
2012,CMR,0,0,0,0,3,1,1,5,1.0
2016,CMR,0,0,0,0,3,1,1,5,0.6666666666666666
2020,CMR,0,0,0,0,3,1,1,5,0.3333333333333333
2024,CMR,0,0,0,0,3,1,1,5,0.0
1968,COD,0,0,0,0,0,0,0,0,0.0
1984,COD,0,0,0,0,0,0,0,0,0.0
1988,COD,0,0,0,0,0,0,0,0,0.0
1992,COD,0,0,0,0,0,0,0,0,0.0
1996,COD,0,0,0,0,0,0,0,0,0.0
2000,COD,0,0,0,0,0,0,0,0,0.0
2004,COD,0,0,0,0,0,0,0,0,0.0
2008,COD,0,0,0,0,0,0,0,0,0.0
2012,COD,0,0,0,0,0,0,0,0,0.0
2016,COD,0,0,0,0,0,0,0,0,0.0
2020,COD,0,0,0,0,0,0,0,0,0.0
2024,COD,0,0,0,0,0,0,0,0,0.0
1988,COK,0,0,0,0,0,0,0,0,0.0
1992,COK,0,0,0,0,0,0,0,0,0.0
1996,COK,0,0,0,0,0,0,0,0,0.0
2000,COK,0,0,0,0,0,0,0,0,0.0
2004,COK,0,0,0,0,0,0,0,0,0.0
2008,COK,0,0,0,0,0,0,0,0,0.0
2012,COK,0,0,0,0,0,0,0,0,0.0
2016,COK,0,0,0,0,0,0,0,0,0.0
2020,COK,0,0,0,0,0,0,0,0,0.0
2024,COK,0,0,0,0,0,0,0,0,0.0
1900,COL,0,1,0,1,0,0,0,0,0.0
1932,COL,0,0,0,0,0,1,0,1,1.0
1936,COL,0,0,0,0,0,1,0,1,0.5
1948,COL,0,0,0,0,0,1,0,1,0.3333333333333333
1956,COL,0,0,0,0,0,1,0,1,0.0
1960,COL,0,0,0,0,0,1,0,1,0.0
1964,COL,0,0,0,0,0,1,0,1,0.0
1968,COL,0,0,0,0,0,1,0,1,0.0
1972,COL,0,1,2,3,0,1,0,1,0.0
1976,COL,0,0,0,0,0,2,2,4,1.0
1980,COL,0,0,0,0,0,2,2,4,1.0
1984,COL,0,1,0,1,0,2,2,4,1.0
1988,COL,0,0,1,1,0,3,2,5,0.3333333333333333
1992,COL,0,0,1,1,0,3,3,6,0.6666666666666666
1996,COL,0,0,0,0,0,3,4,7,1.0
2000,COL,1,0,0,1,0,3,4,7,0.6666666666666666
2004,COL,0,0,2,2,1,3,4,8,0.6666666666666666
2008,COL,0,1,1,2,1,3,6,10,1.0
2012,COL,1,3,4,8,1,4,7,12,1.6666666666666667
2016,COL,3,2,3,8,2,7,11,20,4.0
2020,COL,0,4,1,5,5,9,14,28,6.0
2024,COL,0,3,1,4,5,13,15,33,7.0
1996,COM,0,0,0,0,0,0,0,0,0.0
2000,COM,0,0,0,0,0,0,0,0,0.0
2004,COM,0,0,0,0,0,0,0,0,0.0
2008,COM,0,0,0,0,0,0,0,0,0.0
2012,COM,0,0,0,0,0,0,0,0,0.0
2016,COM,0,0,0,0,0,0,0,0,0.0
2020,COM,0,0,0,0,0,0,0,0,0.0
2024,COM,0,0,0,0,0,0,0,0,0.0
1996,CPV,0,0,0,0,0,0,0,0,0.0
2000,CPV,0,0,0,0,0,0,0,0,0.0
2004,CPV,0,0,0,0,0,0,0,0,0.0
2008,CPV,0,0,0,0,0,0,0,0,0.0
2012,CPV,0,0,0,0,0,0,0,0,0.0
2016,CPV,0,0,0,0,0,0,0,0,0.0
2020,CPV,0,0,0,0,0,0,0,0,0.0
2024,CPV,0,0,1,1,0,0,0,0,0.0
1936,CRC,0,0,0,0,0,0,0,0,0.0
1964,CRC,0,0,0,0,0,0,0,0,0.0
1968,CRC,0,0,0,0,0,0,0,0,0.0
1972,CRC,0,0,0,0,0,0,0,0,0.0
1976,CRC,0,0,0,0,0,0,0,0,0.0
1980,CRC,0,0,0,0,0,0,0,0,0.0
1984,CRC,0,0,0,0,0,0,0,0,0.0
1988,CRC,0,1,0,1,0,0,0,0,0.0
1992,CRC,0,0,0,0,0,1,0,1,0.3333333333333333
1996,CRC,1,0,0,1,0,1,0,1,0.3333333333333333
2000,CRC,0,0,2,2,1,1,0,2,0.6666666666666666
2004,CRC,0,0,0,0,1,1,2,4,1.0
2008,CRC,0,0,0,0,1,1,2,4,1.0
2012,CRC,0,0,0,0,1,1,2,4,0.6666666666666666
2016,CRC,0,0,0,0,1,1,2,4,0.0
2020,CRC,0,0,0,0,1,1,2,4,0.0
2024,CRC,0,0,0,0,1,1,2,4,0.0
1992,CRO,0,1,2,3,0,0,0,0,0.0
1996,CRO,1,1,0,2,0,1,2,3,3.0
2000,CRO,1,0,1,2,1,2,2,5,2.5
2004,CRO,1,2,2,5,2,2,3,7,2.3333333333333335
2008,CRO,0,2,3,5,3,4,5,12,3.0
2012,CRO,3,1,2,6,3,6,8,17,4.0
2016,CRO,5,3,2,10,6,7,10,23,5.333333333333333
2020,CRO,3,3,2,8,11,10,12,33,7.0
2024,CRO,2,2,3,7,14,13,14,41,8.0
1906,CRT,0,0,0,0,0,0,0,0,0.0
1900,CUB,1,1,0,2,0,0,0,0,0.0
1904,CUB,4,0,0,4,1,1,0,2,2.0
1924,CUB,0,0,0,0,5,1,0,6,3.0
1928,CUB,0,0,0,0,5,1,0,6,2.0
1932,CUB,0,0,0,0,5,1,0,6,1.3333333333333333
1948,CUB,0,1,0,1,5,1,0,6,0.0
1952,CUB,0,0,0,0,5,2,0,7,0.3333333333333333
1956,CUB,0,0,0,0,5,2,0,7,0.3333333333333333
1960,CUB,0,0,0,0,5,2,0,7,0.3333333333333333
1964,CUB,0,1,0,1,5,2,0,7,0.0
1968,CUB,0,4,0,4,5,3,0,8,0.3333333333333333
1972,CUB,3,1,4,8,5,7,0,12,1.6666666666666667
1976,CUB,6,4,3,13,8,8,4,20,4.333333333333333
1980,CUB,8,7,5,20,14,12,7,33,8.333333333333334
1992,CUB,14,6,11,31,22,19,12,53,13.666666666666666
1996,CUB,9,8,8,25,36,25,23,84,21.333333333333332
2000,CUB,11,11,7,29,45,33,31,109,25.333333333333332
2004,CUB,9,7,11,27,56,44,38,138,28.333333333333332
2008,CUB,2,11,11,24,65,51,49,165,27.0
2012,CUB,5,3,6,14,67,62,60,189,26.666666666666668
2016,CUB,5,2,4,11,72,65,66,203,21.666666666666668
2020,CUB,7,3,5,15,77,67,70,214,16.333333333333332
2024,CUB,2,1,6,9,84,70,75,229,13.333333333333334
1980,CYP,0,0,0,0,0,0,0,0,0.0
1984,CYP,0,0,0,0,0,0,0,0,0.0
1988,CYP,0,0,0,0,0,0,0,0,0.0
1992,CYP,0,0,0,0,0,0,0,0,0.0
1996,CYP,0,0,0,0,0,0,0,0,0.0
2000,CYP,0,0,0,0,0,0,0,0,0.0
2004,CYP,0,0,0,0,0,0,0,0,0.0
2008,CYP,0,0,0,0,0,0,0,0,0.0
2012,CYP,0,1,0,1,0,0,0,0,0.0
2016,CYP,0,0,0,0,0,1,0,1,0.3333333333333333
2020,CYP,0,0,0,0,0,1,0,1,0.3333333333333333
2024,CYP,0,1,0,1,0,1,0,1,0.3333333333333333
1996,CZE,4,3,4,11,0,0,0,0,0.0
2000,CZE,2,3,3,8,4,3,4,11,11.0
2004,CZE,1,3,5,9,6,6,7,19,9.5
2008,CZE,3,3,0,6,7,9,12,28,9.333333333333334
2012,CZE,4,3,3,10,10,12,12,34,7.666666666666667
2016,CZE,1,2,7,10,14,15,15,44,8.333333333333334
2020,CZE,4,4,3,11,15,17,22,54,8.666666666666666
2024,CZE,3,0,2,5,19,21,25,65,10.333333333333334
1896,DEN,1,2,3,6,0,0,0,0,0.0
1900,DEN,2,3,2,7,1,2,3,6,6.0
1906,DEN,3,2,1,6,3,5,5,13,6.5
1908,DEN,0,2,3,5,6,7,6,19,6.333333333333333
1912,DEN,1,6,5,12,6,9,9,24,6.0
1920,DEN,3,9,1,13,7,15,14,36,7.666666666666667
1924,DEN,2,6,3,11,10,24,15,49,10.0
1928,DEN,3,2,4,9,12,30,18,60,12.0
1932,DEN,0,5,3,8,15,32,22,69,11.0
1936,DEN,0,2,3,5,15,37,25,77,9.333333333333334
1948,DEN,5,8,9,22,15,39,28,82,7.333333333333333
1952,DEN,2,1,3,6,20,47,37,104,11.666666666666666
1956,DEN,1,2,1,4,22,48,40,110,11.0
1960,DEN,2,3,1,6,23,50,41,114,10.666666666666666
1964,DEN,2,1,3,6,25,53,42,120,5.333333333333333
1968,DEN,1,4,3,8,27,54,45,126,5.333333333333333
1972,DEN,1,0,0,1,28,58,48,134,6.666666666666667
1976,DEN,1,0,2,3,29,58,48,135,5.0
1980,DEN,2,1,2,5,30,58,50,138,4.0
1984,DEN,0,3,3,6,32,59,52,143,3.0
1988,DEN,2,1,1,4,32,62,55,149,4.666666666666667
1992,DEN,1,1,4,6,34,63,56,153,5.0
1996,DEN,4,1,1,6,35,64,60,159,5.333333333333333
2000,DEN,2,3,1,6,39,65,61,165,5.333333333333333
2004,DEN,2,1,5,8,41,68,62,171,6.0
2008,DEN,2,2,3,7,43,69,67,179,6.666666666666667
2012,DEN,2,4,3,9,45,71,70,186,7.0
2016,DEN,2,6,7,15,47,75,73,195,8.0
2020,DEN,3,4,4,11,49,81,80,210,10.333333333333334
2024,DEN,2,2,5,9,52,85,84,221,11.666666666666666
1984,DJI,0,0,0,0,0,0,0,0,0.0
1988,DJI,0,0,1,1,0,0,0,0,0.0
1992,DJI,0,0,0,0,0,0,1,1,0.5
1996,DJI,0,0,0,0,0,0,1,1,0.3333333333333333
2000,DJI,0,0,0,0,0,0,1,1,0.3333333333333333
2008,DJI,0,0,0,0,0,0,1,1,0.0
2012,DJI,0,0,0,0,0,0,1,1,0.0
2016,DJI,0,0,0,0,0,0,1,1,0.0
2020,DJI,0,0,0,0,0,0,1,1,0.0
2024,DJI,0,0,0,0,0,0,1,1,0.0
1996,DMA,0,0,0,0,0,0,0,0,0.0
2000,DMA,0,0,0,0,0,0,0,0,0.0
2004,DMA,0,0,0,0,0,0,0,0,0.0
2008,DMA,0,0,0,0,0,0,0,0,0.0
2012,DMA,0,0,0,0,0,0,0,0,0.0
2016,DMA,0,0,0,0,0,0,0,0,0.0
2020,DMA,0,0,0,0,0,0,0,0,0.0
2024,DMA,1,0,0,1,0,0,0,0,0.0
1964,DOM,0,0,0,0,0,0,0,0,0.0
1968,DOM,0,0,0,0,0,0,0,0,0.0
1972,DOM,0,0,0,0,0,0,0,0,0.0
1976,DOM,0,0,0,0,0,0,0,0,0.0
1980,DOM,0,0,0,0,0,0,0,0,0.0
1984,DOM,0,0,1,1,0,0,0,0,0.0
1988,DOM,0,0,0,0,0,0,1,1,0.3333333333333333
1992,DOM,0,0,0,0,0,0,1,1,0.3333333333333333
1996,DOM,0,0,0,0,0,0,1,1,0.3333333333333333
2000,DOM,0,0,0,0,0,0,1,1,0.0
2004,DOM,1,0,0,1,0,0,1,1,0.0
2008,DOM,1,1,0,2,1,0,1,2,0.3333333333333333
2012,DOM,1,1,0,2,2,1,1,4,1.0
2016,DOM,0,0,1,1,3,2,1,6,1.6666666666666667
2020,DOM,0,3,2,5,3,2,2,7,1.6666666666666667
2024,DOM,1,0,2,3,3,5,4,12,2.6666666666666665
1924,ECU,0,0,0,0,0,0,0,0,0.0
1968,ECU,0,0,0,0,0,0,0,0,0.0
1972,ECU,0,0,0,0,0,0,0,0,0.0
1976,ECU,0,0,0,0,0,0,0,0,0.0
1980,ECU,0,0,0,0,0,0,0,0,0.0
1984,ECU,0,0,0,0,0,0,0,0,0.0
1988,ECU,0,0,0,0,0,0,0,0,0.0
1992,ECU,0,0,0,0,0,0,0,0,0.0
1996,ECU,1,0,0,1,0,0,0,0,0.0
2000,ECU,0,0,0,0,1,0,0,1,0.3333333333333333
2004,ECU,0,0,0,0,1,0,0,1,0.3333333333333333
2008,ECU,0,1,0,1,1,0,0,1,0.3333333333333333
2012,ECU,0,0,0,0,1,1,0,2,0.3333333333333333
2016,ECU,0,0,0,0,1,1,0,2,0.3333333333333333
2020,ECU,2,1,0,3,1,1,0,2,0.3333333333333333
2024,ECU,1,2,2,5,3,2,0,5,1.0
1906,EGY,0,0,0,0,0,0,0,0,0.0
1920,EGY,0,0,0,0,0,0,0,0,0.0
1924,EGY,0,0,0,0,0,0,0,0,0.0
1928,EGY,2,1,1,4,0,0,0,0,0.0
1936,EGY,2,1,2,5,2,1,1,4,1.3333333333333333
1948,EGY,2,2,1,5,4,2,3,9,3.0
1952,EGY,0,0,1,1,6,4,4,14,4.666666666666667
1956,EGY,0,0,0,0,6,4,5,15,3.6666666666666665
1964,EGY,0,0,0,0,6,4,5,15,2.0
1968,EGY,0,0,0,0,6,4,5,15,0.3333333333333333
1972,EGY,0,0,0,0,6,4,5,15,0.0
1976,EGY,0,0,0,0,6,4,5,15,0.0
1984,EGY,0,1,0,1,6,4,5,15,0.0
1988,EGY,0,0,0,0,6,5,5,16,0.3333333333333333
1992,EGY,0,0,0,0,6,5,5,16,0.3333333333333333
1996,EGY,0,0,0,0,6,5,5,16,0.3333333333333333
2000,EGY,0,0,0,0,6,5,5,16,0.0
2004,EGY,1,1,3,5,6,5,5,16,0.0
2008,EGY,0,0,1,1,7,6,8,21,1.6666666666666667
2012,EGY,0,2,0,2,7,6,9,22,2.0
2016,EGY,0,0,3,3,7,8,9,24,2.6666666666666665
2020,EGY,1,1,4,6,7,8,12,27,2.0
2024,EGY,1,1,1,3,8,9,16,33,3.6666666666666665
2020,EOR,0,0,0,0,0,0,0,0,0.0
2024,EOR,0,0,1,1,0,0,0,0,0.0
2000,ERI,0,0,0,0,0,0,0,0,0.0
2004,ERI,0,0,1,1,0,0,0,0,0.0
2008,ERI,0,0,0,0,0,0,1,1,0.5
2012,ERI,0,0,0,0,0,0,1,1,0.3333333333333333
2016,ERI,0,0,0,0,0,0,1,1,0.3333333333333333
2020,ERI,0,0,0,0,0,0,1,1,0.0
2024,ERI,0,0,0,0,0,0,1,1,0.0
1932,ESA,0,0,0,0,0,0,0,0,0.0
1968,ESA,0,0,0,0,0,0,0,0,0.0
1972,ESA,0,0,0,0,0,0,0,0,0.0
1984,ESA,0,0,0,0,0,0,0,0,0.0
1988,ESA,0,0,0,0,0,0,0,0,0.0
1992,ESA,0,0,0,0,0,0,0,0,0.0
1996,ESA,0,0,0,0,0,0,0,0,0.0
2000,ESA,0,0,0,0,0,0,0,0,0.0
2004,ESA,0,0,0,0,0,0,0,0,0.0
2008,ESA,0,0,0,0,0,0,0,0,0.0
2012,ESA,0,0,0,0,0,0,0,0,0.0
2016,ESA,0,0,0,0,0,0,0,0,0.0
2020,ESA,0,0,0,0,0,0,0,0,0.0
2024,ESA,0,0,0,0,0,0,0,0,0.0
1900,ESP,1,0,0,1,0,0,0,0,0.0
1920,ESP,0,2,0,2,1,0,0,1,1.0
1924,ESP,0,0,0,0,1,2,0,3,1.5
1928,ESP,1,0,0,1,1,2,0,3,1.0
1932,ESP,0,0,1,1,2,2,0,4,1.0
1948,ESP,0,1,0,1,2,2,1,5,0.6666666666666666
1952,ESP,0,1,0,1,2,3,1,6,1.0
1956,ESP,0,0,0,0,2,4,1,7,1.0
1960,ESP,0,0,1,1,2,4,1,7,0.6666666666666666
1964,ESP,0,0,0,0,2,4,2,8,0.6666666666666666
1968,ESP,0,0,0,0,2,4,2,8,0.3333333333333333
1972,ESP,0,0,1,1,2,4,2,8,0.3333333333333333
1976,ESP,0,2,0,2,2,4,3,9,0.3333333333333333
1980,ESP,1,3,2,6,2,6,3,11,1.0
1984,ESP,1,2,2,5,3,9,5,17,3.0
1988,ESP,1,1,2,4,4,11,7,22,4.333333333333333
1992,ESP,13,7,2,22,5,12,9,26,5.0
1996,ESP,5,6,6,17,18,19,11,48,10.333333333333334
2000,ESP,3,3,5,11,23,25,17,65,14.333333333333334
2004,ESP,3,11,6,20,26,28,22,76,16.666666666666668
2008,ESP,5,10,3,18,29,39,28,96,16.0
2012,ESP,3,10,4,17,34,49,31,114,16.333333333333332
2016,ESP,7,4,6,17,37,59,35,131,18.333333333333332
2020,ESP,3,8,6,17,44,63,41,148,17.333333333333332
2024,ESP,5,4,9,18,47,71,47,165,17.0
1920,EST,1,2,0,3,0,0,0,0,0.0
1924,EST,1,1,4,6,1,2,0,3,3.0
1928,EST,2,1,2,5,2,3,4,9,4.5
1932,EST,0,0,0,0,4,4,6,14,4.666666666666667
1936,EST,2,2,3,7,4,4,6,14,3.6666666666666665
1992,EST,1,0,1,2,6,6,9,21,4.0
1996,EST,0,0,0,0,7,6,10,23,3.0
2000,EST,1,0,2,3,7,6,10,23,3.0
2004,EST,0,1,2,3,8,6,12,26,1.6666666666666667
2008,EST,1,1,0,2,8,7,14,29,2.0
2012,EST,0,1,1,2,9,8,14,31,2.6666666666666665
2016,EST,0,0,1,1,9,9,15,33,2.3333333333333335
2020,EST,1,0,1,2,9,9,16,34,1.6666666666666667
2024,EST,0,0,0,0,10,9,17,36,1.6666666666666667
1956,ETH,0,0,0,0,0,0,0,0,0.0
1960,ETH,1,0,0,1,0,0,0,0,0.0
1964,ETH,1,0,0,1,1,0,0,1,0.5
1968,ETH,1,1,0,2,2,0,0,2,0.6666666666666666
1972,ETH,0,0,2,2,3,1,0,4,1.3333333333333333
1980,ETH,2,0,2,4,3,1,2,6,1.6666666666666667
1992,ETH,1,0,2,3,5,1,4,10,2.6666666666666665
1996,ETH,2,0,1,3,6,1,6,13,3.0
2000,ETH,4,1,3,8,8,1,7,16,3.3333333333333335
2004,ETH,2,3,2,7,12,2,10,24,4.666666666666667
2008,ETH,4,1,2,7,14,5,12,31,6.0
2012,ETH,3,1,3,7,18,6,14,38,7.333333333333333
2016,ETH,1,2,5,8,21,7,17,45,7.0
2020,ETH,1,1,2,4,22,9,22,53,7.333333333333333
2024,ETH,1,3,0,4,23,10,24,57,6.333333333333333
1992,EUN,45,38,29,112,0,0,0,0,0.0
1956,FIJ,0,0,0,0,0,0,0,0,0.0
1960,FIJ,0,0,0,0,0,0,0,0,0.0
1968,FIJ,0,0,0,0,0,0,0,0,0.0
1972,FIJ,0,0,0,0,0,0,0,0,0.0
1976,FIJ,0,0,0,0,0,0,0,0,0.0
1984,FIJ,0,0,0,0,0,0,0,0,0.0
1988,FIJ,0,0,0,0,0,0,0,0,0.0
1992,FIJ,0,0,0,0,0,0,0,0,0.0
1996,FIJ,0,0,0,0,0,0,0,0,0.0
2000,FIJ,0,0,0,0,0,0,0,0,0.0
2004,FIJ,0,0,0,0,0,0,0,0,0.0
2008,FIJ,0,0,0,0,0,0,0,0,0.0
2012,FIJ,0,0,0,0,0,0,0,0,0.0
2016,FIJ,1,0,0,1,0,0,0,0,0.0
2020,FIJ,1,0,1,2,1,0,0,1,0.3333333333333333
2024,FIJ,0,1,0,1,2,0,1,3,1.0
1906,FIN,2,1,1,4,0,0,0,0,0.0
1908,FIN,1,1,3,5,2,1,1,4,4.0
1912,FIN,9,8,9,26,3,2,4,9,4.5
1920,FIN,15,10,9,34,12,10,13,35,11.666666666666666
1924,FIN,14,13,10,37,27,20,22,69,21.666666666666668
1928,FIN,8,8,9,25,41,33,32,106,32.333333333333336
1932,FIN,5,8,12,25,49,41,41,131,32.0
1936,FIN,8,6,6,20,54,49,53,156,29.0
1948,FIN,8,8,6,22,62,55,59,176,23.333333333333332
1952,FIN,6,3,13,22,70,63,65,198,22.333333333333332
1956,FIN,3,1,11,15,76,66,78,220,21.333333333333332
1960,FIN,1,1,3,5,79,67,89,235,19.666666666666668
1964,FIN,3,0,2,5,80,68,92,240,14.0
1968,FIN,1,2,1,4,83,68,94,245,8.333333333333334
1972,FIN,3,1,4,8,84,70,95,249,4.666666666666667
