Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg
1992,SGP,0,0,0,0,0,1,0,1,0.0
1996,SGP,0,0,0,0,0,1,0,1,0.0
2000,SGP,0,0,0,0,0,1,0,1,0.0
2004,SGP,0,0,0,0,0,1,0,1,0.0
2008,SGP,0,1,0,1,0,1,0,1,0.0
2012,SGP,0,0,2,2,0,2,0,2,0.3333333333333333
2016,SGP,1,0,0,1,0,2,2,4,1.0
2020,SGP,0,0,0,0,1,2,2,5,1.3333333333333333
2024,SGP,0,0,1,1,1,2,2,5,1.0
1996,SKN,0,0,0,0,0,0,0,0,0.0
2000,SKN,0,0,0,0,0,0,0,0,0.0
2004,SKN,0,0,0,0,0,0,0,0,0.0
2008,SKN,0,0,0,0,0,0,0,0,0.0
2012,SKN,0,0,0,0,0,0,0,0,0.0
2016,SKN,0,0,0,0,0,0,0,0,0.0
2020,SKN,0,0,0,0,0,0,0,0,0.0
2024,SKN,0,0,0,0,0,0,0,0,0.0
1968,SLE,0,0,0,0,0,0,0,0,0.0
1980,SLE,0,0,0,0,0,0,0,0,0.0
1984,SLE,0,0,0,0,0,0,0,0,0.0
1988,SLE,0,0,0,0,0,0,0,0,0.0
1992,SLE,0,0,0,0,0,0,0,0,0.0
1996,SLE,0,0,0,0,0,0,0,0,0.0
2000,SLE,0,0,0,0,0,0,0,0,0.0
2004,SLE,0,0,0,0,0,0,0,0,0.0
2008,SLE,0,0,0,0,0,0,0,0,0.0
2012,SLE,0,0,0,0,0,0,0,0,0.0
2016,SLE,0,0,0,0,0,0,0,0,0.0
2020,SLE,0,0,0,0,0,0,0,0,0.0
2024,SLE,0,0,0,0,0,0,0,0,0.0
1992,SLO,0,0,2,2,0,0,0,0,0.0
1996,SLO,0,2,0,2,0,0,2,2,2.0
2000,SLO,2,0,0,2,0,2,2,4,2.0
2004,SLO,0,1,3,4,2,2,2,6,2.0
2008,SLO,1,2,2,5,2,3,5,10,2.6666666666666665
2012,SLO,1,1,2,4,3,5,7,15,3.6666666666666665
2016,SLO,1,2,1,4,4,6,9,19,4.333333333333333
2020,SLO,3,1,1,5,5,8,10,23,4.333333333333333
2024,SLO,2,1,0,3,8,9,11,28,4.333333333333333
1960,SMR,0,0,0,0,0,0,0,0,0.0
1968,SMR,0,0,0,0,0,0,0,0,0.0
1972,SMR,0,0,0,0,0,0,0,0,0.0
1976,SMR,0,0,0,0,0,0,0,0,0.0
1980,SMR,0,0,0,0,0,0,0,0,0.0
1984,SMR,0,0,0,0,0,0,0,0,0.0
1988,SMR,0,0,0,0,0,0,0,0,0.0
1992,SMR,0,0,0,0,0,0,0,0,0.0
1996,SMR,0,0,0,0,0,0,0,0,0.0
2000,SMR,0,0,0,0,0,0,0,0,0.0
2004,SMR,0,0,0,0,0,0,0,0,0.0
2008,SMR,0,0,0,0,0,0,0,0,0.0
2012,SMR,0,0,0,0,0,0,0,0,0.0
2016,SMR,0,0,0,0,0,0,0,0,0.0
2020,SMR,0,1,2,3,0,0,0,0,0.0
2024,SMR,0,0,0,0,0,1,2,3,1.0
1984,SOL,0,0,0,0,0,0,0,0,0.0
1988,SOL,0,0,0,0,0,0,0,0,0.0
1992,SOL,0,0,0,0,0,0,0,0,0.0
1996,SOL,0,0,0,0,0,0,0,0,0.0
2000,SOL,0,0,0,0,0,0,0,0,0.0
2004,SOL,0,0,0,0,0,0,0,0,0.0
2008,SOL,0,0,0,0,0,0,0,0,0.0
2012,SOL,0,0,0,0,0,0,0,0,0.0
2016,SOL,0,0,0,0,0,0,0,0,0.0
2020,SOL,0,0,0,0,0,0,0,0,0.0
2024,SOL,0,0,0,0,0,0,0,0,0.0
1972,SOM,0,0,0,0,0,0,0,0,0.0
1984,SOM,0,0,0,0,0,0,0,0,0.0
1988,SOM,0,0,0,0,0,0,0,0,0.0
1996,SOM,0,0,0,0,0,0,0,0,0.0
2000,SOM,0,0,0,0,0,0,0,0,0.0
2004,SOM,0,0,0,0,0,0,0,0,0.0
2008,SOM,0,0,0,0,0,0,0,0,0.0
2012,SOM,0,0,0,0,0,0,0,0,0.0
2016,SOM,0,0,0,0,0,0,0,0,0.0
2020,SOM,0,0,0,0,0,0,0,0,0.0
2024,SOM,0,0,0,0,0,0,0,0,0.0
1912,SRB,0,0,0,0,0,0,0,0,0.0
2008,SRB,0,1,2,3,0,0,0,0,0.0
2012,SRB,1,1,2,4,0,1,2,3,1.5
2016,SRB,2,4,2,8,1,2,4,7,2.3333333333333335
2020,SRB,3,1,5,9,3,6,6,15,5.0
2024,SRB,3,1,1,5,6,7,11,24,7.0
1948,SRI,0,1,0,1,0,0,0,0,0.0
1952,SRI,0,0,0,0,0,1,0,1,1.0
1956,SRI,0,0,0,0,0,1,0,1,0.5
1960,SRI,0,0,0,0,0,1,0,1,0.3333333333333333
1964,SRI,0,0,0,0,0,1,0,1,0.0
1968,SRI,0,0,0,0,0,1,0,1,0.0
1972,SRI,0,0,0,0,0,1,0,1,0.0
1980,SRI,0,0,0,0,0,1,0,1,0.0
1984,SRI,0,0,0,0,0,1,0,1,0.0
1988,SRI,0,0,0,0,0,1,0,1,0.0
1992,SRI,0,0,0,0,0,1,0,1,0.0
1996,SRI,0,0,0,0,0,1,0,1,0.0
2000,SRI,0,1,0,1,0,1,0,1,0.0
2004,SRI,0,0,0,0,0,2,0,2,0.3333333333333333
2008,SRI,0,0,0,0,0,2,0,2,0.3333333333333333
2012,SRI,0,0,0,0,0,2,0,2,0.3333333333333333
2016,SRI,0,0,0,0,0,2,0,2,0.0
2020,SRI,0,0,0,0,0,2,0,2,0.0
2024,SRI,0,0,0,0,0,2,0,2,0.0
2016,SSD,0,0,0,0,0,0,0,0,0.0
2020,SSD,0,0,0,0,0,0,0,0,0.0
2024,SSD,0,0,0,0,0,0,0,0,0.0
1996,STP,0,0,0,0,0,0,0,0,0.0
2000,STP,0,0,0,0,0,0,0,0,0.0
2004,STP,0,0,0,0,0,0,0,0,0.0
2008,STP,0,0,0,0,0,0,0,0,0.0
2012,STP,0,0,0,0,0,0,0,0,0.0
2016,STP,0,0,0,0,0,0,0,0,0.0
2020,STP,0,0,0,0,0,0,0,0,0.0
2024,STP,0,0,0,0,0,0,0,0,0.0
1960,SUD,0,0,0,0,0,0,0,0,0.0
1968,SUD,0,0,0,0,0,0,0,0,0.0
1972,SUD,0,0,0,0,0,0,0,0,0.0
1984,SUD,0,0,0,0,0,0,0,0,0.0
1988,SUD,0,0,0,0,0,0,0,0,0.0
1992,SUD,0,0,0,0,0,0,0,0,0.0
1996,SUD,0,0,0,0,0,0,0,0,0.0
2000,SUD,0,0,0,0,0,0,0,0,0.0
2004,SUD,0,0,0,0,0,0,0,0,0.0
2008,SUD,0,1,0,1,0,0,0,0,0.0
2012,SUD,0,0,0,0,0,1,0,1,0.3333333333333333
2016,SUD,0,0,0,0,0,1,0,1,0.3333333333333333
2020,SUD,0,0,0,0,0,1,0,1,0.3333333333333333
2024,SUD,0,0,0,0,0,1,0,1,0.0
1896,SUI,1,2,0,3,0,0,0,0,0.0
1900,SUI,6,2,1,9,1,2,0,3,3.0
1904,SUI,1,0,2,3,7,4,1,12,6.0
1906,SUI,4,3,1,8,8,4,3,15,5.0
1908,SUI,0,0,0,0,12,7,4,23,6.666666666666667
1912,SUI,1,0,0,1,12,7,4,23,3.6666666666666665
1920,SUI,2,2,7,11,13,7,4,24,3.0
1924,SUI,7,8,10,25,15,9,11,35,4.0
1928,SUI,7,6,4,17,22,17,21,60,12.333333333333334
1932,SUI,0,1,0,1,29,23,25,77,17.666666666666668
1936,SUI,4,9,5,18,29,24,25,78,14.333333333333334
1948,SUI,5,12,5,22,33,33,30,96,12.0
1952,SUI,2,6,6,14,38,45,35,118,13.666666666666666
1956,SUI,0,0,1,1,40,51,41,132,18.0
1960,SUI,0,3,3,6,40,51,42,133,12.333333333333334
1964,SUI,1,2,1,4,40,54,45,139,7.0
1968,SUI,0,1,4,5,41,56,46,143,3.6666666666666665
1972,SUI,0,3,0,3,41,57,50,148,5.0
1976,SUI,1,1,2,4,41,60,50,151,4.0
1980,SUI,2,0,0,2,42,61,52,155,4.0
1984,SUI,0,4,4,8,44,61,52,157,3.0
1988,SUI,0,2,2,4,44,65,56,165,4.666666666666667
1992,SUI,1,0,0,1,44,67,58,169,4.666666666666667
1996,SUI,4,3,0,7,45,67,58,170,4.333333333333333
2000,SUI,1,6,2,9,49,70,58,177,4.0
2004,SUI,1,1,3,5,50,76,60,186,5.666666666666667
2008,SUI,2,1,4,7,51,77,63,191,7.0
2012,SUI,2,2,0,4,53,78,67,198,7.0
2016,SUI,3,2,2,7,55,80,67,202,5.333333333333333
2020,SUI,3,4,6,13,58,82,69,209,6.0
2024,SUI,1,2,5,8,61,86,75,222,8.0
1968,SUR,0,0,0,0,0,0,0,0,0.0
1972,SUR,0,0,0,0,0,0,0,0,0.0
1976,SUR,0,0,0,0,0,0,0,0,0.0
1984,SUR,0,0,0,0,0,0,0,0,0.0
1988,SUR,1,0,0,1,0,0,0,0,0.0
1992,SUR,0,0,1,1,1,0,0,1,0.3333333333333333
1996,SUR,0,0,0,0,1,0,1,2,0.6666666666666666
2000,SUR,0,0,0,0,1,0,1,2,0.6666666666666666
2004,SUR,0,0,0,0,1,0,1,2,0.3333333333333333
2008,SUR,0,0,0,0,1,0,1,2,0.0
2012,SUR,0,0,0,0,1,0,1,2,0.0
2016,SUR,0,0,0,0,1,0,1,2,0.0
2020,SUR,0,0,0,0,1,0,1,2,0.0
2024,SUR,0,0,0,0,1,0,1,2,0.0
1996,SVK,1,1,1,3,0,0,0,0,0.0
2000,SVK,1,3,1,5,1,1,1,3,3.0
2004,SVK,2,2,2,6,2,4,2,8,4.0
2008,SVK,3,2,1,6,4,6,4,14,4.666666666666667
2012,SVK,0,1,3,4,7,8,5,20,5.666666666666667
2016,SVK,2,2,0,4,7,9,8,24,5.333333333333333
2020,SVK,1,2,1,4,9,11,8,28,4.666666666666667
2024,SVK,0,0,1,1,10,13,9,32,4.0
1896,SWE,0,0,0,0,0,0,0,0,0.0
1900,SWE,1,0,1,2,0,0,0,0,0.0
1906,SWE,2,5,7,14,1,0,1,2,1.0
1908,SWE,8,6,11,25,3,5,8,16,5.333333333333333
1912,SWE,24,24,17,65,11,11,19,41,13.666666666666666
1920,SWE,19,20,25,64,35,35,36,106,34.666666666666664
1924,SWE,4,13,12,29,54,55,61,170,51.333333333333336
1928,SWE,7,6,12,25,58,68,73,199,52.666666666666664
1932,SWE,10,5,9,24,65,74,85,224,39.333333333333336
1936,SWE,6,5,10,21,75,79,94,248,26.0
1948,SWE,17,11,18,46,81,84,104,269,23.333333333333332
1952,SWE,12,13,10,35,98,95,122,315,30.333333333333332
1956,SWE,8,5,6,19,110,108,132,350,34.0
1960,SWE,1,2,3,6,118,113,138,369,33.333333333333336
1964,SWE,2,2,4,8,119,115,141,375,20.0
1968,SWE,2,1,1,4,121,117,145,383,11.0
1972,SWE,4,6,6,16,123,118,146,387,6.0
1976,SWE,4,1,0,5,127,124,152,403,9.333333333333334
1980,SWE,3,3,6,12,131,125,152,408,8.333333333333334
1984,SWE,2,11,6,19,134,128,158,420,11.0
1988,SWE,0,4,7,11,136,139,164,439,12.0
1992,SWE,1,7,4,12,136,143,171,450,14.0
1996,SWE,2,4,2,8,137,150,175,462,14.0
2000,SWE,4,5,3,12,139,154,177,470,10.333333333333334
2004,SWE,4,2,1,7,143,159,180,482,10.666666666666666
2008,SWE,0,4,1,5,147,161,181,489,9.0
2012,SWE,1,4,3,8,147,165,182,494,8.0
2016,SWE,2,6,3,11,148,169,185,502,6.666666666666667
2020,SWE,3,6,0,9,150,175,188,513,8.0
2024,SWE,4,4,3,11,153,181,188,522,9.333333333333334
1972,SWZ,0,0,0,0,0,0,0,0,0.0
1984,SWZ,0,0,0,0,0,0,0,0,0.0
1988,SWZ,0,0,0,0,0,0,0,0,0.0
1992,SWZ,0,0,0,0,0,0,0,0,0.0
1996,SWZ,0,0,0,0,0,0,0,0,0.0
2000,SWZ,0,0,0,0,0,0,0,0,0.0
2004,SWZ,0,0,0,0,0,0,0,0,0.0
2008,SWZ,0,0,0,0,0,0,0,0,0.0
2012,SWZ,0,0,0,0,0,0,0,0,0.0
2016,SWZ,0,0,0,0,0,0,0,0,0.0
2020,SWZ,0,0,0,0,0,0,0,0,0.0
2024,SWZ,0,0,0,0,0,0,0,0,0.0
1948,SYR,0,0,0,0,0,0,0,0,0.0
1968,SYR,0,0,0,0,0,0,0,0,0.0
1972,SYR,0,0,0,0,0,0,0,0,0.0
1980,SYR,0,0,0,0,0,0,0,0,0.0
1984,SYR,0,1,0,1,0,0,0,0,0.0
1988,SYR,0,0,0,0,0,1,0,1,0.3333333333333333
1992,SYR,0,0,0,0,0,1,0,1,0.3333333333333333
1996,SYR,1,0,0,1,0,1,0,1,0.3333333333333333
2000,SYR,0,0,0,0,1,1,0,2,0.3333333333333333
2004,SYR,0,0,1,1,1,1,0,2,0.3333333333333333
2008,SYR,0,0,0,0,1,1,1,3,0.6666666666666666
2012,SYR,0,0,0,0,1,1,1,3,0.3333333333333333
2016,SYR,0,0,0,0,1,1,1,3,0.3333333333333333
2020,SYR,0,0,1,1,1,1,1,3,0.0
2024,SYR,0,0,0,0,1,1,2,4,0.3333333333333333
1964,TAN,0,0,0,0,0,0,0,0,0.0
1968,TAN,0,0,0,0,0,0,0,0,0.0
1972,TAN,0,0,0,0,0,0,0,0,0.0
1980,TAN,0,2,0,2,0,0,0,0,0.0
1984,TAN,0,0,0,0,0,2,0,2,0.6666666666666666
1988,TAN,0,0,0,0,0,2,0,2,0.6666666666666666
1992,TAN,0,0,0,0,0,2,0,2,0.6666666666666666
1996,TAN,0,0,0,0,0,2,0,2,0.0
2000,TAN,0,0,0,0,0,2,0,2,0.0
2004,TAN,0,0,0,0,0,2,0,2,0.0
2008,TAN,0,0,0,0,0,2,0,2,0.0
2012,TAN,0,0,0,0,0,2,0,2,0.0
2016,TAN,0,0,0,0,0,2,0,2,0.0
2020,TAN,0,0,0,0,0,2,0,2,0.0
2024,TAN,0,0,0,0,0,2,0,2,0.0
1920,TCH,0,0,2,2,0,0,0,0,0.0
1924,TCH,1,4,5,10,0,0,2,2,2.0
1928,TCH,2,5,2,9,1,4,7,12,6.0
1932,TCH,1,3,2,6,3,9,9,21,7.0
1936,TCH,3,5,1,9,4,12,11,27,8.333333333333334
1948,TCH,6,2,3,11,7,17,12,36,8.0
1952,TCH,7,3,3,13,13,19,15,47,8.666666666666666
1956,TCH,1,4,1,6,20,22,18,60,11.0
1960,TCH,3,2,3,8,21,26,19,66,10.0
1964,TCH,5,6,3,14,24,28,22,74,9.0
1968,TCH,7,2,4,13,29,34,25,88,9.333333333333334
1972,TCH,2,4,2,8,36,36,29,101,11.666666666666666
1976,TCH,2,2,4,8,38,40,31,109,11.666666666666666
1980,TCH,2,3,9,14,40,42,35,117,9.666666666666666
1988,TCH,3,3,2,8,42,45,44,131,10.0
1992,TCH,4,2,1,7,45,48,46,139,10.0
1984,TGA,0,0,0,0,0,0,0,0,0.0
1988,TGA,0,0,0,0,0,0,0,0,0.0
1992,TGA,0,0,0,0,0,0,0,0,0.0
1996,TGA,0,1,0,1,0,0,0,0,0.0
2000,TGA,0,0,0,0,0,1,0,1,0.3333333333333333
2004,TGA,0,0,0,0,0,1,0,1,0.3333333333333333
2008,TGA,0,0,0,0,0,1,0,1,0.3333333333333333
2012,TGA,0,0,0,0,0,1,0,1,0.0
2016,TGA,0,0,0,0,0,1,0,1,0.0
2020,TGA,0,0,0,0,0,1,0,1,0.0
2024,TGA,0,0,0,0,0,1,0,1,0.0
1952,THA,0,0,0,0,0,0,0,0,0.0
1956,THA,0,0,0,0,0,0,0,0,0.0
1960,THA,0,0,0,0,0,0,0,0,0.0
1964,THA,0,0,0,0,0,0,0,0,0.0
1968,THA,0,0,0,0,0,0,0,0,0.0
1972,THA,0,0,0,0,0,0,0,0,0.0
1976,THA,0,0,1,1,0,0,0,0,0.0
1984,THA,0,1,0,1,0,0,1,1,0.3333333333333333
1988,THA,0,0,1,1,0,1,1,2,0.6666666666666666
1992,THA,0,0,1,1,0,1,2,3,1.0
1996,THA,1,0,1,2,0,1,3,4,1.0
2000,THA,1,0,2,3,1,1,4,6,1.3333333333333333
2004,THA,3,1,4,8,2,1,6,9,2.0
2008,THA,2,2,0,4,5,2,10,17,4.333333333333333
2012,THA,0,2,1,3,7,4,10,21,5.0
2016,THA,2,2,2,6,7,6,11,24,5.0
2020,THA,1,0,1,2,9,8,13,30,4.333333333333333
2024,THA,1,3,2,6,10,8,14,32,3.6666666666666665
1996,TJK,0,0,0,0,0,0,0,0,0.0
2000,TJK,0,0,0,0,0,0,0,0,0.0
2004,TJK,0,0,0,0,0,0,0,0,0.0
2008,TJK,0,1,1,2,0,0,0,0,0.0
2012,TJK,0,0,1,1,0,1,1,2,0.6666666666666666
2016,TJK,1,0,0,1,0,1,2,3,1.0
2020,TJK,0,0,0,0,1,1,2,4,1.3333333333333333
2024,TJK,0,0,3,3,1,1,2,4,0.6666666666666666
1996,TKM,0,0,0,0,0,0,0,0,0.0
2000,TKM,0,0,0,0,0,0,0,0,0.0
2004,TKM,0,0,0,0,0,0,0,0,0.0
2008,TKM,0,0,0,0,0,0,0,0,0.0
2012,TKM,0,0,0,0,0,0,0,0,0.0
2016,TKM,0,0,0,0,0,0,0,0,0.0
2020,TKM,0,1,0,1,0,0,0,0,0.0
2024,TKM,0,0,0,0,0,1,0,1,0.3333333333333333
2004,TLS,0,0,0,0,0,0,0,0,0.0
2008,TLS,0,0,0,0,0,0,0,0,0.0
2012,TLS,0,0,0,0,0,0,0,0,0.0
2016,TLS,0,0,0,0,0,0,0,0,0.0
2020,TLS,0,0,0,0,0,0,0,0,0.0
2024,TLS,0,0,0,0,0,0,0,0,0.0
1972,TOG,0,0,0,0,0,0,0,0,0.0
1984,TOG,0,0,0,0,0,0,0,0,0.0
1988,TOG,0,0,0,0,0,0,0,0,0.0
1992,TOG,0,0,0,0,0,0,0,0,0.0
1996,TOG,0,0,0,0,0,0,0,0,0.0
2000,TOG,0,0,0,0,0,0,0,0,0.0
2004,TOG,0,0,0,0,0,0,0,0,0.0
2008,TOG,0,0,1,1,0,0,0,0,0.0
2012,TOG,0,0,0,0,0,0,1,1,0.3333333333333333
2016,TOG,0,0,0,0,0,0,1,1,0.3333333333333333
2020,TOG,0,0,0,0,0,0,1,1,0.3333333333333333
2024,TOG,0,0,0,0,0,0,1,1,0.0
1956,TPE,0,0,0,0,0,0,0,0,0.0
1960,TPE,0,1,0,1,0,0,0,0,0.0
1964,TPE,0,0,0,0,0,1,0,1,0.5
1968,TPE,0,0,1,1,0,1,0,1,0.3333333333333333
1972,TPE,0,0,0,0,0,1,1,2,0.6666666666666666
1984,TPE,0,0,1,1,0,1,1,2,0.3333333333333333
1988,TPE,0,0,0,0,0,1,2,3,0.6666666666666666
1992,TPE,0,1,0,1,0,1,2,3,0.3333333333333333
1996,TPE,0,1,0,1,0,2,2,4,0.6666666666666666
2000,TPE,0,1,4,5,0,3,2,5,0.6666666666666666
2004,TPE,2,2,1,5,0,4,6,10,2.3333333333333335
2008,TPE,0,0,4,4,2,6,7,15,3.6666666666666665
2012,TPE,0,1,1,2,2,6,11,19,4.666666666666667
2016,TPE,1,0,2,3,2,7,12,21,3.6666666666666665
2020,TPE,2,4,6,12,3,7,14,24,3.0
2024,TPE,2,0,4,6,5,11,20,36,5.666666666666667
1948,TTO,0,1,0,1,0,0,0,0,0.0
1952,TTO,0,0,2,2,0,1,0,1,1.0
1956,TTO,0,0,0,0,0,1,2,3,1.5
1964,TTO,0,1,2,3,0,1,2,3,1.0
1968,TTO,0,0,0,0,0,2,4,6,1.6666666666666667
1972,TTO,0,0,0,0,0,2,4,6,1.0
1976,TTO,1,0,0,1,0,2,4,6,1.0
1980,TTO,0,0,0,0,1,2,4,7,0.3333333333333333
1984,TTO,0,0,0,0,1,2,4,7,0.3333333333333333
1988,TTO,0,0,0,0,1,2,4,7,0.3333333333333333
1992,TTO,0,0,0,0,1,2,4,7,0.0
1996,TTO,0,0,2,2,1,2,4,7,0.0
2000,TTO,0,1,1,2,1,2,6,9,0.6666666666666666
2004,TTO,0,0,1,1,1,3,7,11,1.3333333333333333
2008,TTO,1,1,0,2,1,3,8,12,1.6666666666666667
2012,TTO,1,1,2,4,2,4,8,14,1.6666666666666667
2016,TTO,0,0,1,1,3,5,10,18,2.3333333333333335
2020,TTO,0,0,0,0,3,5,11,19,2.3333333333333335
2024,TTO,0,0,0,0,3,5,11,19,1.6666666666666667
1960,TUN,0,0,0,0,0,0,0,0,0.0
1964,TUN,0,1,1,2,0,0,0,0,0.0
1968,TUN,1,0,1,2,0,1,1,2,1.0
1972,TUN,0,1,0,1,1,1,2,4,1.3333333333333333
1976,TUN,0,0,0,0,1,2,2,5,1.6666666666666667
1984,TUN,0,0,0,0,1,2,2,5,1.0
1988,TUN,0,0,0,0,1,2,2,5,0.3333333333333333
1992,TUN,0,0,0,0,1,2,2,5,0.0
1996,TUN,0,0,1,1,1,2,2,5,0.0
2000,TUN,0,0,0,0,1,2,3,6,0.3333333333333333
2004,TUN,0,0,0,0,1,2,3,6,0.3333333333333333
2008,TUN,1,0,0,1,1,2,3,6,0.3333333333333333
2012,TUN,1,1,1,3,2,2,3,7,0.3333333333333333
2016,TUN,0,0,3,3,3,3,4,10,1.3333333333333333
2020,TUN,1,1,0,2,3,3,7,13,2.3333333333333335
2024,TUN,1,1,1,3,4,4,7,15,2.6666666666666665
1906,TUR,0,0,0,0,0,0,0,0,0.0
1912,TUR,0,0,0,0,0,0,0,0,0.0
1924,TUR,0,0,0,0,0,0,0,0,0.0
1928,TUR,0,0,0,0,0,0,0,0,0.0
1932,TUR,0,0,0,0,0,0,0,0,0.0
1936,TUR,1,0,1,2,0,0,0,0,0.0
1948,TUR,6,4,2,12,1,0,1,2,0.6666666666666666
1952,TUR,2,0,1,3,7,4,3,14,4.666666666666667
1956,TUR,3,2,2,7,9,4,4,17,5.666666666666667
1960,TUR,7,2,0,9,12,6,6,24,7.333333333333333
1964,TUR,2,3,1,6,19,8,6,33,6.333333333333333
1968,TUR,2,0,0,2,21,11,7,39,7.333333333333333
1972,TUR,0,1,0,1,23,11,7,41,5.666666666666667
1976,TUR,0,0,0,0,23,12,7,42,3.0
1984,TUR,0,0,3,3,23,12,7,42,1.0
1988,TUR,1,1,0,2,23,12,10,45,1.3333333333333333
1992,TUR,2,2,2,6,24,13,10,47,1.6666666666666667
1996,TUR,4,1,1,6,26,15,12,53,3.6666666666666665
2000,TUR,3,0,2,5,30,16,13,59,4.666666666666667
2004,TUR,3,3,5,11,33,16,15,64,5.666666666666667
2008,TUR,1,3,3,7,36,19,20,75,7.333333333333333
2012,TUR,2,2,1,5,37,22,23,82,7.666666666666667
2016,TUR,1,3,4,8,39,24,24,87,7.666666666666667
2020,TUR,2,2,9,13,40,27,28,95,6.666666666666667
2024,TUR,0,3,5,8,42,29,37,108,8.666666666666666
2008,TUV,0,0,0,0,0,0,0,0,0.0
2012,TUV,0,0,0,0,0,0,0,0,0.0
2016,TUV,0,0,0,0,0,0,0,0,0.0
2020,TUV,0,0,0,0,0,0,0,0,0.0
2024,TUV,0,0,0,0,0,0,0,0,0.0
1984,UAE,0,0,0,0,0,0,0,0,0.0
1988,UAE,0,0,0,0,0,0,0,0,0.0
1992,UAE,0,0,0,0,0,0,0,0,0.0
1996,UAE,0,0,0,0,0,0,0,0,0.0
2000,UAE,0,0,0,0,0,0,0,0,0.0
2004,UAE,1,0,0,1,0,0,0,0,0.0
2008,UAE,0,0,0,0,1,0,0,1,0.3333333333333333
2012,UAE,0,0,0,0,1,0,0,1,0.3333333333333333
2016,UAE,0,0,1,1,1,0,0,1,0.3333333333333333
2020,UAE,0,0,0,0,1,0,1,2,0.3333333333333333
2024,UAE,0,0,0,0,1,0,1,2,0.3333333333333333
1960,UAR,0,1,1,2,0,0,0,0,0.0
1956,UGA,0,0,0,0,0,0,0,0,0.0
1960,UGA,0,0,0,0,0,0,0,0,0.0
1964,UGA,0,0,0,0,0,0,0,0,0.0
1968,UGA,0,1,1,2,0,0,0,0,0.0
1972,UGA,1,1,0,2,0,1,1,2,0.6666666666666666
1980,UGA,0,1,0,1,1,2,1,4,1.3333333333333333
1984,UGA,0,0,0,0,1,3,1,5,1.6666666666666667
1988,UGA,0,0,0,0,1,3,1,5,1.0
1992,UGA,0,0,0,0,1,3,1,5,0.3333333333333333
1996,UGA,0,0,1,1,1,3,1,5,0.0
2000,UGA,0,0,0,0,1,3,2,6,0.3333333333333333
2004,UGA,0,0,0,0,1,3,2,6,0.3333333333333333
2008,UGA,0,0,0,0,1,3,2,6,0.3333333333333333
2012,UGA,1,0,0,1,1,3,2,6,0.0
2016,UGA,0,0,0,0,2,3,2,7,0.3333333333333333
2020,UGA,2,1,1,4,2,3,2,7,0.3333333333333333
2024,UGA,1,1,0,2,4,4,3,11,1.6666666666666667
1996,UKR,9,2,12,23,0,0,0,0,0.0
2000,UKR,3,10,10,23,9,2,12,23,23.0
2004,UKR,8,5,9,22,12,12,22,46,23.0
2008,UKR,7,5,15,27,20,17,31,68,22.666666666666668
2012,UKR,6,5,9,20,27,22,46,95,24.0
2016,UKR,2,5,4,11,33,27,55,115,23.0
2020,UKR,1,6,12,19,35,32,59,126,19.333333333333332
2024,UKR,3,5,4,12,36,38,71,145,16.666666666666668
1912,UNK,0,0,0,0,0,0,0,0,0.0
1952,URS,22,29,19,70,0,0,0,0,0.0
1956,URS,37,29,32,98,22,29,19,70,70.0
1960,URS,43,29,31,103,59,58,51,168,84.0
1964,URS,30,30,33,93,102,87,82,271,90.33333333333333
1968,URS,29,32,30,91,132,117,115,364,98.0
1972,URS,50,27,22,99,161,149,145,455,95.66666666666667
1976,URS,49,41,35,125,211,176,167,554,94.33333333333333
1980,URS,80,69,46,195,260,217,202,679,105.0
1988,URS,54,31,46,131,340,286,248,874,139.66666666666666
1924,URU,1,0,0,1,0,0,0,0,0.0
1928,URU,1,0,0,1,1,0,0,1,1.0
1932,URU,0,0,1,1,2,0,0,2,1.0
1936,URU,0,0,0,0,2,0,1,3,1.0
1948,URU,0,1,1,2,2,0,1,3,0.6666666666666666
1952,URU,0,0,2,2,2,1,2,5,1.0
1956,URU,0,0,1,1,2,1,4,7,1.3333333333333333
1960,URU,0,0,0,0,2,1,5,8,1.6666666666666667
1964,URU,0,0,1,1,2,1,5,8,1.0
1968,URU,0,0,0,0,2,1,6,9,0.6666666666666666
1972,URU,0,0,0,0,2,1,6,9,0.3333333333333333
1976,URU,0,0,0,0,2,1,6,9,0.3333333333333333
1984,URU,0,0,0,0,2,1,6,9,0.0
1988,URU,0,0,0,0,2,1,6,9,0.0
1992,URU,0,0,0,0,2,1,6,9,0.0
1996,URU,0,0,0,0,2,1,6,9,0.0
2000,URU,0,1,0,1,2,1,6,9,0.0
2004,URU,0,0,0,0,2,2,6,10,0.3333333333333333
2008,URU,0,0,0,0,2,2,6,10,0.3333333333333333
2012,URU,0,0,0,0,2,2,6,10,0.3333333333333333
2016,URU,0,0,0,0,2,2,6,10,0.0
2020,URU,0,0,0,0,2,2,6,10,0.0
2024,URU,0,0,0,0,2,2,6,10,0.0
1896,USA,11,6,2,19,0,0,0,0,0.0
1900,USA,21,16,17,54,11,6,2,19,19.0
1904,USA,76,79,75,230,32,22,19,73,36.5
1906,USA,12,5,6,23,108,101,94,303,101.0
1908,USA,22,12,12,46,120,106,100,326,102.33333333333333
1912,USA,26,18,19,63,142,118,112,372,99.66666666666667
1920,USA,41,27,27,95,168,136,131,435,44.0
