Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg,WB_Code,Population,GDP,GDP_per_capita,HDI,Climate_Zone,Climate_Description,Avg_Temp_C,Winter_Sports_Index,Education_Spending_pct_GDP,Medals_per_million_pop,Medals_per_billion_GDP,Medals_per_10K_GDPpc,Medals_per_HDI,Gold_per_million_pop,Gold_per_billion_GDP,Gold_per_10K_GDPpc,Gold_per_HDI,Land_Area_SqKm,Surface_Area_SqKm,Internet_Users_Pct,Vehicles_Per_1000,Healthcare_Spending_Pct_GDP,Healthcare_Spending_Per_Capita_USD,Life_Expectancy_Years,Labor_Force_Total,Coastline_Length_Km,Average_Elevation_Meters,Avg_Temperature_C,Avg_Snowfall_Cm_Per_Year,Sunshine_Days_Per_Year,Number_of_Universities,Number_of_Ski_Resorts,Professional_Sports_Stadiums,Avg_Work_Hours_Per_Year,Global_Peace_Index_Score,Military_Expenditure_Pct_GDP,Active_Military_Personnel_Thousands,Healthcare_Spending_USD,Military_Expenditure_USD,Education_Spending_USD,Medals_Per_Million,Medals_Per_Billion_GDP,Medals_Per_GDP_Per_Capita,Medals_Per_HDI,Medals_Per_1000_SqKm,Medals_Per_1000_Km_Coastline,Medals_Per_100m_Elevation,Medals_Per_Degree_Temp,Medals_Per_100_Sunshine_Days,Medals_Per_100_Cm_Snowfall,Medals_Per_Million_Internet_Users,Medals_Per_1000_Vehicles,Medals_Per_University,Medals_Per_Stadium,Medals_Per_Ski_Resort,Medals_Per_Pct_Healthcare_Spending,Medals_Per_Year_Life_Expectancy,Medals_Per_100_Work_Hours,Medals_Per_Peace_Index_Point,Medals_Per_Pct_Military_Spending,Medals_Per_1000_Military_Personnel,Medals_Per_Pct_Education_Spending,Total_Athletes,Individual_Medalists,Total_Medals_Awarded
2000,INA,1,3,2,6,3,4,3,10,3.333333333333333,IDN,216077790.0,165021012077.81,763.711124950924,0.595,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0277677775212343,0.0363590061923199,78.56373704632833,10.084033613445378,0.0046279629202057,0.0060598343653866,13.093956174388056,1.680672268907563,1877519.0,1910930.0,0.925564,,,15.39148712,66.292,101308307.0,54716.0,,,,,4621.0,,,,,0.684,492.0,3325758521.703065,1128743722.6122203,,0.0277677775212343,0.0363590061923199,78.56373704632833,10.084033613445378,0.0031957066746062,0.109657138679728,,,,,3.00009264850776,,0.0012984202553559,,,,0.0905086586616786,,,8.771929824561402,12.195121951219512,,47,8,8
2004,INA,1,1,2,4,4,7,5,16,5.0,IDN,227926649.0,256836875295.452,1126.84004447173,0.619,4.0,Mediterranean/Subtropical,18.0,2.0,2.7484700679779,0.0175495055867732,0.0155740876203956,35.49749602549159,6.462035541195477,0.0043873763966933,0.0038935219050989,8.874374006372898,1.6155088852988693,1877519.0,1910930.0,2.60029,,,25.98270035,65.521,105759801.0,54716.0,,,,,4621.0,,,,,0.946,582.0,5922149822.746627,2429676840.294976,7059084641.025223,0.0175495055867732,0.0155740876203956,35.49749602549159,6.462035541195477,0.0021304711164041,0.0731047591198187,,,,,0.6749057061625134,,0.0008656135035706,,,,0.0610491292867935,,,4.228329809725159,6.872852233676976,1.4553551252398662,38,5,5
2008,INA,1,1,3,5,5,8,7,20,4.666666666666667,IDN,240157903.0,510228634992.258,2124.55483920618,0.646,4.0,Mediterranean/Subtropical,18.0,2.0,2.90190005302429,0.0208196354879064,0.0097995284017641,23.534341913566248,7.739938080495356,0.0041639270975812,0.0019599056803528,4.706868382713249,1.547987616099071,1877519.0,1910930.0,7.91748,,,59.24273682,68.085,114200383.0,54716.0,,,,,4621.0,,,,,0.579,582.0,14227611442.672089,2954223796.6051736,14806325029.385448,0.0208196354879064,0.0097995284017641,23.534341913566248,7.739938080495356,0.0026630888955051,0.0913809488997733,,,,,0.2629578538614113,,0.0010820168794633,,,,0.073437614746273,,,8.635578583765113,8.591065292096221,1.7230090315443911,24,7,7
2012,INA,0,1,1,2,6,9,10,25,5.0,IDN,252698525.0,917869913332.649,3632.27254030331,0.678,4.0,Mediterranean/Subtropical,18.0,2.0,3.40748000144958,0.0079145693470114,0.0021789580102242,5.506194752205988,2.949852507374631,0.0,0.0,0.0,0.0,1877519.0,1910930.0,14.52,,,105.85425568,68.862,123448397.0,54716.0,,,,,4621.0,,,,,0.712,676.5,26749214275.308872,6535233782.928461,31276233736.13261,0.0079145693470114,0.0021789580102242,5.506194752205988,2.949852507374631,0.001065235558202,0.0365523795599093,,,,,0.0545080533540731,,0.0004328067517853,,,,0.0290435944352473,,,2.808988764044944,2.9563932002956395,0.5869440170299394,22,2,2
2016,INA,1,2,0,3,6,10,11,27,3.6666666666666665,IDN,264627418.0,931877364037.698,3521.46943457574,0.699,4.0,Mediterranean/Subtropical,18.0,2.0,1.21023452496964,0.0113366937661765,0.0032193077284347,8.519170919231433,4.291845493562232,0.0037788979220588,0.0010731025761449,2.839723639743811,1.430615164520744,1877519.0,1913580.0,25.4474,,,106.40021515,69.733,128501300.0,54716.0,,,,,4621.0,,,,,0.792,675.5,28156414209.788982,7380468723.178568,11277901589.961235,0.0113366937661765,0.0032193077284347,8.519170919231433,4.291845493562232,0.0015978533373031,0.054828569339864,,,,,0.0445495169100834,,0.0006492101276779,,,,0.0430212381512339,,,3.787878787878788,4.441154700222057,2.478858384969028,28,4,4
2020,INA,1,1,3,5,7,12,11,30,3.333333333333333,IDN,274814866.0,1059054842698.48,3853.70288774146,0.709,4.0,Mediterranean/Subtropical,18.0,2.0,1.01593221347809,0.0181940666921563,0.0047211908188436,12.97453422240953,7.052186177715092,0.0036388133384312,0.0009442381637687,2.5949068444819057,1.4104372355430184,1877519.0,1916906.77,53.7265,,,131.8225708,68.817,137375390.0,54716.0,,,,,4621.0,,,,,0.886,676.0,36226802130.17751,9383225906.308533,10759279305.373571,0.0181940666921563,0.0047211908188436,12.97453422240953,7.052186177715092,0.0026630888955051,0.0913809488997733,,,,,0.0338642321613287,,0.0010820168794633,,,,0.0726564656988825,,,5.64334085778781,7.396449704142012,4.921588206049963,35,6,6
2024,INA,2,0,1,3,8,13,14,35,3.333333333333333,IDN,283487931.0,1396300098190.97,4925.43048751861,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.010582461092497,0.0021485352639355,6.090838166536331,,0.0070549740616647,0.0014323568426237,4.060558777690887,,,,72.7808,,,,,145198137.0,54716.0,,,,,4621.0,,,,,,,,,,0.010582461092497,0.0021485352639355,6.090838166536331,,,0.054828569339864,,,,,0.0145401824279165,,0.0006492101276779,,,,,,,,,,29,3,3
1960,IND,0,1,0,1,6,2,1,9,1.3333333333333333,IND,435990338.0,37029883876.1839,84.9328084793106,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0022936288097283,0.0270052156615905,117.7401310405975,,0.0,0.0,0.0,,,,,,,,45.61,,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,,,,,,0.0022936288097283,0.0270052156615905,117.7401310405975,,,0.1428571428571428,0.625,0.04,0.3846153846153846,,,,0.001,0.0285714285714285,,,0.0219250164437623,,0.4312203536006899,,,,45,13,13
1964,IND,1,0,0,1,6,3,1,10,1.3333333333333333,IND,479229598.0,56480289940.9899,117.856430772855,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.002086682467388,0.0177052915458612,84.84899749995844,,0.002086682467388,0.0177052915458612,84.84899749995844,,2973190.0,3287260.0,,,,,46.742,,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,,,,,,0.002086682467388,0.0177052915458612,84.84899749995844,,0.0003363390836105,0.1428571428571428,0.625,0.04,0.3846153846153846,,,,0.001,0.0285714285714285,,,0.0213940353429463,,0.4312203536006899,,,,53,15,15
1968,IND,0,0,1,1,7,3,1,11,1.0,IND,522716889.0,53085455870.6667,101.556802521195,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0019130814807095,0.0188375513330114,98.46706229169622,,0.0,0.0,0.0,,2973190.0,3287260.0,,,,,47.925,,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,,,,,,0.0019130814807095,0.0188375513330114,98.46706229169622,,0.0003363390836105,0.1428571428571428,0.625,0.04,0.3846153846153846,,,,0.001,0.0285714285714285,,,0.0208659363588941,,0.4312203536006899,,,,25,16,16
1972,IND,0,0,1,1,7,3,2,12,1.0,IND,570482142.0,71464700666.9869,125.270705961882,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0017529032486349,0.0139929222492629,79.82712257599036,,0.0,0.0,0.0,,2973190.0,3287260.0,,,,,49.213,,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,,,,,,0.0017529032486349,0.0139929222492629,79.82712257599036,,0.0003363390836105,0.1428571428571428,0.625,0.04,0.3846153846153846,,,,0.001,0.0285714285714285,,,0.020319834190153,,0.4312203536006899,,,,41,14,14
1976,IND,0,0,0,0,7,3,3,13,1.0,IND,625861883.0,102716451979.68,164.119999587322,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,2973190.0,3287260.0,,,,,51.302,,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,,,,26,0,0
1980,IND,1,0,0,1,7,3,3,13,0.6666666666666666,IND,687354025.0,186328579302.068,271.080945953678,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0014548543598038,0.0053668632248778,36.88935039244252,,0.0014548543598038,0.0053668632248778,36.88935039244252,,2973190.0,3287260.0,,,,,53.593,,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,,,,,,0.0014548543598038,0.0053668632248778,36.88935039244252,,0.0003363390836105,0.1428571428571428,0.625,0.04,0.3846153846153846,,,,0.001,0.0285714285714285,,,0.0186591532476256,,0.4312203536006899,,,,72,16,16
1984,IND,0,0,0,0,8,3,3,14,0.6666666666666666,IND,754875449.0,212157645177.652,281.049867840717,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,2973190.0,3287260.0,,,,,55.813,,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,,,,48,0,0
1988,IND,0,0,0,0,8,3,3,14,0.3333333333333333,IND,827342990.0,296589670895.932,358.484539641693,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,2973190.0,3287260.0,,,,,57.744,,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,,,,46,0,0
1992,IND,0,0,0,0,8,3,3,14,0.3333333333333333,IND,902957070.0,288208070278.013,319.182472626315,0.442,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2973190.0,3287260.0,0.000111,,,,59.445,324021661.0,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,,0.0,,,,52,0,0
1996,IND,0,0,1,1,8,3,3,14,0.0,IND,979678458.0,392896866204.516,401.046754673579,0.466,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0010207430732339,0.0025451971904491,24.934748588451303,2.145922746781116,0.0,0.0,0.0,0.0,2973190.0,3287260.0,0.0463,,,,61.027,362330724.0,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,,,,,,0.0010207430732339,0.0025451971904491,24.934748588451303,2.145922746781116,0.0003363390836105,0.1428571428571428,0.625,0.04,0.3846153846153846,,2.2046286678918627,,0.001,0.0285714285714285,,,0.0163861897193045,,0.4312203536006899,,,,49,1,1
2000,IND,0,0,1,1,8,3,4,15,0.3333333333333333,IND,1057922733.0,468395521654.458,442.750218937263,0.491,4.0,Mediterranean/Subtropical,18.0,2.0,4.32479000091553,0.0009452486167531,0.0021349478245817,22.58609837393888,2.0366598778004072,0.0,0.0,0.0,0.0,2973190.0,3287260.0,0.527532,,4.10568476,18.47883415,62.749,409617771.0,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,2.949,2372.0,19549178726.62173,13812983933.589966,20257122685.24813,0.0009452486167531,0.0021349478245817,22.58609837393888,2.0366598778004072,0.0003363390836105,0.1428571428571428,0.625,0.04,0.3846153846153846,,0.1791831806891688,,0.001,0.0285714285714285,,0.2435647299915934,0.0159365089483497,,0.4312203536006899,0.339097999321804,0.4215851602023608,0.2312250998981006,65,1,1
2004,IND,0,1,0,1,8,3,5,16,0.6666666666666666,IND,1135991513.0,709152728830.775,624.258826510066,0.525,4.0,Mediterranean/Subtropical,18.0,2.0,3.35254001617432,0.000880288266731,0.001410133472445,16.018996568947596,1.9047619047619049,0.0,0.0,0.0,0.0,2973190.0,3287260.0,1.97614,,4.02679491,24.9240799,64.484,445825854.0,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,2.829,2617.0,28313543235.733887,20061930698.622627,23774629009.84389,0.000880288266731,0.001410133472445,16.018996568947596,1.9047619047619049,0.0003363390836105,0.1428571428571428,0.625,0.04,0.3846153846153846,,0.0445458452706332,,0.001,0.0285714285714285,,0.2483364617146593,0.0155077228459772,,0.4312203536006899,0.3534817956875221,0.3821169277799006,0.2982813016922998,73,1,1
2008,IND,1,0,2,3,8,4,5,17,1.0,IND,1207930964.0,1198895139005.92,992.519584923828,0.56,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0024835856430616,0.0025023039149925,30.22610380257875,5.357142857142857,0.0008278618810205,0.0008341013049975,10.075367934192917,1.7857142857142856,2973190.0,3287260.0,4.38,,3.58856082,37.65440369,66.247,462536166.0,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,2.631,2582.0,45483920148.10686,31542931107.24575,,0.0024835856430616,0.0025023039149925,30.22610380257875,5.357142857142857,0.0010090172508315,0.4285714285714285,1.875,0.12,1.153846153846154,,0.056702868563051,,0.003,0.0857142857142857,,0.8359897325078637,0.0452850695125817,,1.29366106080207,1.1402508551881414,1.161890007745933,,53,3,3
2012,IND,0,2,4,6,9,4,7,20,1.6666666666666667,IND,1278674502.0,1827637590410.41,1429.32199520032,0.598,4.0,Mediterranean/Subtropical,18.0,2.0,3.8675000667572,0.0046923591505228,0.0032829265667777,41.97794492877091,10.033444816053512,0.0,0.0,0.0,0.0,2973190.0,3287260.0,11.1,,3.32935286,48.45263672,68.076,476101422.0,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,2.618,2728.7,61955151128.53291,47847552116.94453,70683885029.20229,0.0046923591505228,0.0032829265667777,41.97794492877091,10.033444816053512,0.0020180345016631,0.8571428571428571,3.75,0.24,2.307692307692308,,0.0422735058605665,,0.006,0.1714285714285714,,1.802152025423944,0.0881367882954345,,2.58732212160414,2.291825821237586,2.198849268882618,1.5513897599052524,81,6,6
2016,IND,0,1,1,2,9,6,11,26,3.333333333333333,IND,1343944296.0,2294796885663.16,1707.50892912243,0.639,4.0,Mediterranean/Subtropical,18.0,2.0,4.25407981872559,0.0014881569168845,0.0008715368285947,11.71296949543857,3.129890453834116,0.0,0.0,0.0,0.0,2973190.0,3287260.0,16.5,,3.50430417,59.72652817,69.709,508681288.0,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,2.543,2981.0,80269126853.95482,58356684802.41417,97622491193.73984,0.0014881569168845,0.0008715368285947,11.71296949543857,3.129890453834116,0.000672678167221,0.2857142857142857,1.25,0.08,0.7692307692307693,,0.0090191328296036,,0.002,0.0571428571428571,,0.5707267129154487,0.0286906999096242,,0.8624407072013799,0.7864726700747149,0.6709158000670916,0.4701369238998311,112,2,2
2020,IND,1,2,4,7,9,7,12,28,3.6666666666666665,IND,1402617695.0,2674851578587.27,1907.04251637669,0.642,4.0,Mediterranean/Subtropical,18.0,2.0,4.29335021972656,0.0049906685370884,0.0026169676314141,36.70605107063759,10.903426791277258,0.0007129526481554,0.0003738525187734,5.243721581519655,1.557632398753894,2973190.0,3287260.0,43.4054,,3.34146094,63.83099747,70.156,532528354.0,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,2.804,3068.0,89530486540.92223,75002838263.58705,114840746126.63593,0.0049906685370884,0.0026169676314141,36.70605107063759,10.903426791277258,0.0023543735852737,1.0,4.375,0.28,2.6923076923076925,,0.0114978056580251,,0.007,0.2,,2.0948920623923257,0.0997776384058384,,3.0185424752048298,2.496433666191156,2.2816166883963493,1.6304283698630635,151,24,24
2024,IND,0,1,5,6,10,9,16,35,5.0,IND,1450935791.0,3909891533858.08,2694.73780859961,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0041352622474525,0.0015345694242519,22.265617014213543,,0.0,0.0,0.0,,,,,,,,,608500805.0,7000.0,160.0,25.0,,260.0,1000.0,,35.0,,2.319,,,,,,0.0041352622474525,0.0015345694242519,22.265617014213543,,,0.8571428571428571,3.75,0.24,2.307692307692308,,,,0.006,0.1714285714285714,,,,,2.58732212160414,,,,112,21,22
1960,IRI,0,1,3,4,2,5,6,13,4.333333333333333,IRN,21470434.0,4199134389.9037,195.57752721271,,3.0,Temperate,12.0,4.0,,0.1863027081800023,0.9525772763114004,204.5224754094371,,0.0,0.0,0.0,,,,,,,,43.297,,2440.0,1305.0,,,,500.0,,,,2.571,,,,,,0.1863027081800023,0.9525772763114004,204.5224754094371,,,1.639344262295082,0.3065134099616858,,,,,,0.008,,,,0.0923851537057994,,1.555814858031894,,,,23,4,4
1964,IRI,0,0,2,2,2,6,9,17,5.333333333333333,IRN,24262859.0,5379845647.70139,221.731727810865,,3.0,Temperate,12.0,4.0,,0.0824305165355822,0.3717578776362341,90.19908967227192,,0.0,0.0,0.0,,1628760.0,1745150.0,,,,,45.735,,2440.0,1305.0,,,,500.0,,,,2.571,,,,,,0.0824305165355822,0.3717578776362341,90.19908967227192,,0.0012279279943024,0.819672131147541,0.1532567049808429,,,,,,0.004,,,,0.0437301847600306,,0.777907429015947,,,,62,2,2
1968,IRI,2,1,2,5,2,6,11,19,3.6666666666666665,IRN,27437391.0,8623172959.89803,314.285456656503,,3.0,Temperate,12.0,4.0,,0.1822330701924246,0.5798329713728861,159.0910395024969,,0.0728932280769698,0.2319331885491544,63.63641580099876,,1628760.0,1745150.0,,,,,47.946,,2440.0,1305.0,,,,500.0,,,,2.571,,,,,,0.1822330701924246,0.5798329713728861,159.0910395024969,,0.003069819985756,2.0491803278688527,0.3831417624521072,,,,,,0.01,,,,0.1042839861510866,,1.944768572539868,,,,14,5,5
1972,IRI,0,2,1,3,4,7,13,24,3.6666666666666665,IRN,30921179.0,17153463263.1086,554.748034126016,,3.0,Temperate,12.0,4.0,2.76672005653381,0.0970208800899862,0.1748917961337873,54.0786053388433,,0.0,0.0,0.0,,1628760.0,1745150.0,,,,,51.729,,2440.0,1305.0,,,,500.0,,,,2.571,,,,,474588308.49058455,0.0970208800899862,0.1748917961337873,54.0786053388433,,0.0018418919914536,1.2295081967213115,0.2298850574712643,,,,,,0.006,,,,0.0579945485124398,,1.166861143523921,,,1.0843164247554726,48,3,3
1976,IRI,0,1,1,2,4,9,14,27,3.333333333333333,IRN,34837271.0,68055295080.7538,1953.51969678549,,3.0,Temperate,12.0,4.0,,0.0574097781654596,0.0293878675807197,10.237931070216458,,0.0,0.0,0.0,,1628760.0,1745150.0,,,,,55.771,,2440.0,1305.0,,,,500.0,,,,2.571,,,,,,0.0574097781654596,0.0293878675807197,10.237931070216458,,0.0012279279943024,0.819672131147541,0.1532567049808429,,,,,,0.004,,,,0.035860931308386,,0.777907429015947,,,,84,2,2
1988,IRI,0,1,0,1,4,10,15,29,3.333333333333333,IRN,55072694.0,123057861333.908,2234.46235141335,,3.0,Temperate,12.0,4.0,3.68129992485046,0.0181578188276026,0.0081262585678015,4.475349514694112,,0.0,0.0,0.0,,1628760.0,1745150.0,,,,,63.255,,2440.0,1305.0,,,,500.0,,,,2.571,,,,,4530128956.807738,0.0181578188276026,0.0081262585678015,4.475349514694112,,0.0006139639971512,0.4098360655737705,0.0766283524904214,,,,,,0.002,,,,0.0158090269543909,,0.3889537145079735,,,0.2716431750777877,23,1,1
1992,IRI,0,1,2,3,4,11,15,30,2.0,IRN,61184983.0,119768691216.667,1957.48507794252,0.627,3.0,Temperate,12.0,4.0,3.64046001434326,0.0490316390216207,0.0250482823977166,15.32578732683495,4.784688995215311,0.0,0.0,0.0,0.0,1628760.0,1745150.0,,,,,66.653,15968046.0,2440.0,1305.0,,,,500.0,,,,2.571,,,,,4360131313.445011,0.0490316390216207,0.0250482823977166,15.32578732683495,4.784688995215311,0.0018418919914536,1.2295081967213115,0.2298850574712643,,,,,,0.006,,,,0.0450092268915127,,1.166861143523921,,,0.8240716800020123,36,3,3
1996,IRI,1,1,1,3,4,12,17,33,2.0,IRN,62881300.0,120403931885.441,1914.78121294313,0.655,3.0,Temperate,12.0,4.0,3.53776001930237,0.0477089373152272,0.0249161298391348,15.667586352535942,4.580152671755725,0.0159029791050757,0.0083053766130449,5.222528784178648,1.5267175572519085,1628760.0,1745150.0,0.0158,,,,68.328,16376911.0,2440.0,1305.0,,,,500.0,,,,2.571,,,,,4259602163.911189,0.0477089373152272,0.0249161298391348,15.667586352535942,4.580152671755725,0.0018418919914536,1.2295081967213115,0.2298850574712643,,,,301.95529946346363,,0.006,,,,0.043905865823674,,1.166861143523921,,,0.8479942063994454,18,3,3
2000,IRI,3,0,1,4,5,13,18,36,2.333333333333333,IRN,66418659.0,109591707802.216,1650.01385833785,0.685,3.0,Temperate,12.0,4.0,4.03064012527466,0.0602240403558885,0.0364991118417366,24.24222063219166,5.839416058394161,0.0451680302669164,0.0273743338813024,18.181665474143745,4.37956204379562,1628760.0,1745150.0,0.93419,,4.72250843,79.89089203,70.166,19476868.0,2440.0,1305.0,,,,500.0,,,,2.571,2.295,753.0,5306245914.946388,2515129694.0608573,4417247348.649879,0.0602240403558885,0.0364991118417366,24.24222063219166,5.839416058394161,0.0024558559886048,1.639344262295082,0.3065134099616858,,,,6.446658640735669,,0.008,,,0.8470074875017215,0.0570076675312829,,1.555814858031894,1.7429193899782136,5.3120849933598935,0.9923981987172392,33,4,4
2004,IRI,2,2,2,6,8,13,19,40,3.333333333333333,IRN,70256316.0,187754571247.666,2672.4226651404,0.712,3.0,Temperate,12.0,4.0,4.29662990570068,0.0854015744292655,0.0319566120820857,22.45153836728436,8.426966292134832,0.0284671914764218,0.0106522040273619,7.483846122428118,2.808988764044944,1628760.0,1745150.0,7.49,,5.12801409,139.75932312,72.04,23217005.0,2440.0,1305.0,,,,500.0,,,,2.571,2.835,460.0,9818975169.064829,5322842094.87133,8067119057.547307,0.0854015744292655,0.0319566120820857,22.451538367284357,8.426966292134832,0.0036837839829072,2.459016393442623,0.4597701149425287,,,,1.1402079363052808,,0.012,,,1.1700435869902222,0.0832870627429206,,2.3337222870478413,2.1164021164021163,13.043478260869565,1.3964432896674028,37,6,6
2008,IRI,1,0,1,2,10,15,21,46,4.333333333333333,IRN,75514204.0,406070949553.875,5377.4115072957,0.735,3.0,Temperate,12.0,4.0,3.91375994682312,0.0264850835215054,0.0049252476745683,3.719261576478829,2.7210884353741496,0.0132425417607527,0.0024626238372841,1.8596307882394143,1.3605442176870748,1628760.0,1745150.0,12.02,,5.03990459,288.85775757,73.683,24252328.0,2440.0,1305.0,,,,500.0,,,,2.571,2.683,563.0,21812863632.123524,10894883576.530466,15892642179.323875,0.0264850835215054,0.0049252476745683,3.719261576478829,2.7210884353741496,0.0012279279943024,0.819672131147541,0.1532567049808429,,,,0.2203417930241717,,0.004,,,0.3968329090928287,0.0271433030685504,,0.777907429015947,0.7454342154304883,3.552397868561279,0.511017545065185,54,2,2
2012,IRI,4,5,3,12,11,15,22,48,4.0,IRN,79370580.0,644019315003.54,8114.08099831877,0.768,3.0,Temperate,12.0,4.0,2.93899989128113,0.1511895213566538,0.0186329815277885,14.789105509898642,15.625,0.0503965071188846,0.0062109938425961,4.929701836632881,5.208333333333333,1628760.0,1745150.0,22.73,,6.12235355,500.21826172,75.039,25434392.0,2440.0,1305.0,,,,500.0,,,,2.571,2.687,563.0,39702613559.3082,17304798994.14512,18927726967.783524,0.1511895213566538,0.0186329815277885,14.789105509898642,15.625,0.0073675679658144,4.918032786885246,0.9195402298850576,,,,0.665154075480219,,0.024,,,1.9600305506695217,0.1599168432415144,,4.667444574095683,4.46594715295869,21.314387211367677,4.083021586900814,52,12,12
2016,IRI,3,1,4,8,15,20,25,60,6.666666666666667,IRN,83812228.0,478618064870.999,5710.59947089104,0.786,3.0,Temperate,12.0,4.0,3.17396998405456,0.0954514656262329,0.016714789071232,14.00903712610007,10.178117048346056,0.0357942996098373,0.006268045901712,5.253388922287527,3.81679389312977,1628760.0,1745150.0,53.2268,,7.80285025,433.9196167,76.155,27579337.0,2440.0,1305.0,,,,500.0,,,,2.571,2.796,563.0,36367769848.533005,13382161093.793133,15191193717.268291,0.0954514656262329,0.016714789071232,14.00903712610007,10.178117048346056,0.0049117119772096,3.278688524590164,0.6130268199233717,,,,0.1793297091432003,,0.016,,,1.025266376219382,0.105048913400302,,3.111629716063788,2.861230329041488,14.209591474245116,2.520502726928901,63,8,8
2020,IRI,3,2,2,7,18,21,29,68,7.333333333333333,IRN,87723443.0,280934329279.723,3202.50003502169,0.777,3.0,Temperate,12.0,4.0,3.20495009422302,0.0797962296121915,0.0249168551879972,21.85792325823531,9.00900900900901,0.0341983841195106,0.0106786522234274,9.367681396386562,3.861003861003861,1622500.0,1745150.0,75.5699,,4.96098137,184.90914917,74.141,27655908.0,2440.0,1305.0,,,,500.0,,,,2.571,2.177,650.0,16220867207.392992,6115940348.419571,9003805050.955292,0.0797962296121915,0.0249168551879972,21.85792325823531,9.00900900900901,0.0043143297380585,2.8688524590163933,0.5363984674329502,,,,0.1055926097721335,,0.014,,,1.411011144353481,0.0944146963218731,,2.7226760015558145,3.215434083601286,10.769230769230768,2.184121372940448,76,7,7
2024,IRI,3,6,3,12,21,23,31,75,9.0,IRN,91567738.0,475252089215.416,5190.16959024821,,3.0,Temperate,12.0,4.0,,0.131050523493329,0.0252497574914621,23.120631785417483,,0.0327626308733322,0.0063124393728655,5.780157946354371,,,,,,,,,29306871.0,2440.0,1305.0,,,,500.0,,,,2.571,,,,,,0.131050523493329,0.0252497574914621,23.120631785417483,,,4.918032786885246,0.9195402298850576,,,,,,0.024,,,,,,4.667444574095683,,,,41,12,12
1960,IRL,0,0,0,0,4,3,5,12,2.333333333333333,IRL,2828600.0,1998550221.80554,706.551022345168,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,,,70.1942682926829,,1448.0,118.0,9.8,,140.0,7.0,,,,1.303,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,0.0,,,,49,0,0
1964,IRL,0,0,1,1,4,3,5,12,2.0,IRL,2866550.0,2851091646.43165,994.607331611746,,3.0,Temperate,12.0,4.0,,0.3488514067432977,0.3507428466045885,10.054219069343832,,0.0,0.0,0.0,,68890.0,70280.0,,,,,70.4899268292683,,1448.0,118.0,9.8,,140.0,7.0,,,,1.303,,,,,,0.3488514067432977,0.3507428466045885,10.054219069343832,,0.0145158949049208,0.6906077348066298,0.847457627118644,0.1020408163265306,0.7142857142857143,,,,0.1428571428571428,,,,0.0141864241457091,,0.7674597083653109,,,,25,1,1
