WB_Code,Year,Military_Expenditure_Pct_GDP,Active_Military_Personnel,Active_Military_Personnel_Thousands
AFG,2000,,400000.0,400.0
AFG,2002,,120000.0,120.0
AFG,2003,,130000.0,130.0
AFG,2004,2.431,27000.0,27.0
AFG,2005,1.992,27000.0,27.0
AFG,2006,1.896,51000.0,51.0
AFG,2007,2.566,51000.0,51.0
AFG,2008,2.336,94000.0,94.0
AFG,2009,2.087,255745.0,255.7
AFG,2010,1.946,306800.0,306.8
AFG,2011,1.821,340350.0,340.4
AFG,2012,1.175,338150.0,338.2
AFG,2013,1.077,330650.0,330.6
AFG,2014,1.298,308800.0,308.8
AFG,2015,0.995,319400.0,319.4
AFG,2016,0.957,323000.0,323.0
AFG,2017,0.945,323000.0,323.0
AFG,2018,1.007,272900.0,272.9
AFG,2019,1.171,278000.0,278.0
AFG,2020,1.359,165000.0,165.0
AFG,2021,1.828,,
AGO,2000,6.393,117500.0,117.5
AGO,2001,4.524,145500.0,145.5
AGO,2002,2.87,110000.0,110.0
AGO,2003,3.761,130000.0,130.0
AGO,2004,3.471,118000.0,118.0
AGO,2005,3.692,118000.0,118.0
AGO,2006,3.761,110000.0,110.0
AGO,2007,3.114,117000.0,117.0
AGO,2008,3.573,117000.0,117.0
AGO,2009,4.71,117000.0,117.0
AGO,2010,4.178,117000.0,117.0
AGO,2011,3.256,117000.0,117.0
AGO,2012,3.237,117000.0,117.0
AGO,2013,4.455,117000.0,117.0
AGO,2014,4.698,117000.0,117.0
AGO,2015,3.105,117000.0,117.0
AGO,2016,2.733,117000.0,117.0
AGO,2017,2.508,117000.0,117.0
AGO,2018,1.956,117000.0,117.0
AGO,2019,1.768,117000.0,117.0
AGO,2020,1.81,117000.0,117.0
AGO,2021,1.393,,
AGO,2022,1.41,,
AGO,2023,1.407,,
AGO,2024,1.0,,
ALB,2000,1.246,67500.0,67.5
ALB,2001,1.309,40500.0,40.5
ALB,2002,1.32,27000.0,27.0
ALB,2003,1.337,22000.0,22.0
ALB,2004,1.381,21500.0,21.5
ALB,2005,1.35,22500.0,22.5
ALB,2006,1.568,11500.0,11.5
ALB,2007,1.821,14500.0,14.5
ALB,2008,1.985,14500.0,14.5
ALB,2009,1.517,14745.0,14.7
ALB,2010,1.559,14745.0,14.7
ALB,2011,1.528,14750.0,14.8
ALB,2012,1.487,14750.0,14.8
ALB,2013,1.409,8500.0,8.5
ALB,2014,1.347,8500.0,8.5
ALB,2015,1.162,8500.0,8.5
ALB,2016,1.104,8500.0,8.5
ALB,2017,1.109,9000.0,9.0
ALB,2018,1.161,9000.0,9.0
ALB,2019,1.281,8000.0,8.0
ALB,2020,1.296,8000.0,8.0
ALB,2021,1.243,,
ALB,2022,1.209,,
ALB,2023,1.741,,
ALB,2024,2.038,,
ARE,2000,8.324,66000.0,66.0
ARE,2001,5.612,66000.0,66.0
ARE,2002,4.876,41500.0,41.5
ARE,2003,4.692,50500.0,50.5
ARE,2004,4.611,50000.0,50.0
ARE,2005,3.656,51000.0,51.0
ARE,2006,3.226,51000.0,51.0
ARE,2007,3.281,51000.0,51.0
ARE,2008,3.668,51000.0,51.0
ARE,2009,5.457,51000.0,51.0
ARE,2010,6.039,51000.0,51.0
ARE,2011,5.466,51000.0,51.0
ARE,2012,5.076,51000.0,51.0
ARE,2013,6.035,63000.0,63.0
ARE,2014,5.644,63000.0,63.0
ARE,2015,,63000.0,63.0
ARE,2016,,63000.0,63.0
ARE,2017,,63000.0,63.0
ARE,2018,,63000.0,63.0
ARE,2019,,63000.0,63.0
ARE,2020,,63000.0,63.0
ARG,2000,1.149,102300.0,102.3
ARG,2001,1.184,101300.0,101.3
ARG,2002,1.092,101100.0,101.1
ARG,2003,1.061,102600.0,102.6
ARG,2004,0.883,102000.0,102.0
ARG,2005,0.847,102000.0,102.0
ARG,2006,0.788,107000.0,107.0
ARG,2007,0.793,107000.0,107.0
ARG,2008,0.763,107000.0,107.0
ARG,2009,0.887,104340.0,104.3
ARG,2010,0.815,104340.0,104.3
ARG,2011,0.764,104350.0,104.4
ARG,2012,0.785,104350.0,104.4
ARG,2013,0.838,105650.0,105.6
ARG,2014,0.878,105650.0,105.6
ARG,2015,0.85,105450.0,105.4
ARG,2016,0.809,105450.0,105.4
ARG,2017,0.848,105000.0,105.0
ARG,2018,0.732,105200.0,105.2
ARG,2019,0.7,103000.0,103.0
ARG,2020,0.734,103000.0,103.0
ARG,2021,0.632,,
ARG,2022,0.685,,
ARG,2023,0.756,,
ARG,2024,0.618,,
ARM,2000,3.56,42300.0,42.3
ARM,2001,3.127,43000.0,43.0
ARM,2002,2.698,45600.0,45.6
ARM,2003,2.728,45600.0,45.6
ARM,2004,2.742,49000.0,49.0
ARM,2005,2.872,49000.0,49.0
ARM,2006,2.948,47000.0,47.0
ARM,2007,3.043,42000.0,42.0
ARM,2008,3.396,42000.0,42.0
ARM,2009,4.157,55570.0,55.6
ARM,2010,4.266,55528.0,55.5
ARM,2011,3.854,55544.0,55.5
ARM,2012,3.584,49100.0,49.1
ARM,2013,3.997,49100.0,49.1
ARM,2014,3.943,49100.0,49.1
ARM,2015,4.239,49100.0,49.1
ARM,2016,4.09,49100.0,49.1
ARM,2017,3.85,49000.0,49.0
ARM,2018,4.12,48800.0,48.8
ARM,2019,4.788,49000.0,49.0
ARM,2020,4.983,47000.0,47.0
ARM,2021,4.465,,
ARM,2022,4.082,,
ARM,2023,5.506,,
ARM,2024,5.482,,
AUS,2000,1.824,51600.0,51.6
AUS,2001,1.863,51700.0,51.7
AUS,2002,1.868,50900.0,50.9
AUS,2003,1.843,53600.0,53.6
AUS,2004,1.822,52000.0,52.0
AUS,2005,1.796,53000.0,53.0
AUS,2006,1.818,51000.0,51.0
AUS,2007,1.811,55000.0,55.0
AUS,2008,1.796,55000.0,55.0
AUS,2009,1.924,56552.0,56.6
AUS,2010,1.853,56552.0,56.6
AUS,2011,1.755,57050.0,57.0
AUS,2012,1.67,56200.0,56.2
AUS,2013,1.638,56750.0,56.8
AUS,2014,1.772,56750.0,56.8
AUS,2015,1.952,57800.0,57.8
AUS,2016,2.09,57800.0,57.8
AUS,2017,2.005,58000.0,58.0
AUS,2018,1.896,58100.0,58.1
AUS,2019,1.88,59000.0,59.0
AUS,2020,2.007,60000.0,60.0
AUS,2021,1.978,,
AUS,2022,1.883,,
AUS,2023,1.862,,
AUS,2024,1.884,,
AUT,2000,0.984,40500.0,40.5
AUT,2001,0.911,34600.0,34.6
AUT,2002,0.888,34600.0,34.6
AUT,2003,0.915,34600.0,34.6
AUT,2004,0.897,39000.0,39.0
AUT,2005,0.856,40000.0,40.0
AUT,2006,0.791,40000.0,40.0
AUT,2007,0.906,35000.0,35.0
AUT,2008,0.876,35000.0,35.0
AUT,2009,0.839,25900.0,25.9
AUT,2010,0.826,25758.0,25.8
AUT,2011,0.796,23250.0,23.2
AUT,2012,0.784,22800.0,22.8
AUT,2013,0.757,22500.0,22.5
AUT,2014,0.755,22500.0,22.5
AUT,2015,0.703,21350.0,21.4
AUT,2016,0.734,22400.0,22.4
AUT,2017,0.762,21000.0,21.0
AUT,2018,0.749,22850.0,22.8
AUT,2019,0.753,22000.0,22.0
AUT,2020,0.886,23000.0,23.0
AUT,2021,0.874,,
AUT,2022,0.767,,
AUT,2023,0.871,,
AUT,2024,1.0,,
AZE,2000,2.268,87100.0,87.1
AZE,2001,2.312,87100.0,87.1
AZE,2002,2.243,87100.0,87.1
AZE,2003,2.426,81500.0,81.5
AZE,2004,2.629,81000.0,81.0
AZE,2005,2.299,82000.0,82.0
AZE,2006,3.418,82000.0,82.0
AZE,2007,2.864,82000.0,82.0
AZE,2008,3.291,82000.0,82.0
AZE,2009,3.325,81940.0,81.9
AZE,2010,2.791,81940.0,81.9
AZE,2011,4.67,81950.0,82.0
AZE,2012,4.659,81950.0,82.0
AZE,2013,4.541,81950.0,82.0
AZE,2014,4.555,81950.0,82.0
AZE,2015,5.465,81950.0,82.0
AZE,2016,3.689,81950.0,82.0
AZE,2017,3.756,82000.0,82.0
AZE,2018,3.549,81950.0,82.0
AZE,2019,3.849,82000.0,82.0
AZE,2020,5.242,82000.0,82.0
AZE,2021,4.931,,
AZE,2022,3.795,,
AZE,2023,4.922,,
AZE,2024,4.993,,
BDI,2000,4.862,45500.0,45.5
BDI,2001,6.072,51000.0,51.0
BDI,2002,5.442,51000.0,51.0
BDI,2003,5.533,56000.0,56.0
BDI,2004,4.903,81000.0,81.0
BDI,2005,4.436,82000.0,82.0
BDI,2006,3.512,,
BDI,2007,3.415,51000.0,51.0
BDI,2008,2.721,51000.0,51.0
BDI,2009,,51050.0,51.0
BDI,2010,,51050.0,51.0
BDI,2011,,51050.0,51.0
BDI,2012,2.527,51000.0,51.0
BDI,2013,2.482,51050.0,51.0
BDI,2014,2.298,51050.0,51.0
BDI,2015,2.131,41000.0,41.0
BDI,2016,2.243,51050.0,51.0
BDI,2017,2.003,31000.0,31.0
BDI,2018,2.149,51050.0,51.0
BDI,2019,2.808,51000.0,51.0
BDI,2020,2.186,31000.0,31.0
BDI,2021,2.043,,
BDI,2022,2.599,,
BDI,2023,3.432,,
BDI,2024,3.801,,
BEL,2000,1.351,39300.0,39.3
BEL,2001,1.284,39400.0,39.4
BEL,2002,1.224,39200.0,39.2
BEL,2003,1.221,40800.0,40.8
BEL,2004,1.157,36000.0,36.0
BEL,2005,1.097,37000.0,37.0
BEL,2006,1.056,40000.0,40.0
BEL,2007,1.098,39000.0,39.0
BEL,2008,1.222,39000.0,39.0
BEL,2009,1.164,39482.0,39.5
BEL,2010,1.09,35736.0,35.7
BEL,2011,1.045,34050.0,34.0
BEL,2012,1.037,30700.0,30.7
BEL,2013,1.005,37500.0,37.5
BEL,2014,0.966,37600.0,37.6
BEL,2015,0.912,36350.0,36.4
BEL,2016,0.898,33800.0,33.8
BEL,2017,0.887,32000.0,32.0
BEL,2018,0.892,31500.0,31.5
BEL,2019,0.887,26000.0,26.0
BEL,2020,1.006,24000.0,24.0
BEL,2021,1.043,,
BEL,2022,1.162,,
BEL,2023,1.184,,
BEL,2024,1.277,,
BEN,2000,0.413,7300.0,7.3
BEN,2001,0.358,7300.0,7.3
BEN,2002,0.623,7100.0,7.1
BEN,2003,0.647,7100.0,7.1
BEN,2004,0.676,6000.0,6.0
BEN,2005,0.681,8000.0,8.0
BEN,2006,0.666,,
BEN,2007,,8000.0,8.0
BEN,2008,0.664,8000.0,8.0
BEN,2009,,7250.0,7.2
BEN,2010,,7250.0,7.2
BEN,2011,,9450.0,9.4
BEN,2012,0.702,9450.0,9.4
BEN,2013,0.687,9450.0,9.4
BEN,2014,0.701,9450.0,9.4
BEN,2015,0.798,9750.0,9.8
BEN,2016,0.674,9750.0,9.8
BEN,2017,0.921,12000.0,12.0
BEN,2018,0.633,12250.0,12.2
BEN,2019,0.473,12000.0,12.0
BEN,2020,0.459,12000.0,12.0
BEN,2021,0.551,,
BEN,2022,0.632,,
BEN,2023,0.758,,
BEN,2024,0.721,,
BFA,2000,1.238,11300.0,11.3
BFA,2001,1.156,14200.0,14.2
BFA,2002,1.178,14400.0,14.4
BFA,2003,1.073,15000.0,15.0
BFA,2004,1.207,10250.0,10.2
BFA,2005,1.202,11250.0,11.2
BFA,2006,1.11,,
BFA,2007,1.416,11250.0,11.2
BFA,2008,1.243,11250.0,11.2
BFA,2009,1.353,11450.0,11.4
BFA,2010,1.225,11450.0,11.4
BFA,2011,1.151,11450.0,11.4
BFA,2012,1.176,11450.0,11.4
BFA,2013,1.236,11450.0,11.4
BFA,2014,1.272,11450.0,11.4
BFA,2015,1.251,11450.0,11.4
BFA,2016,1.165,11450.0,11.4
BFA,2017,1.364,11000.0,11.0
BFA,2018,1.925,11200.0,11.2
BFA,2019,2.213,11000.0,11.0
BFA,2020,2.114,11000.0,11.0
BFA,2021,2.334,,
BFA,2022,2.982,,
BFA,2023,4.079,,
BFA,2024,4.68,,
BGD,2000,1.357,137000.0,137.0
BGD,2001,1.288,200200.0,200.2
BGD,2002,1.048,200200.0,200.2
BGD,2003,1.003,188700.0,188.7
BGD,2004,0.999,251000.0,251.0
BGD,2005,0.973,252000.0,252.0
BGD,2006,0.99,214000.0,214.0
BGD,2007,0.997,221000.0,221.0
BGD,2008,0.938,221000.0,221.0
BGD,2009,1.029,220953.0,221.0
BGD,2010,1.184,220953.0,221.0
BGD,2011,1.218,220950.0,221.0
BGD,2012,1.181,220950.0,221.0
BGD,2013,1.114,220950.0,221.0
BGD,2014,1.136,220950.0,221.0
BGD,2015,1.209,220950.0,221.0
BGD,2016,1.226,220950.0,221.0
BGD,2017,1.128,221000.0,221.0
BGD,2018,1.154,227050.0,227.0
BGD,2019,1.244,227000.0,227.0
BGD,2020,1.245,227000.0,227.0
BGD,2021,1.169,,
BGD,2022,0.991,,
BGD,2023,0.919,,
BGD,2024,0.941,,
BGR,2000,2.652,113800.0,113.8
BGR,2001,2.863,111300.0,111.3
BGR,2002,2.78,102400.0,102.4
BGR,2003,2.691,85000.0,85.0
BGR,2004,2.374,85000.0,85.0
BGR,2005,2.235,85000.0,85.0
BGR,2006,2.082,75000.0,75.0
BGR,2007,2.229,75000.0,75.0
BGR,2008,2.132,75000.0,75.0
BGR,2009,1.74,65315.0,65.3
BGR,2010,1.642,65315.0,65.3
BGR,2011,1.314,47300.0,47.3
BGR,2012,1.33,47300.0,47.3
BGR,2013,1.454,47300.0,47.3
BGR,2014,1.31,47300.0,47.3
BGR,2015,1.246,47300.0,47.3
BGR,2016,1.244,31300.0,31.3
BGR,2017,1.222,31000.0,31.0
BGR,2018,1.451,36950.0,37.0
BGR,2019,3.145,37000.0,37.0
BGR,2020,1.586,37000.0,37.0
BGR,2021,1.511,,
BGR,2022,1.587,,
BGR,2023,1.945,,
BGR,2024,2.149,,
BHR,2000,3.962,21200.0,21.2
BHR,2001,4.148,21200.0,21.2
BHR,2002,4.611,20900.0,20.9
BHR,2003,4.659,21400.0,21.4
BHR,2004,4.045,21000.0,21.0
BHR,2005,3.214,21000.0,21.0
BHR,2006,3.103,19000.0,19.0
BHR,2007,2.957,19000.0,19.0
BHR,2008,2.8,19000.0,19.0
BHR,2009,3.611,19460.0,19.5
BHR,2010,3.278,19460.0,19.5
BHR,2011,3.591,19460.0,19.5
BHR,2012,3.844,19460.0,19.5
BHR,2013,4.141,19460.0,19.5
BHR,2014,4.419,19460.0,19.5
BHR,2015,4.644,19460.0,19.5
BHR,2016,4.671,19460.0,19.5
BHR,2017,4.321,19000.0,19.0
BHR,2018,4.041,19200.0,19.2
BHR,2019,4.03,19000.0,19.0
BHR,2020,4.057,19000.0,19.0
BHR,2021,3.52,,
BHR,2022,3.423,,
BHR,2023,3.521,,
BHR,2024,2.895,,
BHS,2000,,3200.0,3.2
BHS,2001,,3200.0,3.2
BHS,2002,,900.0,0.9
BHS,2003,,900.0,0.9
BHS,2004,,860.0,0.9
BHS,2005,,860.0,0.9
BHS,2006,,860.0,0.9
BHS,2007,,860.0,0.9
BHS,2008,,1000.0,1.0
BHS,2009,,860.0,0.9
BHS,2010,,860.0,0.9
BHS,2011,,850.0,0.8
BHS,2012,,850.0,0.8
BHS,2013,,1300.0,1.3
BHS,2014,,1300.0,1.3
BHS,2015,,1300.0,1.3
BHS,2016,,1300.0,1.3
BHS,2017,,1000.0,1.0
BHS,2018,,1300.0,1.3
BHS,2019,,2000.0,2.0
BHS,2020,,2000.0,2.0
BIH,2000,,76000.0,76.0
BIH,2001,,24000.0,24.0
BIH,2002,3.904,19800.0,19.8
BIH,2003,2.417,18800.0,18.8
BIH,2004,1.89,24000.0,24.0
BIH,2005,1.544,12000.0,12.0
BIH,2006,1.387,9000.0,9.0
BIH,2007,1.236,9000.0,9.0
BIH,2008,1.221,9000.0,9.0
BIH,2009,1.377,10577.0,10.6
BIH,2010,1.28,10577.0,10.6
BIH,2011,1.136,10550.0,10.6
BIH,2012,1.146,10500.0,10.5
BIH,2013,1.087,10500.0,10.5
BIH,2014,1.026,10500.0,10.5
BIH,2015,0.989,10500.0,10.5
BIH,2016,0.923,10500.0,10.5
BIH,2017,0.853,11000.0,11.0
BIH,2018,0.84,10500.0,10.5
BIH,2019,0.807,11000.0,11.0
BIH,2020,0.827,11000.0,11.0
BIH,2021,0.886,,
BIH,2022,0.752,,
BIH,2023,0.718,,
BIH,2024,0.747,,
BLR,2000,1.347,91100.0,91.1
BLR,2001,1.438,192900.0,192.9
BLR,2002,1.4,189800.0,189.8
BLR,2003,1.299,182900.0,182.9
BLR,2004,1.358,182000.0,182.0
BLR,2005,1.498,183000.0,183.0
BLR,2006,1.709,183000.0,183.0
BLR,2007,1.65,183000.0,183.0
BLR,2008,1.453,183000.0,183.0
BLR,2009,1.373,182940.0,182.9
BLR,2010,1.341,182940.0,182.9
BLR,2011,1.224,158000.0,158.0
BLR,2012,1.229,158000.0,158.0
BLR,2013,1.271,158000.0,158.0
BLR,2014,1.042,158000.0,158.0
BLR,2015,1.138,158000.0,158.0
BLR,2016,1.523,155350.0,155.4
BLR,2017,1.372,155000.0,155.0
BLR,2018,1.538,155350.0,155.4
BLR,2019,1.396,155000.0,155.0
BLR,2020,1.403,158000.0,158.0
BLR,2021,1.365,,
BLR,2022,1.649,,
BLR,2023,2.023,,
BLR,2024,2.074,,
BLZ,2000,0.657,1100.0,1.1
BLZ,2001,0.66,1100.0,1.1
BLZ,2002,0.653,1100.0,1.1
BLZ,2003,0.675,1100.0,1.1
BLZ,2004,0.699,1000.0,1.0
BLZ,2005,0.751,1000.0,1.0
BLZ,2006,0.771,1000.0,1.0
BLZ,2007,0.805,1000.0,1.0
BLZ,2008,1.074,1000.0,1.0
BLZ,2009,1.02,1050.0,1.0
BLZ,2010,0.876,1050.0,1.0
BLZ,2011,0.842,1050.0,1.0
BLZ,2012,0.796,1050.0,1.0
BLZ,2013,0.874,1050.0,1.0
BLZ,2014,0.931,1050.0,1.0
BLZ,2015,0.893,1500.0,1.5
BLZ,2016,0.963,1500.0,1.5
BLZ,2017,1.011,2000.0,2.0
BLZ,2018,1.011,1500.0,1.5
BLZ,2019,1.017,2000.0,2.0
BLZ,2020,1.266,2000.0,2.0
BLZ,2021,1.098,,
BLZ,2022,0.979,,
BLZ,2023,0.993,,
BLZ,2024,0.899,,
BOL,2000,2.063,69600.0,69.6
BOL,2001,2.32,68600.0,68.6
BOL,2002,1.99,68600.0,68.6
BOL,2003,2.145,68600.0,68.6
BOL,2004,1.897,68000.0,68.0
BOL,2005,1.717,70000.0,70.0
BOL,2006,1.466,83000.0,83.0
BOL,2007,1.489,83000.0,83.0
BOL,2008,2.194,83000.0,83.0
BOL,2009,1.761,83200.0,83.2
BOL,2010,2.785,83200.0,83.2
BOL,2011,1.684,83200.0,83.2
BOL,2012,1.846,83200.0,83.2
BOL,2013,1.841,83200.0,83.2
BOL,2014,1.897,71200.0,71.2
BOL,2015,1.759,71200.0,71.2
BOL,2016,1.53,71200.0,71.2
BOL,2017,1.536,71000.0,71.0
BOL,2018,1.497,71100.0,71.1
BOL,2019,1.451,71000.0,71.0
BOL,2020,1.392,71000.0,71.0
BOL,2021,1.326,,
BOL,2022,0.973,,
BOL,2023,1.304,,
BOL,2024,1.371,,
BRA,2000,1.731,673200.0,673.2
BRA,2001,1.952,673200.0,673.2
BRA,2002,1.896,673200.0,673.2
BRA,2003,1.503,673200.0,673.2
BRA,2004,1.461,687000.0,687.0
BRA,2005,1.524,673000.0,673.0
BRA,2006,1.481,754000.0,754.0
BRA,2007,1.466,721000.0,721.0
BRA,2008,1.442,721000.0,721.0
BRA,2009,1.539,713480.0,713.5
BRA,2010,1.539,713480.0,713.5
BRA,2011,1.412,713480.0,713.5
BRA,2012,1.379,713480.0,713.5
BRA,2013,1.329,713480.0,713.5
BRA,2014,1.33,729500.0,729.5
BRA,2015,1.366,729500.0,729.5
BRA,2016,1.348,729500.0,729.5
BRA,2017,1.414,730000.0,730.0
BRA,2018,1.47,761500.0,761.5
BRA,2019,1.383,762000.0,762.0
BRA,2020,1.327,762000.0,762.0
BRA,2021,1.149,,
BRA,2022,1.052,,
BRA,2023,1.002,,
BRA,2024,0.973,,
BRB,2000,,600.0,0.6
BRB,2001,,600.0,0.6
BRB,2002,,600.0,0.6
BRB,2003,,600.0,0.6
BRB,2004,,610.0,0.6
BRB,2005,,610.0,0.6
BRB,2006,,610.0,0.6
BRB,2007,,610.0,0.6
BRB,2008,,1000.0,1.0
BRB,2009,,610.0,0.6
BRB,2010,,610.0,0.6
BRB,2011,,610.0,0.6
BRB,2012,,610.0,0.6
BRB,2013,,610.0,0.6
BRB,2014,,610.0,0.6
BRB,2015,,610.0,0.6
BRB,2016,,610.0,0.6
BRB,2017,,1000.0,1.0
BRB,2018,,610.0,0.6
BRB,2019,,1000.0,1.0
BRB,2020,,1000.0,1.0
BRN,2000,4.069,8800.0,8.8
BRN,2001,3.886,9700.0,9.7
BRN,2002,3.871,10700.0,10.7
BRN,2003,3.711,10700.0,10.7
BRN,2004,2.533,10000.0,10.0
BRN,2005,2.349,11000.0,11.0
BRN,2006,2.304,9000.0,9.0
BRN,2007,2.38,9000.0,9.0
BRN,2008,2.262,9000.0,9.0
BRN,2009,2.941,9250.0,9.2
BRN,2010,2.85,9250.0,9.2
BRN,2011,2.242,9250.0,9.2
BRN,2012,2.159,9250.0,9.2
BRN,2013,2.278,9250.0,9.2
BRN,2014,3.087,9250.0,9.2
BRN,2015,3.279,9250.0,9.2
BRN,2016,3.539,12100.0,12.1
BRN,2017,2.865,8000.0,8.0
BRN,2018,2.637,8200.0,8.2
BRN,2019,3.079,8000.0,8.0
BRN,2020,3.634,8000.0,8.0
BRN,2021,3.236,,
BRN,2022,2.612,,
BRN,2023,2.976,,
BRN,2024,3.578,,
BTN,2000,,6000.0,6.0
BWA,2000,3.191,10000.0,10.0
BWA,2001,3.831,10000.0,10.0
BWA,2002,4.11,10500.0,10.5
BWA,2003,4.007,10500.0,10.5
BWA,2004,3.506,10000.0,10.0
BWA,2005,2.858,11000.0,11.0
BWA,2006,2.755,11000.0,11.0
BWA,2007,2.9,11000.0,11.0
BWA,2008,3.098,11000.0,11.0
BWA,2009,3.263,10500.0,10.5
BWA,2010,2.759,10500.0,10.5
BWA,2011,2.404,10500.0,10.5
BWA,2012,2.344,10500.0,10.5
BWA,2013,2.147,10500.0,10.5
BWA,2014,2.212,10500.0,10.5
BWA,2015,2.825,9000.0,9.0
BWA,2016,3.411,9000.0,9.0
BWA,2017,3.249,9000.0,9.0
BWA,2018,2.925,9000.0,9.0
BWA,2019,3.081,9000.0,9.0
BWA,2020,3.335,9000.0,9.0
BWA,2021,3.046,,
BWA,2022,2.518,,
BWA,2023,2.456,,
BWA,2024,2.834,,
CAF,2000,,5400.0,5.4
CAF,2001,,4200.0,4.2
CAF,2002,1.087,3550.0,3.6
CAF,2003,1.264,3600.0,3.6
CAF,2004,1.153,2000.0,2.0
CAF,2005,1.09,3000.0,3.0
CAF,2007,1.089,3000.0,3.0
CAF,2008,1.55,3000.0,3.0
CAF,2009,1.748,3150.0,3.2
CAF,2010,2.41,3150.0,3.2
CAF,2011,2.048,3150.0,3.2
CAF,2012,1.703,8150.0,8.2
CAF,2013,2.834,8150.0,8.2
CAF,2014,2.03,8150.0,8.2
CAF,2015,1.575,8150.0,8.2
CAF,2016,1.472,8150.0,8.2
CAF,2017,1.343,8000.0,8.0
CAF,2018,1.34,10150.0,10.2
CAF,2019,1.79,10000.0,10.0
CAF,2020,1.859,10000.0,10.0
CAF,2021,2.149,,
CAF,2022,1.711,,
CAF,2023,2.377,,
CAF,2024,2.52,,
CAN,2000,1.114,68500.0,68.5
CAN,2001,1.133,66100.0,66.1
CAN,2002,1.117,61600.0,61.6
CAN,2003,1.112,61600.0,61.6
CAN,2004,1.104,71000.0,71.0
CAN,2005,1.107,71000.0,71.0
CAN,2006,1.123,64000.0,64.0
CAN,2007,1.186,64000.0,64.0
CAN,2008,1.246,64000.0,64.0
CAN,2009,1.378,65722.0,65.7
CAN,2010,1.194,65700.0,65.7
CAN,2011,1.193,65700.0,65.7
CAN,2012,1.118,66000.0,66.0
CAN,2013,1.002,65700.0,65.7
CAN,2014,0.99,70200.0,70.2
CAN,2015,1.153,67500.0,67.5
CAN,2016,1.164,67500.0,67.5
CAN,2017,1.352,72000.0,72.0
CAN,2018,1.318,72400.0,72.4
CAN,2019,1.285,72000.0,72.0
CAN,2020,1.394,72000.0,72.0
CAN,2021,1.254,,
CAN,2022,1.167,,
CAN,2023,1.253,,
CAN,2024,1.313,,
CHE,2000,1.029,27700.0,27.7
CHE,2001,0.992,26800.0,26.8
CHE,2002,0.956,27600.0,27.6
CHE,2003,0.927,27500.0,27.5
CHE,2004,0.889,4000.0,4.0
CHE,2005,0.833,109000.0,109.0
CHE,2006,0.754,23000.0,23.0
CHE,2007,0.718,23000.0,23.0
CHE,2008,0.722,23000.0,23.0
CHE,2009,0.732,25620.0,25.6
CHE,2010,0.687,25287.0,25.3
CHE,2011,0.695,23100.0,23.1
CHE,2012,0.669,22650.0,22.6
CHE,2013,0.713,21250.0,21.2
CHE,2014,0.635,20800.0,20.8
CHE,2015,0.651,20950.0,21.0
CHE,2016,0.665,20950.0,21.0
CHE,2017,0.666,21000.0,21.0
CHE,2018,0.653,21450.0,21.4
CHE,2019,0.696,20000.0,20.0
CHE,2020,0.773,20000.0,20.0
CHE,2021,0.673,,
CHE,2022,0.682,,
CHE,2023,0.706,,
CHE,2024,0.718,,
CHL,2000,2.689,116500.0,116.5
CHL,2001,2.647,122200.0,122.2
CHL,2002,2.532,117300.0,117.3
CHL,2003,2.703,114100.0,114.1
CHL,2004,2.712,116000.0,116.0
CHL,2005,2.535,116000.0,116.0
CHL,2006,2.506,103000.0,103.0
CHL,2007,2.331,103000.0,103.0
CHL,2008,2.584,103000.0,103.0
CHL,2009,2.277,103771.0,103.8
CHL,2010,2.254,103771.0,103.8
CHL,2011,2.264,103750.0,103.8
CHL,2012,2.046,106100.0,106.1
CHL,2013,1.995,106100.0,106.1
CHL,2014,1.967,109450.0,109.4
CHL,2015,1.91,109450.0,109.4
CHL,2016,1.924,121900.0,121.9
CHL,2017,1.941,122000.0,122.0
CHL,2018,1.878,122200.0,122.2
CHL,2019,1.865,122000.0,122.0
CHL,2020,2.066,114000.0,114.0
CHL,2021,1.647,,
CHL,2022,1.541,,
CHL,2023,1.63,,
CHL,2024,1.578,,
CHN,2000,1.836,3910000.0,3910.0
CHN,2001,1.983,3810000.0,3810.0
CHN,2002,2.059,3770000.0,3770.0
CHN,2003,1.996,3750000.0,3750.0
CHN,2004,1.939,3755000.0,3755.0
CHN,2005,1.872,3755000.0,3755.0
CHN,2006,1.87,3605000.0,3605.0
CHN,2007,1.75,2885000.0,2885.0
CHN,2008,1.716,2885000.0,2885.0
CHN,2009,1.894,2945000.0,2945.0
CHN,2010,1.734,2945000.0,2945.0
CHN,2011,1.659,2945000.0,2945.0
CHN,2012,1.701,2993000.0,2993.0
CHN,2013,1.714,2993000.0,2993.0
