WB_Code,Year,Military_Expenditure_Pct_GDP,Active_Military_Personnel,Active_Military_Personnel_Thousands
LSO,2014,1.954,2000.0,2.0
LSO,2015,1.866,2000.0,2.0
LSO,2016,1.964,2000.0,2.0
LSO,2017,2.271,2000.0,2.0
LSO,2018,1.999,2000.0,2.0
LSO,2019,1.875,2000.0,2.0
LSO,2020,1.881,2000.0,2.0
LSO,2021,1.536,,
LSO,2022,1.473,,
LSO,2023,1.625,,
LSO,2024,1.567,,
LTU,2000,1.215,16600.0,16.6
LTU,2001,1.361,17200.0,17.2
LTU,2002,1.271,27300.0,27.3
LTU,2003,1.121,27300.0,27.3
LTU,2004,1.191,28000.0,28.0
LTU,2005,1.163,29000.0,29.0
LTU,2006,1.168,24000.0,24.0
LTU,2007,1.113,24000.0,24.0
LTU,2008,1.131,24000.0,24.0
LTU,2009,1.08,25240.0,25.2
LTU,2010,0.89,25240.0,25.2
LTU,2011,0.797,23350.0,23.4
LTU,2012,0.769,23350.0,23.4
LTU,2013,0.767,21950.0,22.0
LTU,2014,0.884,27400.0,27.4
LTU,2015,1.135,28330.0,28.3
LTU,2016,1.48,29650.0,29.6
LTU,2017,1.712,34000.0,34.0
LTU,2018,1.948,39550.0,39.6
LTU,2019,1.984,37000.0,37.0
LTU,2020,2.049,37000.0,37.0
LTU,2021,1.95,,
LTU,2022,2.445,,
LTU,2023,2.713,,
LTU,2024,3.118,,
LUX,2000,0.546,1400.0,1.4
LUX,2001,0.677,1500.0,1.5
LUX,2002,0.589,1500.0,1.5
LUX,2003,0.606,1500.0,1.5
LUX,2004,0.606,1512.0,1.5
LUX,2005,0.585,1512.0,1.5
LUX,2006,0.521,1512.0,1.5
LUX,2007,0.502,1512.0,1.5
LUX,2008,0.365,1612.0,1.6
LUX,2009,0.371,1512.0,1.5
LUX,2010,0.441,1512.0,1.5
LUX,2011,0.377,1510.0,1.5
LUX,2012,0.359,1510.0,1.5
LUX,2013,0.358,1510.0,1.5
LUX,2014,0.367,1510.0,1.5
LUX,2015,0.416,1500.0,1.5
LUX,2016,0.379,1500.0,1.5
LUX,2017,0.495,2000.0,2.0
LUX,2018,0.501,1900.0,1.9
LUX,2019,0.546,1000.0,1.0
LUX,2020,0.578,1000.0,1.0
LUX,2021,0.471,,
LUX,2022,0.625,,
LUX,2023,0.773,,
LUX,2024,0.963,,
LVA,2000,0.902,8500.0,8.5
LVA,2001,1.062,10000.0,10.0
LVA,2002,1.592,8700.0,8.7
LVA,2003,1.682,8100.0,8.1
LVA,2004,1.659,5000.0,5.0
LVA,2005,1.671,5000.0,5.0
LVA,2006,1.8,17000.0,17.0
LVA,2007,1.636,17000.0,17.0
LVA,2008,1.704,5000.0,5.0
LVA,2009,1.416,5745.0,5.7
LVA,2010,1.106,4600.0,4.6
LVA,2011,1.107,5350.0,5.4
LVA,2012,0.943,5310.0,5.3
LVA,2013,0.973,5310.0,5.3
LVA,2014,0.978,5310.0,5.3
LVA,2015,1.074,5310.0,5.3
LVA,2016,1.502,5310.0,5.3
LVA,2017,1.653,6000.0,6.0
LVA,2018,2.135,6900.0,6.9
LVA,2019,2.09,6000.0,6.0
LVA,2020,2.228,9000.0,9.0
LVA,2021,2.156,,
LVA,2022,2.255,,
LVA,2023,2.97,,
LVA,2024,3.258,,
MAR,2000,2.685,240500.0,240.5
MAR,2001,3.726,246500.0,246.5
MAR,2002,3.492,246300.0,246.3
MAR,2003,3.494,246300.0,246.3
MAR,2004,3.249,250000.0,250.0
MAR,2005,3.258,251000.0,251.0
MAR,2006,3.11,246000.0,246.0
MAR,2007,3.047,246000.0,246.0
MAR,2008,3.184,246000.0,246.0
MAR,2009,3.289,245800.0,245.8
MAR,2010,3.391,245800.0,245.8
MAR,2011,3.297,245800.0,245.8
MAR,2012,3.463,245800.0,245.8
MAR,2013,3.806,245800.0,245.8
MAR,2014,3.398,245800.0,245.8
MAR,2015,2.96,245800.0,245.8
MAR,2016,2.982,245800.0,245.8
MAR,2017,2.946,246000.0,246.0
MAR,2018,2.903,245800.0,245.8
MAR,2019,2.866,246000.0,246.0
MAR,2020,3.98,246000.0,246.0
MAR,2021,3.75,,
MAR,2022,3.813,,
MAR,2023,3.593,,
MAR,2024,3.516,,
MDA,2000,0.395,12900.0,12.9
MDA,2001,0.403,11600.0,11.6
MDA,2002,0.42,10600.0,10.6
MDA,2003,0.416,10300.0,10.3
MDA,2004,0.361,9000.0,9.0
MDA,2005,0.4,10000.0,10.0
MDA,2006,0.483,8000.0,8.0
MDA,2007,0.516,9000.0,9.0
MDA,2008,0.609,8000.0,8.0
MDA,2009,0.458,7733.0,7.7
MDA,2010,0.263,7733.0,7.7
MDA,2011,0.273,7750.0,7.8
MDA,2012,0.274,7750.0,7.8
MDA,2013,0.281,7750.0,7.8
MDA,2014,0.293,7750.0,7.8
MDA,2015,0.296,7550.0,7.6
MDA,2016,0.344,7550.0,7.6
MDA,2017,0.325,7000.0,7.0
MDA,2018,0.332,6150.0,6.2
MDA,2019,0.362,6000.0,6.0
MDA,2020,0.385,6000.0,6.0
MDA,2021,0.371,,
MDA,2022,0.36,,
MDA,2023,0.571,,
MDA,2024,0.598,,
MDG,2000,1.218,28500.0,28.5
MDG,2001,1.436,21600.0,21.6
MDG,2002,1.313,21600.0,21.6
MDG,2003,1.325,21600.0,21.6
MDG,2004,1.248,21000.0,21.0
MDG,2005,1.072,22000.0,22.0
MDG,2006,0.977,,
MDG,2007,0.961,22000.0,22.0
MDG,2008,0.963,22000.0,22.0
MDG,2009,0.738,21600.0,21.6
MDG,2010,0.57,21600.0,21.6
MDG,2011,0.623,21600.0,21.6
MDG,2012,0.593,21600.0,21.6
MDG,2013,0.579,21600.0,21.6
MDG,2014,0.556,21600.0,21.6
MDG,2015,0.52,21600.0,21.6
MDG,2016,0.501,21600.0,21.6
MDG,2017,0.506,22000.0,22.0
MDG,2018,0.532,21500.0,21.5
MDG,2019,0.545,22000.0,22.0
MDG,2020,0.673,22000.0,22.0
MDG,2021,0.679,,
MDG,2022,0.653,,
MDG,2023,0.648,,
MDG,2024,0.709,,
MDV,2000,,5000.0,5.0
MEX,2000,0.409,207800.0,207.8
MEX,2001,0.406,203800.0,203.8
MEX,2002,0.391,203800.0,203.8
MEX,2003,0.387,203800.0,203.8
MEX,2004,0.348,203000.0,203.0
MEX,2005,0.34,204000.0,204.0
MEX,2006,0.297,280000.0,280.0
MEX,2007,0.383,286000.0,286.0
MEX,2008,0.373,305000.0,305.0
MEX,2009,0.478,331750.0,331.8
MEX,2010,0.433,331750.0,331.8
MEX,2011,0.447,329750.0,329.8
MEX,2012,0.456,329750.0,329.8
MEX,2013,0.488,325450.0,325.4
MEX,2014,0.495,336050.0,336.0
MEX,2015,0.451,336050.0,336.0
MEX,2016,0.48,336050.0,336.0
MEX,2017,0.425,336000.0,336.0
MEX,2018,0.465,348000.0,348.0
MEX,2019,0.509,328000.0,328.0
MEX,2020,0.718,341000.0,341.0
MEX,2021,0.659,,
MEX,2022,0.686,,
MEX,2023,0.66,,
MEX,2024,0.893,,
MKD,2000,1.851,23500.0,23.5
MKD,2001,6.1,26000.0,26.0
MKD,2002,2.646,19900.0,19.9
MKD,2003,2.342,20400.0,20.4
MKD,2004,2.38,17000.0,17.0
MKD,2005,2.029,19000.0,19.0
MKD,2006,1.837,19000.0,19.0
MKD,2007,1.95,19000.0,19.0
MKD,2008,1.742,19000.0,19.0
MKD,2009,1.688,8000.0,8.0
MKD,2010,1.382,8000.0,8.0
MKD,2011,1.262,8000.0,8.0
MKD,2012,1.225,8000.0,8.0
MKD,2013,1.169,8000.0,8.0
MKD,2014,1.093,8000.0,8.0
MKD,2015,0.993,15600.0,15.6
MKD,2016,0.97,15600.0,15.6
MKD,2017,0.895,16000.0,16.0
MKD,2018,0.943,16000.0,16.0
MKD,2019,1.159,16000.0,16.0
MKD,2020,1.241,16000.0,16.0
MKD,2021,1.454,,
MKD,2022,1.581,,
MKD,2023,1.693,,
MKD,2024,2.104,,
MLI,2000,1.479,15200.0,15.2
MLI,2001,1.295,15200.0,15.2
MLI,2002,1.269,15200.0,15.2
MLI,2003,1.419,12200.0,12.2
MLI,2004,1.422,11000.0,11.0
MLI,2005,1.384,12000.0,12.0
MLI,2006,1.391,12000.0,12.0
MLI,2007,1.355,12000.0,12.0
MLI,2008,1.466,12000.0,12.0
MLI,2009,1.419,12150.0,12.2
MLI,2010,1.375,12150.0,12.2
MLI,2011,1.241,12150.0,12.2
MLI,2012,1.196,7800.0,7.8
MLI,2013,1.161,11800.0,11.8
MLI,2014,1.516,13800.0,13.8
MLI,2015,2.36,15800.0,15.8
MLI,2016,2.586,17800.0,17.8
MLI,2017,3.029,18000.0,18.0
MLI,2018,2.824,21000.0,21.0
MLI,2019,2.753,21000.0,21.0
MLI,2020,3.4,41000.0,41.0
MLI,2021,3.382,,
MLI,2022,3.091,,
MLI,2023,3.774,,
MLI,2024,4.198,,
MLT,2000,0.628,2100.0,2.1
MLT,2001,0.666,2100.0,2.1
MLT,2002,0.638,2100.0,2.1
MLT,2003,0.63,2100.0,2.1
MLT,2004,0.664,2000.0,2.0
MLT,2005,0.823,2000.0,2.0
MLT,2006,0.656,2000.0,2.0
MLT,2007,0.619,2000.0,2.0
MLT,2008,0.613,2000.0,2.0
MLT,2009,0.677,2121.0,2.1
MLT,2010,0.646,2127.0,2.1
MLT,2011,0.572,2120.0,2.1
MLT,2012,0.519,2130.0,2.1
MLT,2013,0.498,2130.0,2.1
MLT,2014,0.476,2130.0,2.1
MLT,2015,0.457,2130.0,2.1
MLT,2016,0.497,2130.0,2.1
MLT,2017,0.457,2000.0,2.0
MLT,2018,0.414,1750.0,1.8
MLT,2019,0.491,2000.0,2.0
MLT,2020,0.528,2000.0,2.0
MLT,2021,0.446,,
MLT,2022,0.412,,
MLT,2023,0.505,,
MLT,2024,0.451,,
MMR,2000,2.309,429100.0,429.1
MMR,2001,1.948,444300.0,444.3
MMR,2002,1.482,544300.0,544.3
MMR,2003,2.071,595000.0,595.0
MMR,2004,1.92,482250.0,482.2
MMR,2005,1.67,483000.0,483.0
MMR,2006,,513000.0,513.0
MMR,2007,,513000.0,513.0
MMR,2008,,513000.0,513.0
MMR,2009,,513250.0,513.2
MMR,2010,,513250.0,513.2
MMR,2011,,513250.0,513.2
MMR,2012,4.125,513250.0,513.2
MMR,2013,4.116,513250.0,513.2
MMR,2014,3.79,513250.0,513.2
MMR,2015,4.301,513250.0,513.2
MMR,2016,4.089,513250.0,513.2
MMR,2017,3.642,513000.0,513.0
MMR,2018,2.36,513000.0,513.0
MMR,2019,2.19,513000.0,513.0
MMR,2020,3.123,463000.0,463.0
MMR,2021,4.071,,
MMR,2022,4.171,,
MMR,2023,3.754,,
MMR,2024,6.795,,
MNE,2005,2.694,,
MNE,2006,2.291,16000.0,16.0
MNE,2007,1.744,15000.0,15.0
MNE,2008,1.872,15000.0,15.0
MNE,2009,1.844,13227.0,13.2
MNE,2010,1.814,13084.0,13.1
MNE,2011,1.749,12180.0,12.2
MNE,2012,1.656,12180.0,12.2
MNE,2013,1.452,12180.0,12.2
MNE,2014,1.472,12180.0,12.2
MNE,2015,1.404,12050.0,12.0
MNE,2016,1.411,12050.0,12.0
MNE,2017,1.363,12000.0,12.0
MNE,2018,1.369,12350.0,12.4
MNE,2019,1.334,12000.0,12.0
MNE,2020,1.738,12000.0,12.0
MNE,2021,1.555,,
MNE,2022,1.573,,
MNE,2023,1.519,,
MNE,2024,1.833,,
MNG,2000,2.022,16300.0,16.3
MNG,2001,1.782,16300.0,16.3
MNG,2002,1.796,16300.0,16.3
MNG,2003,1.51,15800.0,15.8
MNG,2004,1.383,15000.0,15.0
MNG,2005,1.017,16000.0,16.0
MNG,2006,0.962,16000.0,16.0
MNG,2007,1.053,16000.0,16.0
MNG,2008,0.823,17000.0,17.0
MNG,2009,0.63,17200.0,17.2
MNG,2010,0.763,17200.0,17.2
MNG,2011,0.837,17200.0,17.2
MNG,2012,0.924,17200.0,17.2
MNG,2013,0.822,17500.0,17.5
MNG,2014,0.86,17500.0,17.5
MNG,2015,0.876,17500.0,17.5
MNG,2016,0.864,17500.0,17.5
MNG,2017,0.762,18000.0,18.0
MNG,2018,0.669,17700.0,17.7
MNG,2019,0.662,18000.0,18.0
MNG,2020,0.71,18000.0,18.0
MNG,2021,0.62,,
MNG,2022,0.514,,
MNG,2023,0.543,,
MNG,2024,0.742,,
MOZ,2000,0.933,6100.0,6.1
MOZ,2001,0.896,11000.0,11.0
MOZ,2002,0.899,11000.0,11.0
MOZ,2003,0.908,8200.0,8.2
MOZ,2004,0.978,11000.0,11.0
MOZ,2005,0.702,11000.0,11.0
MOZ,2006,0.604,11000.0,11.0
MOZ,2007,0.635,11000.0,11.0
MOZ,2008,0.648,11000.0,11.0
MOZ,2009,0.687,11200.0,11.2
MOZ,2010,0.869,11200.0,11.2
MOZ,2011,0.813,11200.0,11.2
MOZ,2012,0.834,11200.0,11.2
MOZ,2013,0.918,11200.0,11.2
MOZ,2014,0.966,11200.0,11.2
MOZ,2015,0.827,11200.0,11.2
MOZ,2016,0.919,11200.0,11.2
MOZ,2017,0.985,11000.0,11.0
MOZ,2018,1.309,11200.0,11.2
MOZ,2019,1.388,11000.0,11.0
MOZ,2020,2.023,11000.0,11.0
MOZ,2021,1.911,,
MOZ,2022,2.208,,
MOZ,2023,1.928,,
MOZ,2024,1.993,,
MRT,2000,2.928,20700.0,20.7
MRT,2001,4.002,20600.0,20.6
MRT,2002,2.739,20700.0,20.7
MRT,2003,3.995,20700.0,20.7
MRT,2004,3.838,20000.0,20.0
MRT,2005,3.052,21000.0,21.0
MRT,2006,2.694,21000.0,21.0
MRT,2007,,21000.0,21.0
MRT,2008,3.059,21000.0,21.0
MRT,2009,3.135,20870.0,20.9
MRT,2010,,20870.0,20.9
MRT,2011,,20850.0,20.8
MRT,2012,2.115,20850.0,20.8
MRT,2013,1.997,20850.0,20.8
MRT,2014,2.197,20850.0,20.8
MRT,2015,2.156,20850.0,20.8
MRT,2016,2.145,20850.0,20.8
MRT,2017,2.121,21000.0,21.0
MRT,2018,2.131,20850.0,20.8
MRT,2019,1.996,21000.0,21.0
MRT,2020,2.389,21000.0,21.0
MRT,2021,2.294,,
MRT,2022,2.059,,
MRT,2023,2.26,,
MRT,2024,2.155,,
MUS,2000,0.201,1800.0,1.8
MUS,2001,0.195,1600.0,1.6
MUS,2002,0.196,2000.0,2.0
MUS,2003,0.187,2000.0,2.0
MUS,2004,0.166,,
MUS,2005,0.161,2000.0,2.0
MUS,2006,0.154,,
MUS,2007,0.143,2000.0,2.0
MUS,2008,0.156,2000.0,2.0
MUS,2009,0.168,2000.0,2.0
MUS,2010,0.149,2000.0,2.0
MUS,2011,0.152,2500.0,2.5
MUS,2012,0.143,2500.0,2.5
MUS,2013,0.189,2500.0,2.5
MUS,2014,0.151,2500.0,2.5
MUS,2015,0.142,2550.0,2.6
MUS,2016,0.175,2550.0,2.6
MUS,2017,0.165,3000.0,3.0
MUS,2018,0.156,3000.0,3.0
MUS,2019,0.149,3000.0,3.0
MUS,2020,0.162,3000.0,3.0
MUS,2021,0.171,,
MUS,2022,0.139,,
MUS,2023,0.14,,
MUS,2024,0.15,,
MWI,2000,0.275,6000.0,6.0
MWI,2001,0.304,6800.0,6.8
MWI,2002,0.301,6800.0,6.8
MWI,2003,0.29,6800.0,6.8
MWI,2004,0.449,6000.0,6.0
MWI,2005,0.742,7000.0,7.0
MWI,2006,0.552,7000.0,7.0
MWI,2007,0.538,7000.0,7.0
MWI,2008,0.593,7000.0,7.0
MWI,2009,0.675,5300.0,5.3
MWI,2010,0.51,5300.0,5.3
MWI,2011,0.469,6800.0,6.8
MWI,2012,0.544,6800.0,6.8
MWI,2013,0.81,6800.0,6.8
MWI,2014,0.581,6800.0,6.8
MWI,2015,0.451,6800.0,6.8
MWI,2016,0.452,14900.0,14.9
MWI,2017,0.53,15000.0,15.0
MWI,2018,0.59,14700.0,14.7
MWI,2019,0.761,15000.0,15.0
MWI,2020,0.834,15000.0,15.0
MWI,2021,0.73,,
MWI,2022,0.933,,
MWI,2023,1.165,,
MWI,2024,1.025,,
MYS,2000,1.635,116100.0,116.1
MYS,2001,2.085,120600.0,120.6
MYS,2002,2.219,120100.0,120.1
MYS,2003,2.615,124100.0,124.1
MYS,2004,2.263,130000.0,130.0
MYS,2005,2.174,135000.0,135.0
MYS,2006,2.008,134000.0,134.0
MYS,2007,1.959,134000.0,134.0
MYS,2008,1.825,134000.0,134.0
MYS,2009,1.871,133600.0,133.6
MYS,2010,1.49,133600.0,133.6
MYS,2011,1.553,133600.0,133.6
MYS,2012,1.413,133600.0,133.6
MYS,2013,1.499,133600.0,133.6
MYS,2014,1.455,133600.0,133.6
MYS,2015,1.504,133600.0,133.6
MYS,2016,1.384,133600.0,133.6
MYS,2017,1.1,136000.0,136.0
MYS,2018,0.96,136000.0,136.0
MYS,2019,0.893,136000.0,136.0
MYS,2020,1.0,136000.0,136.0
MYS,2021,0.983,,
MYS,2022,0.902,,
MYS,2023,0.981,,
MYS,2024,0.988,,
NAM,2000,2.707,9100.0,9.1
NAM,2001,3.009,15000.0,15.0
NAM,2002,2.618,15000.0,15.0
NAM,2003,2.625,15000.0,15.0
NAM,2004,2.528,15000.0,15.0
NAM,2005,2.645,15000.0,15.0
NAM,2006,2.501,15000.0,15.0
NAM,2007,2.61,15000.0,15.0
NAM,2008,3.137,15000.0,15.0
NAM,2009,3.374,15200.0,15.2
NAM,2010,3.515,15200.0,15.2
NAM,2011,3.575,15200.0,15.2
NAM,2012,3.167,15200.0,15.2
NAM,2013,3.206,15200.0,15.2
NAM,2014,4.326,15200.0,15.2
NAM,2015,4.528,15200.0,15.2
NAM,2016,3.971,15900.0,15.9
NAM,2017,3.522,16000.0,16.0
NAM,2018,3.333,15900.0,15.9
NAM,2019,3.297,16000.0,16.0
NAM,2020,3.48,16000.0,16.0
NAM,2021,3.226,,
NAM,2022,2.911,,
NAM,2023,2.747,,
NAM,2024,2.735,,
NER,2000,1.165,10700.0,10.7
NER,2001,1.32,10700.0,10.7
NER,2002,0.963,10700.0,10.7
NER,2003,0.932,10700.0,10.7
NER,2004,1.091,10000.0,10.0
NER,2005,0.715,10000.0,10.0
NER,2006,,10000.0,10.0
NER,2007,,10000.0,10.0
NER,2008,0.739,10000.0,10.0
NER,2009,0.735,10700.0,10.7
NER,2010,0.877,10700.0,10.7
NER,2011,0.976,10700.0,10.7
NER,2012,1.624,10700.0,10.7
NER,2013,1.045,10700.0,10.7
NER,2014,1.339,10700.0,10.7
NER,2015,,10700.0,10.7
NER,2016,1.6,10700.0,10.7
NER,2017,1.81,10000.0,10.0
NER,2018,1.794,10300.0,10.3
NER,2019,1.917,10000.0,10.0
NER,2020,1.734,10000.0,10.0
NER,2021,1.357,,
NER,2022,1.573,,
NER,2023,1.976,,
NER,2024,2.242,,
NGA,2000,0.544,106500.0,106.5
NGA,2001,0.78,160500.0,160.5
NGA,2002,0.954,160500.0,160.5
NGA,2003,0.571,160500.0,160.5
NGA,2004,0.491,160000.0,160.0
NGA,2005,0.397,161000.0,161.0
NGA,2006,0.348,162000.0,162.0
NGA,2007,0.37,162000.0,162.0
NGA,2008,0.489,162000.0,162.0
NGA,2009,0.506,162000.0,162.0
NGA,2010,0.539,162000.0,162.0
NGA,2011,0.579,162000.0,162.0
NGA,2012,0.504,162000.0,162.0
NGA,2013,0.47,162000.0,162.0
NGA,2014,0.415,162000.0,162.0
NGA,2015,0.418,200000.0,200.0
NGA,2016,0.433,200000.0,200.0
NGA,2017,0.431,215000.0,215.0
NGA,2018,0.507,223000.0,223.0
NGA,2019,0.459,223000.0,223.0
NGA,2020,0.632,223000.0,223.0
NGA,2021,1.013,,
NGA,2022,0.65,,
NGA,2023,0.843,,
NGA,2024,0.555,,
NIC,2000,0.783,16000.0,16.0
NIC,2001,0.684,16000.0,16.0
NIC,2002,0.865,14000.0,14.0
NIC,2003,0.861,14000.0,14.0
NIC,2004,0.731,14000.0,14.0
NIC,2005,0.7,14000.0,14.0
NIC,2006,0.551,14000.0,14.0
NIC,2007,0.532,14000.0,14.0
NIC,2008,0.502,12000.0,12.0
NIC,2009,0.503,12000.0,12.0
NIC,2010,0.505,12000.0,12.0
NIC,2011,0.526,12000.0,12.0
NIC,2012,0.666,12000.0,12.0
NIC,2013,0.679,12000.0,12.0
NIC,2014,0.685,12000.0,12.0
NIC,2015,0.776,12000.0,12.0
NIC,2016,0.64,12000.0,12.0
NIC,2017,0.627,12000.0,12.0
NIC,2018,0.627,12000.0,12.0
NIC,2019,0.605,12000.0,12.0
NIC,2020,0.63,12000.0,12.0
NIC,2021,0.55,,
NIC,2022,0.537,,
NIC,2023,0.555,,
NIC,2024,0.545,,
NLD,2000,1.433,57100.0,57.1
NLD,2001,1.435,55600.0,55.6
NLD,2002,1.422,52900.0,52.9
NLD,2003,1.438,59900.0,59.9
NLD,2004,1.421,53000.0,53.0
NLD,2005,1.391,60000.0,60.0
NLD,2006,1.387,46000.0,46.0
NLD,2007,1.347,41000.0,41.0
NLD,2008,1.297,47000.0,47.0
NLD,2009,1.386,43279.0,43.3
NLD,2010,1.318,43279.0,43.3
NLD,2011,1.277,43300.0,43.3
NLD,2012,1.226,43300.0,43.3
NLD,2013,1.157,43300.0,43.3
NLD,2014,1.148,41900.0,41.9
NLD,2015,1.118,41310.0,41.3
NLD,2016,1.144,41310.0,41.3
NLD,2017,1.137,41000.0,41.0
NLD,2018,1.196,41410.0,41.4
NLD,2019,1.292,41000.0,41.0
NLD,2020,1.406,41000.0,41.0
NLD,2021,1.365,,
NLD,2022,1.304,,
NLD,2023,1.441,,
NLD,2024,1.916,,
NOR,2000,1.704,27000.0,27.0
NOR,2001,1.702,26700.0,26.7
NOR,2002,2.075,26600.0,26.6
NOR,2003,1.969,26600.0,26.6
NOR,2004,1.842,25000.0,25.0
NOR,2005,1.576,47000.0,47.0
NOR,2006,1.445,16000.0,16.0
NOR,2007,1.459,19000.0,19.0
NOR,2008,1.37,19000.0,19.0
NOR,2009,1.597,26450.0,26.4
NOR,2010,1.508,24450.0,24.4
NOR,2011,1.443,24450.0,24.4
NOR,2012,1.393,25800.0,25.8
NOR,2013,1.405,25800.0,25.8
NOR,2014,1.462,25800.0,25.8
NOR,2015,1.498,24950.0,25.0
NOR,2016,1.617,23950.0,24.0
NOR,2017,1.705,23000.0,23.0
NOR,2018,1.715,23250.0,23.2
NOR,2019,1.844,23000.0,23.0
NOR,2020,1.966,25000.0,25.0
NOR,2021,1.676,,
NOR,2022,1.464,,
NOR,2023,1.813,,
NOR,2024,2.091,,
NPL,2000,0.784,90000.0,90.0
NPL,2001,0.961,86000.0,86.0
NPL,2002,1.266,91000.0,91.0
NPL,2003,1.393,103000.0,103.0
NPL,2004,1.569,131000.0,131.0
NPL,2005,1.688,131000.0,131.0
NPL,2006,1.53,131000.0,131.0
NPL,2007,1.354,131000.0,131.0
NPL,2008,1.4,131000.0,131.0
NPL,2009,1.439,157753.0,157.8
NPL,2010,1.368,157753.0,157.8
NPL,2011,1.351,157750.0,157.8
NPL,2012,1.244,157750.0,157.8
NPL,2013,1.341,157750.0,157.8
NPL,2014,1.434,157750.0,157.8
NPL,2015,1.368,158600.0,158.6
NPL,2016,1.469,158600.0,158.6
NPL,2017,1.485,112000.0,112.0
NPL,2018,1.35,111600.0,111.6
NPL,2019,1.236,112000.0,112.0
NPL,2020,1.323,112000.0,112.0
NPL,2021,1.216,,
NPL,2022,1.157,,
NPL,2023,1.072,,
NPL,2024,0.979,,
NZL,2000,1.597,9200.0,9.2
NZL,2001,1.5,9200.0,9.2
NZL,2002,1.4,8700.0,8.7
NZL,2003,1.328,8600.0,8.6
NZL,2004,1.177,8000.0,8.0
NZL,2005,1.14,9000.0,9.0
NZL,2006,1.241,9000.0,9.0
NZL,2007,1.182,9000.0,9.0
NZL,2008,1.153,9000.0,9.0
NZL,2009,1.22,9673.0,9.7
NZL,2010,1.21,9673.0,9.7
NZL,2011,1.162,8550.0,8.6
NZL,2012,1.116,8550.0,8.6
NZL,2013,1.044,8500.0,8.5
NZL,2014,0.998,8500.0,8.5
NZL,2015,0.988,8950.0,9.0
NZL,2016,1.036,9000.0,9.0
NZL,2017,1.052,9000.0,9.0
NZL,2018,1.105,9400.0,9.4
NZL,2019,1.293,9000.0,9.0
NZL,2020,1.34,10000.0,10.0
NZL,2021,1.165,,
NZL,2022,1.171,,
NZL,2023,1.221,,
NZL,2024,1.194,,
OMN,2000,7.086,47900.0,47.9
OMN,2001,8.196,47800.0,47.8
OMN,2002,8.101,46100.0,46.1
OMN,2003,7.962,46100.0,46.1
OMN,2004,7.86,45000.0,45.0
OMN,2005,7.714,46000.0,46.0
OMN,2006,7.099,47000.0,47.0
OMN,2007,6.718,47000.0,47.0
OMN,2008,4.96,47000.0,47.0
OMN,2009,6.073,47000.0,47.0
OMN,2010,5.649,47000.0,47.0
OMN,2011,6.453,47000.0,47.0
OMN,2012,10.583,47000.0,47.0
OMN,2013,9.747,47000.0,47.0
OMN,2014,8.86,47000.0,47.0
OMN,2015,9.571,47000.0,47.0
OMN,2016,10.563,47000.0,47.0
OMN,2017,8.413,47000.0,47.0
OMN,2018,8.268,46600.0,46.6
OMN,2019,7.439,47000.0,47.0
OMN,2020,8.03,47000.0,47.0
OMN,2021,6.623,,
OMN,2022,5.265,,
OMN,2023,5.526,,
OMN,2024,5.594,,
PAK,2000,4.169,900000.0,900.0
PAK,2001,3.879,908000.0,908.0
PAK,2002,4.074,909000.0,909.0
PAK,2003,4.091,909000.0,909.0
PAK,2004,3.956,921000.0,921.0
PAK,2005,3.897,921000.0,921.0
PAK,2006,3.645,923000.0,923.0
PAK,2007,3.512,921000.0,921.0
PAK,2008,3.459,921000.0,921.0
PAK,2009,3.265,921000.0,921.0
PAK,2010,3.042,946000.0,946.0
PAK,2011,2.919,946000.0,946.0
PAK,2012,3.096,947800.0,947.8
PAK,2013,3.088,947800.0,947.8
PAK,2014,3.097,925800.0,925.8
PAK,2015,3.163,935800.0,935.8
PAK,2016,3.204,935800.0,935.8
PAK,2017,3.364,936000.0,936.0
PAK,2018,3.587,944800.0,944.8
PAK,2019,3.506,943000.0,943.0
PAK,2020,3.487,943000.0,943.0
PAK,2021,3.389,,
PAK,2022,3.177,,
PAK,2023,2.881,,
PAK,2024,2.668,,
PAN,2000,,11800.0,11.8
PAN,2001,,11800.0,11.8
PAN,2002,,11800.0,11.8
PAN,2003,,11800.0,11.8
PAN,2005,,12000.0,12.0
PAN,2006,,12000.0,12.0
PAN,2007,,12000.0,12.0
PAN,2008,,12000.0,12.0
PAN,2009,,12000.0,12.0
PAN,2010,,12000.0,12.0
PAN,2011,,12000.0,12.0
PAN,2012,,12000.0,12.0
PAN,2013,,12000.0,12.0
PAN,2014,,12000.0,12.0
PAN,2015,,22050.0,22.0
PAN,2016,,22050.0,22.0
PAN,2017,,26000.0,26.0
PAN,2018,,26000.0,26.0
PAN,2019,,28000.0,28.0
PAN,2020,,28000.0,28.0
PER,2000,1.789,193000.0,193.0
PER,2001,1.752,177000.0,177.0
PER,2002,1.542,187000.0,187.0
PER,2003,1.509,177000.0,177.0
PER,2004,1.382,157000.0,157.0
PER,2005,1.581,157000.0,157.0
PER,2006,1.456,198000.0,198.0
PER,2007,1.304,198000.0,198.0
PER,2008,1.247,191000.0,191.0
PER,2009,1.53,192000.0,192.0
PER,2010,1.477,192000.0,192.0
PER,2011,1.371,192000.0,192.0
PER,2012,1.484,192000.0,192.0
PER,2013,1.643,192000.0,192.0
PER,2014,1.602,158000.0,158.0
PER,2015,1.745,158000.0,158.0
PER,2016,1.322,158000.0,158.0
PER,2017,1.265,158000.0,158.0
