Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg,WB_Code,Population,GDP,GDP_per_capita,HDI,Climate_Zone,Climate_Description,Avg_Temp_C,Winter_Sports_Index,Education_Spending_pct_GDP,Medals_per_million_pop,Medals_per_billion_GDP,Medals_per_10K_GDPpc,Medals_per_HDI,Gold_per_million_pop,Gold_per_billion_GDP,Gold_per_10K_GDPpc,Gold_per_HDI
1996,ISL,0,0,0,0,0,1,1,2,0.3333333333333333,ISL,268916.0,7686566105.26316,28583.5208959793,0.873,1.0,Arctic/Subarctic,-5.0,10.0,5.21834993362427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,ISL,0,0,1,1,0,1,1,2,0.0,ISL,281205.0,9140168922.35677,32503.578963236,0.902,1.0,Arctic/Subarctic,-5.0,10.0,6.4314398765564,3.5561245354812328,0.1094071683460914,0.30765842774762603,1.1086474501108647,0.0,0.0,0.0,0.0
2004,ISL,0,0,0,0,0,1,2,3,0.3333333333333333,ISL,292074.0,13963943244.0018,47809.6073050042,0.928,1.0,Arctic/Subarctic,-5.0,10.0,7.16118001937866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,ISL,0,1,0,1,0,1,2,3,0.3333333333333333,ISL,317414.0,18247921360.2599,57489.3399795216,0.935,1.0,Arctic/Subarctic,-5.0,10.0,7.03601980209351,3.150459652063236,0.05480076224888759,0.1739452914846843,1.06951871657754,0.0,0.0,0.0,0.0
2012,ISL,0,0,0,0,0,2,2,4,0.6666666666666666,ISL,320716.0,14943757823.3226,46594.9869146614,0.946,1.0,Arctic/Subarctic,-5.0,10.0,7.58223009109497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,ISL,0,0,0,0,0,2,2,4,0.3333333333333333,ISL,335439.0,21083713310.457,62854.0906407932,0.959,1.0,Arctic/Subarctic,-5.0,10.0,7.43219995498657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,ISL,0,0,0,0,0,2,2,4,0.3333333333333333,ISL,366463.0,22034665040.7901,60127.9393575616,0.965,1.0,Arctic/Subarctic,-5.0,10.0,8.58382987976074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,ISL,0,0,0,0,0,2,2,4,0.0,ISL,386506.0,33255181468.9382,86040.5309851288,,1.0,Arctic/Subarctic,-5.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1960,ISR,0,0,0,0,0,0,0,0,0.0,ISR,2114020.0,3070585807.33625,1452.48664030437,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1964,ISR,0,0,0,0,0,0,0,0,0.0,ISR,2475000.0,4024344852.54797,1625.9979202214,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1968,ISR,0,0,0,0,0,0,0,0,0.0,ISR,2803000.0,5458427927.8861,1947.35209699825,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1972,ISR,0,0,0,0,0,0,0,0,0.0,ISR,3148000.0,9222557538.58382,2929.65614313336,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1976,ISR,0,0,0,0,0,0,0,0,0.0,ISR,3533000.0,15956349550.0166,4516.37405887818,,3.0,Temperate,12.0,4.0,5.66374015808105,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,ISR,0,0,0,0,0,0,0,0,0.0,ISR,4159000.0,30645607293.0048,7368.50379730819,,3.0,Temperate,12.0,4.0,6.67271995544434,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,ISR,0,0,0,0,0,0,0,0,0.0,ISR,4442000.0,52650948910.3748,11852.9826452892,,3.0,Temperate,12.0,4.0,4.29834985733032,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,ISR,0,1,1,2,0,0,0,0,0.0,ISR,5123000.0,79457685757.166,15509.9913638817,0.794,3.0,Temperate,12.0,4.0,5.31883001327515,0.3903962521959789,0.02517062988862128,1.289491369194069,2.5188916876574305,0.0,0.0,0.0,0.0
1996,ISR,0,0,1,1,0,1,1,2,0.6666666666666666,ISR,5692000.0,115116595544.694,20224.2789080629,0.817,3.0,Temperate,12.0,4.0,,0.17568517217146873,0.008686844805202305,0.49445520631211515,1.2239902080783354,0.0,0.0,0.0,0.0
2000,ISR,0,0,1,1,0,1,2,3,1.0,ISR,6289000.0,136512300542.025,21706.5194056329,0.839,3.0,Temperate,12.0,4.0,5.94367980957031,0.1590077913817777,0.007325347210687086,0.46069108608010984,1.1918951132300357,0.0,0.0,0.0,0.0
2004,ISR,1,0,1,2,0,1,3,4,1.3333333333333333,ISR,6809000.0,140047984605.087,20568.0694088834,0.85,3.0,Temperate,12.0,4.0,5.75651979446411,0.29372888823615806,0.01428081957508836,0.9723810048677661,2.3529411764705883,0.14686444411807903,0.00714040978754418,0.48619050243388306,1.1764705882352942
2008,ISR,0,0,1,1,1,1,4,6,1.3333333333333333,ISR,7308800.0,221231658862.876,30269.217773489,0.878,3.0,Temperate,12.0,4.0,5.42382001876831,0.1368213660245184,0.004520148721661129,0.330368629768768,1.1389521640091116,0.0,0.0,0.0,0.0
2012,ISR,0,0,0,0,1,1,5,7,1.3333333333333333,ISR,7910500.0,263589172712.391,33321.4300881602,0.893,3.0,Temperate,12.0,4.0,5.57541990280151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,ISR,0,0,2,2,1,1,5,7,1.0,ISR,8546000.0,321940971558.016,37671.5389138798,0.905,3.0,Temperate,12.0,4.0,5.82047986984253,0.23402761525860052,0.00621231895499696,0.530904777894039,2.2099447513812156,0.0,0.0,0.0,0.0
2020,ISR,2,0,2,4,1,1,7,9,1.0,ISR,9215100.0,410768352657.612,44575.5719045492,0.912,3.0,Temperate,12.0,4.0,6.50303983688354,0.4340701674425671,0.009737848532197228,0.8973524800905082,4.385964912280701,0.21703508372128355,0.004868924266098614,0.4486762400452541,2.1929824561403506
2024,ISR,1,5,1,7,3,1,9,13,2.0,ISR,9974400.0,540379921261.681,54176.6844383302,,3.0,Temperate,12.0,4.0,,0.7017965992941931,0.012953849180140474,1.292068732623932,,0.10025665704202759,0.0018505498828772103,0.18458124751770455,
1968,ISV,0,0,0,0,0,0,0,0,0.0,VIR,55700.0,,,,,,,,,0.0,,,,0.0,,,
1972,ISV,0,0,0,0,0,0,0,0,0.0,VIR,76319.0,,,,,,,,,0.0,,,,0.0,,,
1976,ISV,0,0,0,0,0,0,0,0,0.0,VIR,96166.0,,,,,,,,,0.0,,,,0.0,,,
1984,ISV,0,0,0,0,0,0,0,0,0.0,VIR,100600.0,,,,,,,,,0.0,,,,0.0,,,
1988,ISV,0,1,0,1,0,0,0,0,0.0,VIR,100952.0,,,,,,,,,9.905697757350028,,,,0.0,,,
1992,ISV,0,0,0,0,0,1,0,1,0.3333333333333333,VIR,105712.0,,,,,,,,,0.0,,,,0.0,,,
1996,ISV,0,0,0,0,0,1,0,1,0.3333333333333333,VIR,108095.0,,,,,,,,,0.0,,,,0.0,,,
2000,ISV,0,0,0,0,0,1,0,1,0.3333333333333333,VIR,108642.0,,,,,,,,,0.0,,,,0.0,,,
2004,ISV,0,0,0,0,0,1,0,1,0.0,VIR,108466.0,3797000000.0,35006.3614404514,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
2008,ISV,0,0,0,0,0,1,0,1,0.0,VIR,108397.0,4244000000.0,39152.3750657306,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
2012,ISV,0,0,0,0,0,1,0,1,0.0,VIR,108188.0,4089000000.0,37795.3192590675,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
2016,ISV,0,0,0,0,0,1,0,1,0.0,VIR,107516.0,3798000000.0,35324.9748874586,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
2020,ISV,0,0,0,0,0,1,0,1,0.0,VIR,106290.0,4229000000.0,39787.3741650202,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
2024,ISV,0,0,0,0,0,1,0,1,0.0,VIR,104377.0,,,,,,,,,0.0,,,,0.0,,,
1960,ITA,13,10,13,36,92,80,62,234,25.666666666666668,ITA,50199700.0,42012422612.3955,836.905850281885,,2.0,Continental,5.0,7.0,,0.7171357597754568,0.8568894094047894,430.15591285297563,,0.2589656910300261,0.3094322867295073,155.3340796413523,
1964,ITA,10,10,7,27,105,90,75,270,27.33333333333333,ITA,51675350.0,65720771779.4768,1271.80119301518,,2.0,Continental,5.0,7.0,,0.5224928326561891,0.4108290159859554,212.29733191229784,,0.1935158639467367,0.15215889480961312,78.62864144899919,
1968,ITA,3,4,9,16,115,100,82,297,29.33333333333333,ITA,53235750.0,91485448147.84,1718.49646427147,,2.0,Continental,5.0,7.0,,0.30054991241787704,0.17489120208652292,93.10464311477622,,0.056353108578351956,0.03279210039122305,17.457120584020544,
1972,ITA,5,3,10,18,118,104,91,313,26.33333333333333,ITA,54381345.0,145594833997.344,2677.29372999774,,2.0,Continental,5.0,7.0,,0.3309958589659745,0.12363076014309934,67.23207019954137,,0.09194329415721512,0.034341877817527594,18.67557505542816,
1976,ITA,2,7,4,13,123,107,101,331,20.33333333333333,ITA,55718260.0,225235205861.828,4042.39482463789,,2.0,Continental,5.0,7.0,3.91051006317139,0.23331669007610792,0.057717442307731126,32.15915457037158,,0.03589487539632429,0.008879606508881711,4.9475622415956275,
1980,ITA,8,3,4,15,125,114,105,344,15.666666666666666,ITA,56433883.0,478356755595.749,8476.41045000836,,2.0,Continental,5.0,7.0,,0.26579776550197687,0.03135734956082911,17.69616996305931,,0.141758808267721,0.016723919765775527,9.437957313631633,
1984,ITA,14,6,12,32,133,117,109,359,15.333333333333334,ITA,56576718.0,438896930791.272,7757.55374836822,,2.0,Continental,5.0,7.0,4.76358985900879,0.5656036817123256,0.07291005645063026,41.25011703171391,,0.24745161074914243,0.03189814969715074,18.046926201374834,
1988,ITA,6,4,4,14,147,123,121,391,20.0,ITA,56629288.0,893663934840.821,15780.9495122174,,2.0,Continental,5.0,7.0,4.58221006393433,0.24722189690959914,0.01566584423314976,8.871456048421793,,0.10595224153268534,0.006713933242778468,3.8020525921807686,
1992,ITA,6,5,8,19,153,127,125,405,20.33333333333333,ITA,56797087.0,1323204350353.5,23297.0460325456,0.8,2.0,Continental,5.0,7.0,,0.3345241983977101,0.014359082174211462,8.155540394888392,23.75,0.10563922054664529,0.004534447002382567,2.575433808912124,7.5
1996,ITA,13,10,12,35,159,132,133,424,21.666666666666668,ITA,56860281.0,1314776508972.27,23122.9337219116,0.829,2.0,Continental,5.0,7.0,4.43969011306763,0.6155439154442448,0.026620493871889056,15.136487619143905,42.21954161640531,0.22863059716500522,0.009887612009558792,5.6221239728248795,15.681544028950544
2000,ITA,13,8,13,34,172,142,145,459,22.666666666666668,ITA,56942108.0,1149661363439.38,20190.0035636084,0.849,2.0,Continental,5.0,7.0,4.27994012832642,0.5970976697947326,0.029573925923964284,16.84001683946382,40.04711425206125,0.22830205021563305,0.011307677559162814,6.4388299680302845,15.312131919905772
2004,ITA,10,11,11,32,185,150,158,493,29.33333333333333,ITA,57828179.0,1812808753294.75,31348.1901841445,0.874,2.0,Continental,5.0,7.0,4.37003993988037,0.5533634389559458,0.017652165426628997,10.207925820287123,36.61327231121282,0.17292607467373303,0.005516301695821562,3.1899768188397264,11.441647597254004
2008,ITA,8,9,10,27,195,161,169,525,33.666666666666664,ITA,59211181.0,2417508414187.19,40828.5795580937,0.885,2.0,Continental,5.0,7.0,4.37188005447388,0.4559949581144142,0.011168523692223792,6.613014778430523,30.508474576271187,0.13510961721908568,0.0033091922051033456,1.9594117862016367,9.03954802259887
2012,ITA,8,9,11,28,203,170,179,552,31.0,ITA,60191247.0,2097929495121.68,34854.3949441965,0.887,2.0,Continental,5.0,7.0,4.03481006622315,0.4651839161929973,0.01334649237026719,8.033420188423667,31.567080045095828,0.13290969034085637,0.003813283534362054,2.295262910978191,9.019165727170236
2016,ITA,8,12,8,28,211,179,190,580,29.0,ITA,60115223.0,1887111188176.93,31391.5692898108,0.894,2.0,Continental,5.0,7.0,3.795490026474,0.46577220548612125,0.014837493506172144,8.919592308845914,31.319910514541387,0.13307777299603463,0.004239283858906327,2.548454945384547,8.94854586129754
2020,ITA,10,10,20,40,219,191,198,608,27.666666666666668,ITA,59438851.0,1907481094079.23,32091.4866621366,0.899,2.0,Continental,5.0,7.0,4.41802978515625,0.6729605187018167,0.02097006367410871,12.464364901858636,44.493882091212456,0.16824012967545418,0.005242515918527178,3.116091225464659,11.123470522803114
2024,ITA,12,13,15,40,229,201,218,648,32.0,ITA,58952704.0,2380825077243.59,40385.3413957669,,2.0,Continental,5.0,7.0,,0.6785100137221864,0.016800898302999297,9.904583845908185,,0.20355300411665594,0.00504026949089979,2.9713751537724553,
1984,IVB,0,0,0,0,0,0,0,0,0.0,VGB,12820.0,,,,,,,,,0.0,,,,0.0,,,
1988,IVB,0,0,0,0,0,0,0,0,0.0,VGB,14680.0,,,,,,,,,0.0,,,,0.0,,,
1992,IVB,0,0,0,0,0,0,0,0,0.0,VGB,16593.0,,,,,,,,,0.0,,,,0.0,,,
1996,IVB,0,0,0,0,0,0,0,0,0.0,VGB,18287.0,,,,,,,,,0.0,,,,0.0,,,
2000,IVB,0,0,0,0,0,0,0,0,0.0,VGB,20241.0,,,,,,,,,0.0,,,,0.0,,,
2004,IVB,0,0,0,0,0,0,0,0,0.0,VGB,22881.0,,,,,,,,,0.0,,,,0.0,,,
2008,IVB,0,0,0,0,0,0,0,0,0.0,VGB,26288.0,,,,,,,,,0.0,,,,0.0,,,
2012,IVB,0,0,0,0,0,0,0,0,0.0,VGB,30345.0,,,,,,,,3.55560728835564,0.0,,,,0.0,,,
2016,IVB,0,0,0,0,0,0,0,0,0.0,VGB,33878.0,,,,,,,,3.25467711875258,0.0,,,,0.0,,,
2020,IVB,0,0,0,0,0,0,0,0,0.0,VGB,37135.0,,,,,,,,2.70538997650146,0.0,,,,0.0,,,
2024,IVB,0,0,0,0,0,0,0,0,0.0,VGB,39471.0,,,,,,,,,0.0,,,,0.0,,,
1964,JAM,0,0,0,0,3,5,0,8,2.6666666666666665,JAM,1745568.0,897949000.8204,514.416511313452,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1968,JAM,0,1,0,1,3,5,0,8,1.6666666666666667,JAM,1833765.0,1083839132.92869,591.045817173244,,5.0,Tropical,26.0,0.0,,0.5453261459347299,0.9226461470327755,16.919162118135517,,0.0,0.0,0.0,
1972,JAM,0,0,1,1,3,6,0,9,0.3333333333333333,JAM,1931542.0,1875146587.4443,970.802906405502,,5.0,Tropical,26.0,0.0,,0.517721074664698,0.5332916406087129,10.300752020846367,,0.0,0.0,0.0,
1976,JAM,1,1,0,2,3,6,1,10,0.6666666666666666,JAM,2045578.0,2966042856.04286,1449.977882067,,5.0,Tropical,26.0,0.0,5.85832977294922,0.9777187670184172,0.6742990904279433,13.793313847994161,,0.4888593835092086,0.33714954521397167,6.896656923997081,
1980,JAM,0,0,3,3,4,7,1,12,1.3333333333333333,JAM,2145658.0,2679379371.51261,1248.74484727418,,5.0,Tropical,26.0,0.0,,1.3981724953370946,1.119662273993842,24.024123154930674,,0.0,0.0,0.0,
1984,JAM,0,1,2,3,4,7,4,15,2.0,JAM,2264562.0,2373564549.4932,1048.13405395534,,5.0,Tropical,26.0,0.0,,1.324759489914606,1.2639218093481197,28.622293004209816,,0.0,0.0,0.0,
1988,JAM,0,2,0,2,4,8,6,18,2.6666666666666665,JAM,2345777.0,3828342820.3494,1632.01481656159,,5.0,Tropical,26.0,0.0,3.94086003303528,0.8525959628728562,0.5224192539312524,12.254790702290924,,0.0,0.0,0.0,
1992,JAM,0,3,1,4,4,10,6,20,2.6666666666666665,JAM,2424701.0,3535460089.80719,1458.10146892635,0.664,5.0,Tropical,26.0,0.0,3.33665990829468,1.6496879409048786,1.1313944715518327,27.432933065662,6.024096385542168,0.0,0.0,0.0,0.0
1996,JAM,1,3,2,6,4,13,7,24,3.0,JAM,2524463.0,7393891920.80358,2928.89692611996,0.664,5.0,Tropical,26.0,0.0,3.67773008346558,2.376743093481663,0.8114806199855719,20.485528003706385,9.036144578313252,0.3961238489136105,0.13524676999759533,3.414254667284398,1.506024096385542
2000,JAM,0,6,3,9,5,16,9,30,4.0,JAM,2607826.0,9005064474.93003,3453.09252800226,0.659,5.0,Tropical,26.0,0.0,4.98346996307373,3.4511504985378623,0.9994375970384077,26.06359350934285,13.657056145675265,0.0,0.0,0.0,0.0
2004,JAM,2,1,2,5,5,22,12,39,6.333333333333333,JAM,2672225.0,10174664853.9476,3807.56293124552,0.684,5.0,Tropical,26.0,0.0,3.91254997253418,1.8710999260915528,0.4914166777749032,13.13175931767046,7.309941520467835,0.7484399704366211,0.1965666711099613,5.252703727068183,2.923976608187134
2008,JAM,5,2,2,9,7,23,14,44,6.666666666666667,JAM,2725635.0,13709401520.0326,5029.80095281745,0.711,5.0,Tropical,26.0,0.0,6.19131994247437,3.301982840695838,0.6564837995917563,17.893352211002778,12.658227848101266,1.8344349114976877,0.36471322199542017,9.940751228334879,7.032348804500703
2012,JAM,4,4,4,12,12,25,16,53,7.666666666666667,JAM,2772430.0,14807086555.5283,5340.83333232158,0.711,5.0,Tropical,26.0,0.0,6.11246013641357,4.328332906511616,0.8104227631140402,22.468403811402556,16.877637130801688,1.442777635503872,0.2701409210380134,7.489467937134185,5.625879043600563
2016,JAM,6,3,2,11,16,29,20,65,8.666666666666666,JAM,2809915.0,14898999754.1229,5302.29553353854,0.714,5.0,Tropical,26.0,0.0,5.31461000442505,3.9147091638003286,0.7383045963844682,20.745731599496565,15.406162464985995,2.135295907527452,0.4027115980278918,11.315853599725399,8.403361344537815
2020,JAM,4,1,4,9,22,32,22,76,10.666666666666666,JAM,2830739.0,15000214216.2439,5299.04530804283,0.711,5.0,Tropical,26.0,0.0,5.38065828197341,3.179381779810855,0.5999914314726118,16.984191447353552,12.658227848101266,1.4130585688048243,0.26666285843227194,7.548529532157135,5.625879043600563
2024,JAM,1,3,2,6,26,33,26,85,10.666666666666666,JAM,2839175.0,22014397089.7689,7753.8006955432,,5.0,Tropical,26.0,0.0,5.51383018493652,2.113289952186815,0.2725489131286941,7.738140604321613,,0.3522149920311358,0.04542481885478234,1.2896901007202688,
1980,JOR,0,0,0,0,0,0,0,0,0.0,JOR,2234186.0,3910044474.28044,1750.09801076564,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,JOR,0,0,0,0,0,0,0,0,0.0,JOR,2654688.0,4967162160.40472,1871.09074979987,,3.0,Temperate,12.0,4.0,5.93695020675659,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,JOR,0,0,0,0,0,0,0,0,0.0,JOR,3193039.0,6277451829.05325,1965.98031813995,,3.0,Temperate,12.0,4.0,4.0475001335144,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,JOR,0,0,0,0,0,0,0,0,0.0,JOR,4127693.0,5310833193.59005,1286.6347360596,0.638,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,JOR,0,0,0,0,0,0,0,0,0.0,JOR,4912516.0,6927503526.09309,1410.17424189419,0.657,3.0,Temperate,12.0,4.0,7.47691011428833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,JOR,0,0,0,0,0,0,0,0,0.0,JOR,5386945.0,8460789844.8519,1570.61002940477,0.672,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,JOR,0,0,0,0,0,0,0,0,0.0,JOR,5882061.0,11411706629.055,1940.08641342805,0.705,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,JOR,0,0,0,0,0,0,0,0,0.0,JOR,6989866.0,22658715989.3302,3241.6524135556,0.733,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,JOR,0,0,0,0,0,0,0,0,0.0,JOR,7587127.0,31634561690.1408,4169.50470054618,0.74,3.0,Temperate,12.0,4.0,3.63716008451231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,JOR,1,0,0,1,0,0,0,0,0.0,JOR,10006367.0,39892551126.7606,3986.71677010853,0.745,3.0,Temperate,12.0,4.0,3.45282006263733,0.09993637051289445,0.025067336426353115,2.5083296799455788,1.342281879194631,0.09993637051289445,0.025067336426353115,2.5083296799455788,1.342281879194631
2020,JOR,0,1,1,2,1,0,0,1,0.3333333333333333,JOR,10865228.0,43700383098.5916,4022.0401356135,0.743,3.0,Temperate,12.0,4.0,3.55303483980158,0.18407344972420273,0.04576618917705683,4.972600800998548,2.6917900403768504,0.0,0.0,0.0,0.0
2024,JOR,0,1,0,1,1,1,1,3,1.0,JOR,11552876.0,53352289577.4648,4618.09592498567,,3.0,Temperate,12.0,4.0,,0.0865585331306248,0.018743338063271886,2.165394604710605,,0.0,0.0,0.0,
1960,JPN,4,7,7,18,20,31,20,71,15.0,JPN,93216000.0,47419238274.4619,508.702779291773,,2.0,Continental,5.0,7.0,,0.19309989701338826,0.37959276983354834,353.8411963280403,,0.04291108822519739,0.08435394885189963,78.63137696178673,
1964,JPN,16,5,8,29,24,38,27,89,14.333333333333334,JPN,96903000.0,87490590817.9803,902.867721515126,,2.0,Continental,5.0,7.0,,0.2992683405054539,0.33146421493864425,321.19876820199465,,0.16511356717542286,0.18287680824201064,177.21311349075563,
1968,JPN,11,7,7,25,40,43,35,118,21.33333333333333,JPN,101011000.0,156897496759.128,1553.27139379996,,2.0,Continental,5.0,7.0,,0.2474977972696043,0.1593396995898569,160.9506239527106,,0.1088990307986259,0.07010946781953704,70.81827453919267,
1972,JPN,13,8,8,29,51,50,42,143,24.0,JPN,107188000.0,324933841268.585,3031.43860570759,,2.0,Continental,5.0,7.0,3.92610001564026,0.2705526738067694,0.08924893721989724,95.66415082726341,,0.12128223308579317,0.04000814427098842,42.883929681187055,
1976,JPN,9,6,10,25,64,58,50,172,27.666666666666668,JPN,112775000.0,598883902155.605,5310.43140904992,,2.0,Continental,5.0,7.0,4.74777984619141,0.22168033695411216,0.04174431790538323,47.07715451779596,,0.0798049213034804,0.015027954445937963,16.947775626406546,
1984,JPN,10,7,14,31,73,64,60,197,26.33333333333333,JPN,120083000.0,1345824500836.76,11207.4523524293,,2.0,Continental,5.0,7.0,,0.2581547762797399,0.023034206897501047,27.660166668726024,,0.08327573428378704,0.007430389321774531,8.92263440926646,
1988,JPN,4,3,7,14,83,71,74,228,28.33333333333333,JPN,122578000.0,3125724434400.79,25499.8811728107,,2.0,Continental,5.0,7.0,5.4528398513794,0.11421299091190916,0.004478961691542664,5.4902216622591675,,0.03263228311768833,0.0012797033404407612,1.5686347606454762,
1992,JPN,3,8,11,22,87,74,81,242,23.33333333333333,JPN,124425000.0,3980702922117.66,31992.7902119161,0.859,2.0,Continental,5.0,7.0,,0.1768133413703034,0.005526662107278382,6.8765493269811255,25.61117578579744,0.024110910186859555,0.0007536357419015976,0.9377112718610626,3.492433061699651
1996,JPN,3,6,5,14,90,82,92,264,22.33333333333333,JPN,125757000.0,4923391533851.63,39150.0396308089,0.88,2.0,Continental,5.0,7.0,,0.11132581088925467,0.0028435682808772324,3.5759861629827783,15.909090909090908,0.023855530904840286,0.0006093360601879783,0.7662827492105952,3.409090909090909
2000,JPN,5,8,5,18,93,88,97,278,16.666666666666668,JPN,126843000.0,4968359075956.59,39169.3595701504,0.889,2.0,Continental,5.0,7.0,3.46011996269226,0.1419077126841844,0.003622926548748763,4.5954287222293955,20.247469066366705,0.03941880907894011,0.0010063684857635452,1.276507978397054,5.62429696287964
2004,JPN,16,9,12,37,98,96,102,296,18.0,JPN,127761000.0,4893116005656.56,38298.9801712303,0.899,2.0,Continental,5.0,7.0,3.42611002922058,0.2896032435563278,0.007561643737288696,9.66083165519742,41.15684093437152,0.12523383505138502,0.0032698999945032195,4.177656931977263,17.797552836484982
2008,JPN,9,7,9,25,114,105,114,333,23.0,JPN,128063000.0,5106679115127.3,39876.3039685725,0.905,2.0,Continental,5.0,7.0,3.27241992950439,0.19521641691979727,0.00489554942387971,6.269387458703072,27.624309392265193,0.07027791009112702,0.0017623977925966955,2.256979485133106,9.94475138121547
2012,JPN,7,14,17,38,123,112,123,358,26.666666666666668,JPN,127629000.0,6272362996105.03,49145.2804308193,0.909,2.0,Continental,5.0,7.0,3.41945004463196,0.297737974911658,0.006058322839988212,7.732176857448548,41.8041804180418,0.05484646906267384,0.001116006838945197,1.4243483684773641,7.7007700770077
2016,JPN,12,8,21,41,130,126,140,396,33.333333333333336,JPN,127076000.0,5003677627544.24,39375.4731620781,0.918,2.0,Continental,5.0,7.0,3.14643001556396,0.32264156882495515,0.008193973123748668,10.412573286734863,44.66230936819172,0.09443167868047468,0.0023982360362191225,3.0475824253858135,13.071895424836601
2020,JPN,27,14,17,58,142,134,161,437,34.666666666666664,JPN,126261000.0,5054068005376.28,40028.7341726762,0.922,2.0,Continental,5.0,7.0,3.30628991127014,0.45936591663300624,0.011475904150538205,14.489591339511072,62.906724511930584,0.21384275429467534,0.005342231242491923,6.74515458908274,29.284164859002168
2024,JPN,20,12,13,45,169,148,178,495,45.66666666666666,JPN,123975371.0,4027597523550.58,32487.0778047567,,2.0,Continental,5.0,7.0,,0.3629753203158392,0.011172913811986278,13.851661349920239,,0.1613223645848174,0.004965739471993901,6.156293933297883,
1996,KAZ,3,4,4,11,0,0,0,0,0.0,KAZ,16416027.0,21035357936.8796,1281.39152895397,0.669,2.0,Continental,5.0,7.0,3.92371010780335,0.6700768706094355,0.5229290622487857,85.84417604960724,16.442451420029894,0.18274823743893695,0.14261701697694154,23.41204801352925,4.484304932735426
2000,KAZ,3,4,0,7,3,4,4,11,11.0,KAZ,15501103.0,18291990662.0356,1180.0444563226,0.692,2.0,Continental,5.0,7.0,3.25661993026733,0.4515807681556596,0.382681148778862,59.31979903379457,10.115606936416185,0.19353461492385413,0.1640062066195123,25.422771014483388,4.335260115606936
2004,KAZ,1,4,3,8,6,8,4,18,9.0,KAZ,15850159.0,43151647002.6096,2722.47407755402,0.743,2.0,Continental,5.0,7.0,2.25590991973877,0.5047267980087771,0.1853926919525505,29.38503644885949,10.767160161507402,0.06309084975109713,0.023174086494068814,3.6731295561074364,1.3458950201884252
2008,KAZ,2,4,7,13,7,12,7,26,8.666666666666666,KAZ,16426525.0,133441648851.982,8123.54705891736,0.771,2.0,Continental,5.0,7.0,2.58945989608765,0.7914029291039949,0.09742085856882689,16.002861688022932,16.861219195849547,0.12175429678522999,0.014987824395204139,2.461978721234298,2.594033722438392
2012,KAZ,7,1,5,13,9,16,14,39,9.333333333333334,KAZ,17306106.0,207998568865.789,12018.7966527993,0.799,2.0,Continental,5.0,7.0,3.90163701288194,0.7511799592583104,0.0625004300312674,10.816390671666925,16.270337922403,0.40448151652370556,0.033654077709143984,5.824210361666806,8.760951188986231
2016,KAZ,3,5,10,18,16,17,19,52,11.333333333333334,KAZ,18363600.0,137278320084.171,7475.56688689424,0.82,2.0,Continental,5.0,7.0,2.97810006141663,0.9801999607920017,0.13112048565981474,24.078441504625726,21.951219512195124,0.16336666013200027,0.021853414276635785,4.013073584104288,3.658536585365854
2020,KAZ,0,0,8,8,19,22,29,70,14.666666666666666,KAZ,19482117.0,171082365861.423,8781.50797787648,0.826,2.0,Continental,5.0,7.0,4.44620380169618,0.41063299229750033,0.04676110223119087,9.110052647170217,9.685230024213075,0.0,0.0,0.0,0.0
