Year,Country,Gold,Silver,Bronze,Total,Historical_Gold,Historical_Silver,Historical_Bronze,Historical_Total,Recent_3_Olympics_Avg,WB_Code,Population,GDP,GDP_per_capita,HDI,Climate_Zone,Climate_Description,Avg_Temp_C,Winter_Sports_Index,Education_Spending_pct_GDP,Medals_per_million_pop,Medals_per_billion_GDP,Medals_per_10K_GDPpc,Medals_per_HDI,Gold_per_million_pop,Gold_per_billion_GDP,Gold_per_10K_GDPpc,Gold_per_HDI
2008,THA,2,2,0,4,5,2,10,17,4.333333333333333,THA,67619830.0,291382982430.951,4309.13509292986,0.723,4.0,Mediterranean/Subtropical,18.0,2.0,3.50850009918213,0.05915424513785379,0.01372763764935339,9.282605241508747,5.532503457814661,0.029577122568926896,0.006863818824676695,4.641302620754374,2.7662517289073305
2012,THA,0,2,1,3,7,4,10,21,5.0,THA,69436098.0,397558325278.579,5725.52802835463,0.75,4.0,Mediterranean/Subtropical,18.0,2.0,4.53670978546143,0.04320519278027403,0.007546062575592715,5.239691405129883,4.0,0.0,0.0,0.0,0.0
2016,THA,2,2,2,6,7,6,11,24,5.0,THA,70859841.0,413366349747.508,5833.57715617098,0.792,4.0,Mediterranean/Subtropical,18.0,2.0,3.76761756770937,0.08467419507757575,0.014514969599399937,10.285284379333136,7.575757575757575,0.02822473169252525,0.004838323199799978,3.428428126444379,2.525252525252525
2020,THA,1,0,1,2,9,8,13,30,4.333333333333333,THA,71641484.0,500461898480.246,6985.64393892574,0.798,4.0,Mediterranean/Subtropical,18.0,2.0,3.15314171737183,0.027916786313360007,0.003996308222610763,2.863014515892378,2.506265664160401,0.013958393156680004,0.0019981541113053814,1.431507257946189,1.2531328320802004
2024,THA,1,3,2,6,10,8,14,32,3.6666666666666665,THA,71668011.0,526517658841.684,7346.62022142185,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.08371935981312499,0.011395629185922728,8.167020778486318,,0.013953226635520831,0.0018992715309871211,1.3611701297477194,
1996,TJK,0,0,0,0,0,0,0,0,0.0,TJK,6066523.0,1043654822.33503,172.035088688368,0.528,2.0,Continental,5.0,7.0,2.04345011711121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,TJK,0,0,0,0,0,0,0,0,0.0,TJK,6284735.0,860541842.263697,136.925716400723,0.554,2.0,Continental,5.0,7.0,2.32871007919311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,TJK,0,0,0,0,0,0,0,0,0.0,TJK,6790547.0,2076176869.41089,305.745158587502,0.598,2.0,Continental,5.0,7.0,2.77203011512756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,TJK,0,1,1,2,0,0,0,0,0.0,TJK,7338403.0,5161299725.27673,703.327375898643,0.634,2.0,Continental,5.0,7.0,3.45983004570007,0.27253886165695723,0.3874992940644941,28.436259820607653,3.1545741324921135,0.0,0.0,0.0,0.0
2012,TJK,0,0,1,1,0,1,1,2,0.6666666666666666,TJK,8014084.0,7633036903.07634,952.452819695469,0.649,2.0,Continental,5.0,7.0,4.01803016662598,0.12478032423917693,0.13100945438858946,10.499207722643243,1.5408320493066254,0.0,0.0,0.0,0.0
2016,TJK,1,0,0,1,0,1,2,3,1.0,TJK,8865631.0,6992416096.89018,788.710481734485,0.661,2.0,Continental,5.0,7.0,5.73094142576332,0.11279512986723675,0.1430120842557899,12.678923675527422,1.51285930408472,0.11279512986723675,0.1430120842557899,12.678923675527422,1.51285930408472
2020,TJK,0,0,0,0,1,1,2,4,1.3333333333333333,TJK,9749310.0,8133963550.65742,834.311715460625,0.664,2.0,Continental,5.0,7.0,5.13516829187823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,TJK,0,0,3,3,1,1,2,4,0.6666666666666666,TJK,10590927.0,14204575548.5536,1341.20229027672,,2.0,Continental,5.0,7.0,,0.28326132358385625,0.21119955254878975,22.367990434769037,,0.0,0.0,0.0,
1996,TKM,0,0,0,0,0,0,0,0,0.0,TKM,4263819.0,2378759975.44506,557.894220051334,,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
2000,TKM,0,0,0,0,0,0,0,0,0.0,TKM,4582677.0,2904663310.9825,633.835487638011,,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
2004,TKM,0,0,0,0,0,0,0,0,0.0,TKM,4958093.0,6838351088.46688,1379.23009682692,,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
2008,TKM,0,0,0,0,0,0,0,0,0.0,TKM,5345029.0,19271523178.8079,3605.50395120549,0.683,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,TKM,0,0,0,0,0,0,0,0,0.0,TKM,5808546.0,35164210526.3158,6053.8748468749,0.714,2.0,Continental,5.0,7.0,3.04924988746643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,TKM,0,0,0,0,0,0,0,0,0.0,TKM,6360041.0,36169428571.4286,5686.98040962764,0.729,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,TKM,0,1,0,1,0,0,0,0,0.0,TKM,6949912.0,41509903181.7231,5972.72356566861,0.744,2.0,Continental,5.0,7.0,3.76267004013061,0.1438867139612703,0.024090636772198065,1.6742780559074075,1.3440860215053763,0.0,0.0,0.0,0.0
2024,TKM,0,0,0,0,0,1,0,1,0.3333333333333333,TKM,7494498.0,51387209872.2994,6856.65802730208,,2.0,Continental,5.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
2004,TLS,0,0,0,0,0,0,0,0,0.0,TLS,929074.0,440771962.234046,474.420726695663,0.547,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,TLS,0,0,0,0,0,0,0,0,0.0,TLS,1032429.0,648523571.342018,628.153191495026,0.634,4.0,Mediterranean/Subtropical,18.0,2.0,8.67014980316162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,TLS,0,0,0,0,0,0,0,0,0.0,TLS,1134885.0,1160555039.5788,1022.61906675901,0.65,4.0,Mediterranean/Subtropical,18.0,2.0,7.16214990615845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,TLS,0,0,0,0,0,0,0,0,0.0,TLS,1228312.0,1640464612.08088,1335.54391073349,0.618,4.0,Mediterranean/Subtropical,18.0,2.0,8.12837982177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,TLS,0,0,0,0,0,0,0,0,0.0,TLS,1326053.0,2162619240.86927,1630.86938521256,0.65,4.0,Mediterranean/Subtropical,18.0,2.0,3.65287360437751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,TLS,0,0,0,0,0,0,0,0,0.0,TLS,1400638.0,1865608515.41321,1331.9705130185,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1972,TOG,0,0,0,0,0,0,0,0,0.0,TGO,2384994.0,474043921.843537,198.7610542599,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,TOG,0,0,0,0,0,0,0,0,0.0,TGO,3332837.0,1014170069.21689,304.296330488676,,,,,,3.81926989555359,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,TOG,0,0,0,0,0,0,0,0,0.0,TGO,3769742.0,1947208354.22555,516.536238879357,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,TOG,0,0,0,0,0,0,0,0,0.0,TGO,4233617.0,2390796915.91958,564.71733648074,0.406,,,,,4.01865005493164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,TOG,0,0,0,0,0,0,0,0,0.0,TGO,4577860.0,2069506014.46659,452.068436882428,0.433,,,,,3.12451004981995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,TOG,0,0,0,0,0,0,0,0,0.0,TGO,5140037.0,2106848752.27753,409.889802792768,0.448,,,,,2.77644991874695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,TOG,0,0,0,0,0,0,0,0,0.0,TGO,5696508.0,3191561508.69088,560.266308533382,0.461,,,,,2.20198011398315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,TOG,0,0,1,1,0,0,0,0,0.0,TGO,6368812.0,4578847112.70688,718.948386717473,0.465,,,,,2.38472008705139,0.15701515447464925,0.2183955863529214,13.909204311115209,2.150537634408602,0.0,0.0,0.0,0.0
2012,TOG,0,0,0,0,0,0,1,1,0.3333333333333333,TGO,7100736.0,5413541649.14901,762.39162379069,0.5,,,,,3.37651991844177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,TOG,0,0,0,0,0,0,1,1,0.3333333333333333,TGO,7858289.0,6071167584.1951,772.581357620609,0.528,,,,,3.6624801158905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,TOG,0,0,0,0,0,0,1,1,0.3333333333333333,TGO,8669720.0,7486031561.86885,863.468665870276,0.554,,,,,4.08528017372931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,TOG,0,0,0,0,0,0,1,1,0.0,TGO,9515236.0,10651180146.531,1119.38160509429,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
1960,TPE,0,1,0,1,0,0,0,0,0.0,TWN,,,,,,,,,,,,,,,,,
1964,TPE,0,0,0,0,0,1,0,1,0.5,TWN,,,,,,,,,,,,,,,,,
1968,TPE,0,0,1,1,0,1,0,1,0.3333333333333333,TWN,,,,,,,,,,,,,,,,,
1972,TPE,0,0,0,0,0,1,1,2,0.6666666666666666,TWN,,,,,,,,,,,,,,,,,
1984,TPE,0,0,1,1,0,1,1,2,0.3333333333333333,TWN,,,,,,,,,,,,,,,,,
1988,TPE,0,0,0,0,0,1,2,3,0.6666666666666666,TWN,,,,,,,,,,,,,,,,,
1992,TPE,0,1,0,1,0,1,2,3,0.3333333333333333,TWN,,,,,,,,,,,,,,,,,
1996,TPE,0,1,0,1,0,2,2,4,0.6666666666666666,TWN,,,,,,,,,,,,,,,,,
2000,TPE,0,1,4,5,0,3,2,5,0.6666666666666666,TWN,,,,,,,,,,,,,,,,,
2004,TPE,2,2,1,5,0,4,6,10,2.333333333333333,TWN,,,,,,,,,,,,,,,,,
2008,TPE,0,0,4,4,2,6,7,15,3.6666666666666665,TWN,,,,,,,,,,,,,,,,,
2012,TPE,0,1,1,2,2,6,11,19,4.666666666666667,TWN,,,,,,,,,,,,,,,,,
2016,TPE,1,0,2,3,2,7,12,21,3.6666666666666665,TWN,,,,,,,,,,,,,,,,,
2020,TPE,2,4,6,12,3,7,14,24,3.0,TWN,,,,,,,,,,,,,,,,,
2024,TPE,2,0,4,6,5,11,20,36,5.666666666666667,TWN,,,,,,,,,,,,,,,,,
1964,TTO,0,1,2,3,0,1,2,3,1.0,TTO,912963.0,711897520.256199,779.766014894579,,5.0,Tropical,26.0,0.0,,3.2860039234886846,4.214089689370395,38.47307965076661,,0.0,0.0,0.0,
1968,TTO,0,0,0,0,0,2,4,6,1.6666666666666667,TTO,969006.0,758899950.0,783.173633599792,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1972,TTO,0,0,0,0,0,2,4,6,1.0,TTO,1014921.0,1083391757.89486,1067.46412567566,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1976,TTO,1,0,0,1,0,2,4,6,1.0,TTO,1066311.0,2500424955.23006,2344.93028321949,,5.0,Tropical,26.0,0.0,,0.9378127019227973,0.3999320187187908,4.264519108120529,,0.9378127019227973,0.3999320187187908,4.264519108120529,
1980,TTO,0,0,0,0,1,2,4,7,0.3333333333333333,TTO,1121744.0,6235833333.33333,5559.05209507101,,5.0,Tropical,26.0,0.0,3.76807999610901,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,TTO,0,0,0,0,1,2,4,7,0.3333333333333333,TTO,1172984.0,7757083333.33333,6613.11947420709,,5.0,Tropical,26.0,0.0,5.87390995025635,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,TTO,0,0,0,0,1,2,4,7,0.3333333333333333,TTO,1230069.0,4496910569.10569,3655.81977035897,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,TTO,0,0,0,0,1,2,4,7,0.0,TTO,1271674.0,5439552941.17647,4277.47436935604,0.665,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,TTO,0,0,2,2,1,2,4,7,0.0,TTO,1300928.0,5759570336.11287,4427.27832448289,0.684,5.0,Tropical,26.0,0.0,3.24876999855042,1.537364097013824,0.3472481249963862,4.517448087552982,2.923976608187134,0.0,0.0,0.0,0.0
2000,TTO,0,1,1,2,1,2,6,9,0.6666666666666666,TTO,1319774.0,8154342116.10311,6178.58975559687,0.714,5.0,Tropical,26.0,0.0,2.75565004348755,1.5154109718785187,0.245268100298419,3.236984618032459,2.801120448179272,0.0,0.0,0.0,0.0
2004,TTO,0,0,1,1,1,3,7,11,1.3333333333333333,TTO,1345380.0,13280291989.5755,9871.03419820086,0.75,5.0,Tropical,26.0,0.0,,0.743284425218154,0.07529954919552674,1.0130650749667798,1.3333333333333333,0.0,0.0,0.0,0.0
2008,TTO,1,1,0,2,1,3,8,12,1.6666666666666667,TTO,1308587.0,27871587349.5413,21298.9945258063,0.782,5.0,Tropical,26.0,0.0,,1.5283660925868896,0.07175766399371994,0.9390114625255004,2.557544757033248,0.7641830462934448,0.03587883199685997,0.4695057312627502,1.278772378516624
2012,TTO,1,1,2,4,2,4,8,14,1.6666666666666667,TTO,1335194.0,27147349937.4689,20332.1389531925,0.796,5.0,Tropical,26.0,0.0,3.57398000577018,2.9958193341192367,0.1473440320772961,1.9673286756541322,5.025125628140703,0.7489548335298092,0.036836008019324025,0.49183216891353304,1.2562814070351758
2016,TTO,0,0,1,1,3,5,10,18,2.333333333333333,TTO,1353895.0,23624322192.6274,17449.1538801956,0.806,5.0,Tropical,26.0,0.0,4.21428227509361,0.7386097149335805,0.04232925676538888,0.5730936908837612,1.2406947890818858,0.0,0.0,0.0,0.0
2020,TTO,0,0,0,0,3,5,11,19,2.333333333333333,TTO,1366725.0,20888515184.2239,15283.6270531554,0.8,5.0,Tropical,26.0,0.0,4.2576699256897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,TTO,0,0,0,0,3,5,11,19,1.6666666666666667,TTO,1368333.0,25633544529.4849,18733.4110406494,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1960,TUN,0,0,0,0,0,0,0,0,0.0,TUN,4267288.0,,,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,,,,0.0,,,
1964,TUN,0,1,1,2,0,0,0,0,0.0,TUN,4489869.0,1025866792.15686,228.484793689273,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.4454472947874426,1.9495708558759843,87.53317749101028,,0.0,0.0,0.0,
1968,TUN,1,0,1,2,0,1,1,2,1.0,TUN,4879899.0,1214666666.66667,248.91225549272,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.4098445480121617,1.6465422612513674,80.34959934138296,,0.20492227400608085,0.8232711306256837,40.17479967069148,
1972,TUN,0,1,0,1,1,1,2,4,1.3333333333333333,TUN,5396557.0,2237556148.51085,414.626612581104,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.1853033332178276,0.4469161592505847,24.118085276168635,,0.0,0.0,0.0,
1976,TUN,0,0,0,0,1,2,2,5,1.6666666666666667,TUN,5996994.0,4508191942.16081,751.741946408618,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,TUN,0,0,0,0,1,2,2,5,1.0,TUN,7220044.0,8254541194.82566,1143.2812867658,,4.0,Mediterranean/Subtropical,18.0,2.0,5.51744985580444,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,TUN,0,0,0,0,1,2,2,5,0.3333333333333333,TUN,7974440.0,10096245762.4352,1266.07583258953,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,TUN,0,0,0,0,1,2,2,5,0.0,TUN,8682512.0,15496708060.4184,1784.81850188268,0.582,4.0,Mediterranean/Subtropical,18.0,2.0,5.75488996505737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,TUN,0,0,1,1,1,2,2,5,0.0,TUN,9294432.0,19587161806.7655,2107.40815649257,0.616,4.0,Mediterranean/Subtropical,18.0,2.0,6.2878098487854,0.10759129767155218,0.05105384893765442,4.745165272893,1.6233766233766234,0.0,0.0,0.0,0.0
2000,TUN,0,0,0,0,1,2,3,6,0.3333333333333333,TUN,9764935.0,21473528160.7782,2199.04465936314,0.654,4.0,Mediterranean/Subtropical,18.0,2.0,6.20196008682251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,TUN,0,0,0,0,1,2,3,6,0.3333333333333333,TUN,10166163.0,31183885241.4396,3067.41936376975,0.683,4.0,Mediterranean/Subtropical,18.0,2.0,6.72078990936279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,TUN,1,0,0,1,1,2,3,6,0.3333333333333333,TUN,10542635.0,44859439902.2191,4255.05008019523,0.709,4.0,Mediterranean/Subtropical,18.0,2.0,6.27157020568848,0.09485294710477978,0.02229185210915957,2.3501486026084986,1.4104372355430184,0.09485294710477978,0.02229185210915957,2.3501486026084986,1.4104372355430184
2012,TUN,1,1,1,3,2,2,3,7,0.3333333333333333,TUN,11009647.0,47311401812.6733,4297.26782454273,0.72,4.0,Mediterranean/Subtropical,18.0,2.0,5.95086002349854,0.27248830048774497,0.06340966204887191,6.981179955473752,4.166666666666667,0.09082943349591499,0.021136554016290637,2.3270599851579172,1.3888888888888888
2016,TUN,0,0,3,3,3,3,4,10,1.3333333333333333,TUN,11528674.0,44360072680.4476,3847.80354448809,0.733,4.0,Mediterranean/Subtropical,18.0,2.0,,0.2602207331042581,0.06762838333496007,7.79665584615786,4.092769440654843,0.0,0.0,0.0,0.0
2020,TUN,1,1,0,2,3,3,7,13,2.333333333333333,TUN,11974057.0,42491780918.361,3548.65363663803,0.733,4.0,Mediterranean/Subtropical,18.0,2.0,7.26507545467782,0.1670277667794633,0.04706792600297404,5.635940288313925,2.728512960436562,0.08351388338973165,0.02353396300148702,2.8179701441569627,1.364256480218281
2024,TUN,1,1,1,3,4,4,7,15,2.6666666666666665,TUN,12277109.0,51332285656.5422,4181.13789301228,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.24435720168323014,0.05844275121650766,7.1750802694494835,,0.08145240056107672,0.01948091707216922,2.391693423149828,
1960,TUR,7,2,0,9,12,6,6,24,7.333333333333333,TUR,28329898.0,7566666666.66667,267.091207552765,,3.0,Temperate,12.0,4.0,,0.31768557726540353,1.1894273127753299,336.96354449339225,,0.24708878231753603,0.92511013215859,262.08275682819396,
1964,TUR,2,3,1,6,19,8,6,33,6.333333333333333,TUR,31543072.0,11177777777.7778,354.365541117168,,3.0,Temperate,12.0,4.0,,0.19021609562949354,0.536779324055665,169.31668866799185,,0.06340536520983117,0.17892644135188832,56.438896222663956,
1968,TUR,2,0,0,2,21,11,7,39,7.333333333333333,TUR,34921684.0,17500000000.0,501.12130904111,,3.0,Temperate,12.0,4.0,,0.05727100674755547,0.1142857142857143,39.91049600000003,,0.05727100674755547,0.1142857142857143,39.91049600000003,
1972,TUR,0,1,0,1,23,11,7,41,5.666666666666667,TUR,38430221.0,20650000000.0,537.337529232528,,3.0,Temperate,12.0,4.0,,0.02602118785629674,0.048426150121065374,18.61027651331718,,0.0,0.0,0.0,
1976,TUR,0,0,0,0,23,12,7,42,3.0,TUR,41899984.0,51450000000.0,1227.92409658199,,3.0,Temperate,12.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1984,TUR,0,0,3,3,23,12,7,42,1.0,TUR,49574069.0,59937602179.8365,1209.05149383313,,3.0,Temperate,12.0,4.0,2.02923011779785,0.06051550862205803,0.05005205231598712,24.81283895104348,,0.0,0.0,0.0,
1988,TUR,1,1,0,2,23,12,10,45,1.3333333333333333,TUR,53909626.0,90875175808.7201,1685.69479240535,,3.0,Temperate,12.0,4.0,,0.037099125859266766,0.022008210517355457,11.864543979198997,,0.018549562929633383,0.011004105258677729,5.932271989599498,
1992,TUR,2,2,2,6,24,13,10,47,1.6666666666666667,TUR,57990118.0,159104772991.851,2743.65320297936,0.608,3.0,Temperate,12.0,4.0,,0.10346590431148976,0.037710999407335855,21.86865305529336,9.868421052631579,0.03448863477049659,0.01257033313577862,7.289551018431122,3.2894736842105265
1996,TUR,4,1,1,6,26,15,12,53,3.6666666666666665,TUR,61951134.0,250366965174.129,4041.36210281686,0.63,3.0,Temperate,12.0,4.0,,0.09685052738501929,0.02396482297825126,14.846479596119227,9.523809523809524,0.06456701825667953,0.015976548652167508,9.897653064079483,6.349206349206349
2000,TUR,3,0,2,5,30,16,13,59,4.666666666666667,TUR,65425961.0,274748463178.502,4199.3798635759,0.669,3.0,Temperate,12.0,4.0,,0.0764222630218607,0.01819846394100315,11.906519920639774,7.473841554559043,0.04585335781311642,0.010919078364601889,7.143911952383865,4.484304932735426
2004,TUR,3,3,5,11,33,16,15,64,5.666666666666667,TUR,68592617.0,410156784495.948,5979.6054216148,0.696,3.0,Temperate,12.0,4.0,,0.16036711356267397,0.026819012669796933,18.395862643775306,15.804597701149426,0.043736485517092895,0.007314276182671891,5.017053448302356,4.310344827586207
2008,TUR,1,3,3,7,36,19,20,75,7.333333333333333,TUR,71051678.0,775415944332.866,10913.4079047769,0.721,3.0,Temperate,12.0,4.0,,0.09851984072775874,0.009027413030592884,6.414128438226922,9.708737864077671,0.014074262961108391,0.0012896304329418405,0.916304062603846,1.3869625520110958
2012,TUR,2,2,1,5,37,22,23,82,7.666666666666667,TUR,75175827.0,885327622479.052,11776.7593362033,0.772,3.0,Temperate,12.0,4.0,4.38721990585327,0.06651074154461913,0.005647626791536493,4.245650146411114,6.476683937823834,0.026604296617847648,0.0022590507166145974,1.6982600585644456,2.5906735751295336
2016,TUR,1,3,4,8,39,24,24,87,7.666666666666667,TUR,79277962.0,870818016909.84,10984.3643169061,0.826,3.0,Temperate,12.0,4.0,4.62773990631104,0.10091076761029755,0.009186764449808437,7.28307962954866,9.685230024213075,0.012613845951287193,0.0011483455562260546,0.9103849536935825,1.2106537530266344
2020,TUR,2,2,9,13,40,27,28,95,6.666666666666667,TUR,83384680.0,733628247119.077,8798.11791709313,0.838,3.0,Temperate,12.0,4.0,4.03382015228271,0.15590393822942059,0.01772014647888815,14.77588743695215,15.513126491646778,0.023985221266064703,0.002726176381367408,2.2732134518387923,2.3866348448687353
2024,TUR,0,3,5,8,42,29,37,108,8.666666666666666,TUR,85518661.0,1359123768774.12,15892.7157287241,,3.0,Temperate,12.0,4.0,,0.09354683418160628,0.005886145312001796,5.033752655338192,,0.0,0.0,0.0,
2008,TUV,0,0,0,0,0,0,0,0,0.0,TUV,10321.0,31874434.857882,3088.30877413836,0.636,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,TUV,0,0,0,0,0,0,0,0,0.0,TUV,10934.0,39345579.4723758,3598.46163091053,0.642,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,TUV,0,0,0,0,0,0,0,0,0.0,TUV,10930.0,41629064.2232388,3808.69755015909,0.664,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,TUV,0,0,0,0,0,0,0,0,0.0,TUV,10399.0,51746594.3148543,4976.11254109571,0.681,5.0,Tropical,26.0,0.0,14.5482776139014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,TUV,0,0,0,0,0,0,0,0,0.0,TUV,9646.0,,,,5.0,Tropical,26.0,0.0,,0.0,,,,0.0,,,
1984,UAE,0,0,0,0,0,0,0,0,0.0,ARE,1305996.0,41807954235.903,32012.3141540273,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1988,UAE,0,0,0,0,0,0,0,0,0.0,ARE,1681788.0,36275674203.2144,21569.7068852997,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1992,UAE,0,0,0,0,0,0,0,0,0.0,ARE,2114730.0,54239171887.769,25648.2727760844,0.729,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,UAE,0,0,0,0,0,0,0,0,0.0,ARE,2597564.0,73571233996.1863,28323.1650870532,0.753,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,UAE,0,0,0,0,0,0,0,0,0.0,ARE,3493575.0,104337372362.151,29865.502347066,0.79,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,UAE,1,0,0,1,0,0,0,0,0.0,ARE,4428967.0,147824370319.946,33376.7152295209,0.815,4.0,Mediterranean/Subtropical,18.0,2.0,,0.22578628379935997,0.006764784438693256,0.2996100704108606,1.2269938650306749,0.22578628379935997,0.006764784438693256,0.2996100704108606,1.2269938650306749
2008,UAE,0,0,0,0,1,0,0,1,0.3333333333333333,ARE,6302664.0,315474615738.598,50054.1700681803,0.831,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012,UAE,0,0,0,0,1,0,0,1,0.3333333333333333,ARE,7391448.0,392793464942.138,53141.6124340099,0.843,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,UAE,0,0,1,1,1,0,0,1,0.3333333333333333,ARE,8935095.0,381717086453.37,42721.0999383185,0.861,4.0,Mediterranean/Subtropical,18.0,2.0,,0.11191822806584598,0.0026197412573045996,0.23407637009436047,1.1614401858304297,0.0,0.0,0.0,0.0
2020,UAE,0,0,0,0,1,0,1,2,0.3333333333333333,ARE,9401038.0,357161878829.135,37991.7492971665,0.909,4.0,Mediterranean/Subtropical,18.0,2.0,3.98417997360229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,UAE,0,0,0,0,1,0,1,2,0.3333333333333333,ARE,10986400.0,552324846834.581,50273.5060469837,,4.0,Mediterranean/Subtropical,18.0,2.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1960,UAR,0,1,1,2,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
1960,UGA,0,0,0,0,0,0,0,0,0.0,UGA,7640973.0,423145605.043164,55.3784976132181,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1964,UGA,0,0,0,0,0,0,0,0,0.0,UGA,8586363.0,589247687.30035,68.6259930194368,,5.0,Tropical,26.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,
1968,UGA,0,1,1,2,0,0,0,0,0.0,UGA,9708632.0,1037379252.41495,106.851228104531,,5.0,Tropical,26.0,0.0,,0.2060022462484931,1.927935222672068,187.17613596761183,,0.0,0.0,0.0,
1972,UGA,1,1,0,2,0,1,1,2,0.6666666666666666,UGA,10885796.0,1490970180.59639,136.964736487473,,5.0,Tropical,26.0,0.0,,0.18372565497277368,1.3414084507042237,146.02298747042258,,0.09186282748638684,0.6707042253521118,73.01149373521129,
